"idno";"intnum";"start";"unlikelystart";"end";"unlikelyend"
1673;62;2021-07-15 12:19:00;"";2021-07-15 13:15:00;""
1675;57;2021-07-23 14:10:00;"";2021-07-23 15:30:00;""
1676;57;2021-07-23 16:52:00;"";2021-07-23 17:34:00;""
1677;57;2021-07-26 12:06:00;"";2021-07-26 12:44:00;""
1678;57;2021-07-26 14:46:00;"";2021-07-26 15:53:00;""
1680;57;2021-07-22 18:47:00;"";2021-07-22 19:45:00;""
1681;137;2021-09-08 21:51:00;"";2021-09-08 22:44:00;""
1682;137;2021-09-06 21:21:00;"";2021-09-06 22:27:00;""
1683;137;2021-09-04 20:53:00;"";2021-09-04 21:51:00;""
1684;137;2021-09-09 18:02:00;"";2021-09-09 18:48:00;""
1687;64;2021-09-15 09:44:00;"";2021-09-15 10:41:00;""
1688;64;2021-09-18 08:45:00;"";2021-09-18 09:37:00;""
1689;64;2021-09-13 17:43:00;"";2021-09-13 18:18:00;""
1690;64;2021-09-14 16:31:00;"";2021-09-14 17:10:00;""
1693;195;2021-08-10 11:06:00;"";2021-08-10 12:13:00;""
1694;195;2021-08-06 15:24:00;"";2021-08-06 16:09:00;""
1695;195;2021-08-12 17:43:00;"";2021-08-12 18:33:00;""
1696;195;2021-08-07 11:52:00;"";2021-08-07 12:44:00;""
1697;195;2021-08-09 11:48:00;"";2021-08-09 12:46:00;""
1700;55;2021-08-13 20:21:00;"";2021-08-13 21:10:00;""
1701;55;2021-08-10 16:57:00;"";2021-08-10 18:12:00;""
1702;55;2021-08-12 19:03:00;"";2021-08-12 20:26:00;""
1704;55;2021-08-11 15:06:00;"";2021-08-11 15:55:00;""
1705;188;2021-08-06 14:55:00;"";2021-08-06 15:43:00;""
1706;188;2021-08-06 16:49:00;"";2021-08-06 17:39:00;""
1707;188;2021-08-12 18:59:00;"";2021-08-12 20:26:00;""
1708;188;2021-08-09 17:04:00;"";2021-08-09 17:51:00;""
1709;188;2021-08-08 11:09:00;"";2021-08-08 12:03:00;""
1711;54;2021-07-31 14:29:00;"";2021-07-31 15:17:00;""
1714;54;2021-08-04 18:15:00;"";2021-08-04 19:23:00;""
1715;54;2021-08-03 17:04:00;"";2021-08-03 18:08:00;""
1716;54;2021-07-30 11:23:00;"";2021-07-30 12:18:00;""
1717;31;2021-07-27 17:14:00;"";2021-07-27 17:56:00;""
1718;31;2021-07-21 17:38:00;"";2021-07-21 18:21:00;""
1720;31;2021-07-29 15:44:00;"";2021-07-29 16:25:00;""
1721;31;2021-07-31 16:39:00;"";2021-07-31 17:25:00;""
1722;31;2021-07-27 19:42:00;"";2021-07-27 20:32:00;""
1723;25;2021-08-11 16:02:00;"";2021-08-11 17:20:00;""
1724;25;2021-08-07 17:29:00;"";2021-08-07 18:19:00;""
1725;25;2021-08-10 20:14:00;"";2021-08-10 21:01:00;""
1726;25;2021-08-11 18:46:00;"";2021-08-11 19:58:00;""
1728;25;2021-08-08 20:47:00;"";2021-08-08 21:36:00;""
1729;211;2021-07-17 15:37:00;"";2021-07-17 16:15:00;""
1731;211;2021-07-14 12:36:00;"";2021-07-14 13:19:00;""
1732;211;2021-07-27 17:03:00;"";2021-07-27 17:47:00;""
1733;211;2021-07-21 17:34:00;"";2021-07-21 18:17:00;""
1734;211;2021-07-22 20:36:00;"";2021-07-22 21:38:00;""
1736;132;2021-08-05 16:58:00;"";2021-08-05 17:52:00;""
1737;132;2021-08-17 13:21:00;"";2021-08-17 14:02:00;""
1740;132;2021-08-10 09:33:00;"";2021-08-10 10:22:00;""
1742;142;2021-07-07 15:30:00;"";2021-07-07 16:28:00;""
1743;142;2021-07-11 12:46:00;"";2021-07-11 13:31:00;""
1744;142;2021-07-10 17:23:00;"";2021-07-10 18:22:00;""
1745;142;2021-07-16 19:01:00;"";2021-07-16 19:34:00;""
1747;39;2021-08-22 15:01:00;"";2021-08-22 15:53:00;""
1749;39;2021-08-22 17:21:00;"";2021-08-22 18:11:00;""
1750;39;2021-08-23 19:06:00;"";2021-08-23 20:03:00;""
1752;39;2021-08-17 17:04:00;"";2021-08-17 17:57:00;""
1753;19;2021-07-16 10:18:00;"";2021-07-16 10:57:00;""
1754;19;2021-07-10 17:38:00;"";2021-07-10 18:15:00;""
1755;19;2021-07-09 10:01:00;"";2021-07-09 10:40:00;""
1756;19;2021-07-13 15:57:00;"";2021-07-13 16:33:00;""
1758;19;2021-07-19 19:01:00;"";2021-07-19 19:46:00;""
1760;83;2021-08-20 15:08:00;"";2021-08-20 16:26:00;""
1762;83;2021-08-28 12:32:00;"";2021-08-28 13:36:00;""
1763;83;2021-08-20 20:02:00;"";2021-08-20 21:24:00;""
1764;83;2021-08-31 17:47:00;"";2021-08-31 18:44:00;""
1765;138;2021-07-07 11:08:00;"";2021-07-07 12:38:00;""
1766;138;2021-07-09 13:54:00;"";2021-07-09 15:07:00;""
1768;138;2021-07-11 10:57:00;"";2021-07-11 11:39:00;""
1769;138;2021-07-11 12:22:00;"";2021-07-11 12:56:00;""
1770;138;2021-07-08 17:52:00;"";2021-07-08 18:28:00;""
1775;213;2021-09-09 16:54:00;"";2021-09-09 17:33:00;""
1776;213;2021-09-03 20:54:00;"";2021-09-03 21:38:00;""
1777;188;2021-07-17 17:25:00;"";2021-07-17 18:15:00;""
1779;188;2021-07-17 19:44:00;"";2021-07-17 21:00:00;""
1781;188;2021-07-20 13:05:00;"";2021-07-20 14:17:00;""
1782;188;2021-07-15 16:01:00;"";2021-07-15 16:58:00;""
1784;141;2021-07-10 15:01:00;"";2021-07-10 15:44:00;""
1785;141;2021-07-13 18:57:00;"";2021-07-13 19:38:00;""
1787;141;2021-07-14 19:55:00;"";2021-07-14 20:46:00;""
1789;169;2021-08-08 17:32:00;"";2021-08-08 18:20:00;""
1790;169;2021-08-08 20:16:00;"";2021-08-08 21:03:00;""
1791;169;2021-08-13 14:44:00;"";2021-08-13 15:32:00;""
1793;169;2021-08-07 15:22:00;"";2021-08-07 16:02:00;""
1794;169;2021-08-13 16:14:00;"";2021-08-13 17:06:00;""
1795;79;2021-07-24 17:30:00;"";2021-07-24 18:19:00;""
1797;79;2021-07-17 19:01:00;"";2021-07-17 19:55:00;""
1798;79;2021-07-14 16:42:00;"";2021-07-14 17:37:00;""
1799;79;2021-07-14 19:13:00;"";2021-07-14 20:14:00;""
1801;133;2021-08-15 15:36:00;"";2021-08-15 16:16:00;""
1802;133;2021-08-24 14:03:00;"";2021-08-24 15:07:00;""
1804;133;2021-08-20 19:14:00;"";2021-08-20 20:09:00;""
1805;133;2021-08-19 16:30:00;"";2021-08-19 17:04:00;""
1807;26;2021-08-01 15:53:00;"";2021-08-01 16:47:00;""
1809;26;2021-07-25 12:00:00;"";2021-07-25 12:50:00;""
1811;26;2021-07-22 15:35:00;"";2021-07-22 16:29:00;""
1812;26;2021-07-27 16:10:00;"";2021-07-27 16:45:00;""
1813;35;2021-08-27 11:50:00;"";2021-08-27 13:02:00;""
1814;35;2021-08-28 10:24:00;"";2021-08-28 10:56:00;""
1815;35;2021-09-03 15:41:00;"";2021-09-03 16:36:00;""
1816;35;2021-08-28 12:18:00;"";2021-08-28 13:19:00;""
1817;35;2021-08-24 17:18:00;"";2021-08-24 18:08:00;""
1819;145;2021-08-25 16:56:00;"";2021-08-25 17:52:00;""
1820;145;2021-08-20 14:58:00;"";2021-08-20 16:10:00;""
1821;145;2021-08-29 20:56:00;"";2021-08-29 21:46:00;""
1823;145;2021-08-21 13:22:00;"";2021-08-21 14:09:00;""
1824;145;2021-08-18 20:19:00;"";2021-08-18 21:00:00;""
1825;185;2021-07-26 15:09:00;"";2021-07-26 15:52:00;""
1826;185;2021-07-29 18:09:00;"";2021-07-29 18:55:00;""
1827;185;2021-07-31 17:14:00;"";2021-07-31 17:50:00;""
1828;185;2021-07-27 17:02:00;"";2021-07-27 17:38:00;""
1829;185;2021-07-23 11:11:00;"";2021-07-23 11:40:00;""
1832;214;2021-07-14 17:06:00;"";2021-07-14 18:13:00;""
1833;214;2021-07-08 14:09:00;"";2021-07-08 15:10:00;""
1834;214;2021-07-12 13:02:00;"";2021-07-12 14:10:00;""
1836;214;2021-07-09 20:26:00;"";2021-07-09 21:29:00;""
1837;60;2021-07-21 15:37:00;"";2021-07-21 16:47:00;""
1838;60;2021-08-04 18:24:00;"";2021-08-04 19:14:00;""
1840;60;2021-07-30 14:53:00;"";2021-07-30 16:14:00;""
1841;60;2021-07-27 10:32:00;"";2021-07-27 11:40:00;""
1842;60;2021-07-27 13:10:00;"";2021-07-27 14:00:00;""
1843;2;2021-08-24 11:03:00;"";2021-08-24 12:07:00;""
1845;2;2021-08-26 15:27:00;"";2021-08-26 16:09:00;""
1846;2;2021-08-21 17:42:00;"";2021-08-21 18:33:00;""
1848;2;2021-08-25 17:48:00;"";2021-08-25 18:40:00;""
1849;81;2021-09-12 18:46:00;"";2021-09-12 19:41:00;""
1851;81;2021-09-11 13:32:00;"";2021-09-11 14:19:00;""
1852;81;2021-09-09 08:12:00;"";2021-09-09 09:07:00;""
1853;81;2021-09-06 18:32:00;"";2021-09-06 19:21:00;""
1854;81;2021-09-11 15:38:00;"";2021-09-11 16:24:00;""
1855;148;2021-08-02 09:28:00;"";2021-08-02 10:17:00;""
1856;148;2021-08-06 17:35:00;"";2021-08-06 18:27:00;""
1858;148;2021-08-02 12:26:00;"";2021-08-02 13:18:00;""
1860;148;2021-08-02 14:11:00;"";2021-08-02 14:55:00;""
1862;122;2021-08-05 16:11:00;"";2021-08-05 16:54:00;""
1863;122;2021-08-10 10:33:00;"";2021-08-10 11:22:00;""
1864;122;2021-08-11 12:27:00;"";2021-08-11 13:16:00;""
1865;122;2021-08-09 14:59:00;"";2021-08-09 15:41:00;""
1866;122;2021-08-08 18:49:00;"";2021-08-08 19:32:00;""
1867;8;2021-08-02 10:35:00;"";2021-08-02 12:08:00;""
1868;8;2021-07-28 19:19:00;"";2021-07-28 20:23:00;""
1869;8;2021-08-01 10:07:00;"";2021-08-01 10:57:00;""
1872;8;2021-08-03 13:44:00;"";2021-08-03 14:33:00;""
1875;207;2021-08-09 14:50:00;"";2021-08-09 15:50:00;""
1878;207;2021-08-10 18:38:00;"";2021-08-10 19:23:00;""
1879;208;2021-08-02 11:19:00;"";2021-08-02 12:16:00;""
1880;208;2021-08-07 15:53:00;"";2021-08-07 17:15:00;""
1882;208;2021-07-28 16:25:00;"";2021-07-28 17:23:00;""
1883;208;2021-07-29 18:14:00;"";2021-07-29 19:23:00;""
1886;173;2021-08-16 10:43:00;"";2021-08-16 12:09:00;""
1887;173;2021-08-16 12:29:00;"";2021-08-16 13:50:00;""
1888;173;2021-08-22 13:16:00;"";2021-08-22 14:03:00;""
1889;173;2021-08-24 13:41:00;"";2021-08-24 14:48:00;""
1894;178;2021-08-10 16:24:00;"";2021-08-10 17:47:00;""
1896;178;2021-08-08 14:59:00;"";2021-08-08 15:46:00;""
1898;54;2021-07-10 12:20:00;"";2021-07-10 13:09:00;""
1901;54;2021-07-11 17:02:00;"";2021-07-11 17:36:00;""
1902;54;2021-07-09 17:24:00;"";2021-07-09 18:03:00;""
1903;55;2021-08-30 12:19:00;"";2021-08-30 12:57:00;""
1904;55;2021-08-31 15:03:00;"";2021-08-31 16:04:00;""
1906;55;2021-08-29 11:30:00;"";2021-08-29 12:24:00;""
1907;55;2021-08-30 13:54:00;"";2021-08-30 14:59:00;""
1908;55;2021-08-30 17:51:00;"";2021-08-30 18:31:00;""
1909;80;2021-07-24 16:32:00;"";2021-07-24 17:34:00;""
1910;80;2021-07-26 09:48:00;"";2021-07-26 10:42:00;""
1911;80;2021-07-28 16:04:00;"";2021-07-28 16:48:00;""
1912;80;2021-07-29 09:47:00;"";2021-07-29 10:35:00;""
1913;80;2021-07-27 16:29:00;"";2021-07-27 17:44:00;""
1915;149;2021-07-22 10:28:00;"";2021-07-22 11:23:00;""
1916;149;2021-07-23 14:22:00;"";2021-07-23 15:24:00;""
1917;149;2021-07-23 16:13:00;"";2021-07-23 17:02:00;""
1924;203;2021-08-05 15:38:00;"";2021-08-05 16:57:00;""
1925;203;2021-08-05 18:06:00;"";2021-08-05 19:11:00;""
1926;203;2021-08-05 19:49:00;"";2021-08-05 20:45:00;""
1927;70;2021-08-02 18:00:00;"";2021-08-02 18:43:00;""
1929;70;2021-08-01 14:21:00;"";2021-08-01 15:30:00;""
1930;70;2021-07-30 20:01:00;"";2021-07-30 20:58:00;""
1931;70;2021-08-02 19:43:00;"";2021-08-02 20:17:00;""
1932;70;2021-08-01 16:45:00;"";2021-08-01 17:26:00;""
1934;167;2021-07-08 17:40:00;"";2021-07-08 18:21:00;""
1935;167;2021-07-20 12:18:00;"";2021-07-20 13:00:00;""
1936;167;2021-07-11 21:32:00;"";2021-07-11 22:29:00;""
1937;167;2021-07-09 13:26:00;"";2021-07-09 14:16:00;""
1938;167;2021-07-23 14:04:00;"";2021-07-23 14:57:00;""
1940;176;2021-08-31 16:20:00;"";2021-08-31 17:20:00;""
1941;176;2021-08-22 19:09:00;"";2021-08-22 20:06:00;""
1942;176;2021-08-24 16:36:00;"";2021-08-24 17:17:00;""
1944;176;2021-08-22 21:10:00;"";2021-08-22 21:48:00;""
1945;192;2021-08-17 16:01:00;"";2021-08-17 17:14:00;""
1946;192;2021-08-12 11:56:00;"";2021-08-12 13:05:00;""
1947;192;2021-08-17 18:38:00;"";2021-08-17 19:12:00;""
1951;110;2021-07-22 15:15:00;"";2021-07-22 16:20:00;""
1954;110;2021-07-22 16:57:00;"";2021-07-22 17:44:00;""
1955;110;2021-07-22 18:25:00;"";2021-07-22 19:23:00;""
1956;110;2021-07-29 15:08:00;"";2021-07-29 16:04:00;""
1958;201;2021-08-09 15:40:00;"";2021-08-09 16:50:00;""
1959;201;2021-08-10 14:16:00;"";2021-08-10 15:00:00;""
1960;201;2021-08-08 17:52:00;"";2021-08-08 19:03:00;""
1962;201;2021-08-11 19:06:00;"";2021-08-11 20:07:00;""
1963;206;2021-08-05 20:06:00;"";2021-08-05 20:52:00;""
1965;206;2021-08-11 13:46:00;"";2021-08-11 14:43:00;""
1966;206;2021-08-06 19:06:00;"";2021-08-06 19:50:00;""
1967;206;2021-08-09 18:01:00;"";2021-08-09 18:59:00;""
1969;106;2021-09-04 10:21:00;"";2021-09-04 11:01:00;""
1970;106;2021-09-06 15:09:00;"";2021-09-06 16:28:00;""
1971;106;2021-09-07 14:43:00;"";2021-09-07 15:37:00;""
1972;106;2021-09-08 17:37:00;"";2021-09-08 18:53:00;""
1973;106;2021-09-16 18:06:00;"";2021-09-16 18:57:00;""
1975;107;2021-08-03 11:00:00;"";2021-08-03 11:57:00;""
1976;107;2021-07-31 16:23:00;"";2021-07-31 17:33:00;""
1977;107;2021-07-30 13:49:00;"";2021-07-30 14:38:00;""
1978;107;2021-07-28 17:36:00;"";2021-07-28 18:17:00;""
1980;107;2021-08-03 12:42:00;"";2021-08-03 13:54:00;""
1983;198;2021-08-12 16:44:00;"";2021-08-12 17:55:00;""
1984;198;2021-08-05 17:52:00;"";2021-08-05 18:39:00;""
1985;198;2021-08-09 12:25:00;"";2021-08-09 13:10:00;""
1988;65;2021-08-27 17:37:00;"";2021-08-27 18:51:00;""
1990;65;2021-08-17 11:46:00;"";2021-08-17 12:33:00;""
1993;31;2021-07-11 12:02:00;"";2021-07-11 12:39:00;""
1994;31;2021-07-13 10:54:00;"";2021-07-13 11:34:00;""
1995;31;2021-07-11 13:29:00;"";2021-07-11 14:13:00;""
1996;31;2021-07-08 18:54:00;"";2021-07-08 19:42:00;""
1997;31;2021-07-10 18:48:00;"";2021-07-10 19:36:00;""
2001;71;2021-08-13 11:10:00;"";2021-08-13 11:40:00;""
2002;71;2021-08-10 13:24:00;"";2021-08-10 14:22:00;""
2003;71;2021-08-10 15:59:00;"";2021-08-10 16:41:00;""
2005;89;2021-07-25 15:31:00;"";2021-07-25 16:29:00;""
2006;89;2021-07-27 11:51:00;"";2021-07-27 12:39:00;""
2007;89;2021-07-23 15:39:00;"";2021-07-23 16:32:00;""
2010;89;2021-08-03 15:21:00;"";2021-08-03 16:21:00;""
2012;87;2021-08-08 15:46:00;"";2021-08-08 16:33:00;""
2016;87;2021-08-14 15:42:00;"";2021-08-14 16:30:00;""
2017;180;2021-07-31 18:46:00;"";2021-07-31 19:43:00;""
2020;180;2021-07-26 15:38:00;"";2021-07-26 16:22:00;""
2021;180;2021-07-25 15:07:00;"";2021-07-25 15:57:00;""
2022;180;2021-07-26 18:00:00;"";2021-07-26 18:55:00;""
2023;160;2021-08-20 18:27:00;"";2021-08-20 19:26:00;""
2025;160;2021-08-16 19:04:00;"";2021-08-16 19:58:00;""
2026;160;2021-08-17 12:50:00;"";2021-08-17 13:47:00;""
2027;160;2021-08-19 15:13:00;"";2021-08-19 16:03:00;""
2028;160;2021-08-14 12:45:00;"";2021-08-14 13:38:00;""
2029;186;2021-07-17 21:46:00;"";2021-07-17 22:46:00;""
2030;186;2021-07-20 12:22:00;"";2021-07-20 13:14:00;""
2032;186;2021-07-19 08:51:00;"";2021-07-19 09:44:00;""
2033;186;2021-07-14 18:36:00;"";2021-07-14 19:36:00;""
2034;186;2021-07-18 17:17:00;"";2021-07-18 18:13:00;""
2035;78;2021-08-31 15:17:00;"";2021-08-31 15:49:00;""
2036;78;2021-08-26 11:33:00;"";2021-08-26 12:21:00;""
2038;78;2021-08-27 17:26:00;"";2021-08-27 18:00:00;""
2040;78;2021-08-25 16:22:00;"";2021-08-25 17:29:00;""
2041;35;2021-08-17 17:15:00;"";2021-08-17 18:04:00;""
2045;35;2021-08-18 16:22:00;"";2021-08-18 17:13:00;""
2046;35;2021-08-22 18:51:00;"";2021-08-22 19:34:00;""
2047;101;2021-08-10 11:21:00;"";2021-08-10 12:33:00;""
2049;101;2021-08-14 10:54:00;"";2021-08-14 11:53:00;""
2050;101;2021-08-08 18:13:00;"";2021-08-08 19:05:00;""
2051;101;2021-08-09 20:10:00;"";2021-08-09 21:03:00;""
2053;74;2021-07-24 18:38:00;"";2021-07-24 19:32:00;""
2054;74;2021-07-27 14:31:00;"";2021-07-27 15:27:00;""
2055;74;2021-08-04 16:38:00;"";2021-08-04 17:20:00;""
2056;74;2021-07-26 20:15:00;"";2021-07-26 21:22:00;""
2059;202;2021-08-06 14:29:00;"";2021-08-06 15:07:00;""
2060;202;2021-07-28 11:15:00;"";2021-07-28 12:05:00;""
2061;202;2021-07-29 17:10:00;"";2021-07-29 17:54:00;""
2062;202;2021-07-29 19:40:00;"";2021-07-29 21:12:00;""
2065;131;2021-08-09 15:35:00;"";2021-08-09 16:17:00;""
2066;131;2021-08-06 15:56:00;"";2021-08-06 16:45:00;""
2067;131;2021-08-16 16:39:00;"";2021-08-16 17:19:00;""
2068;131;2021-08-07 14:56:00;"";2021-08-07 15:31:00;""
2070;131;2021-08-13 17:58:00;"";2021-08-13 18:53:00;""
2071;69;2021-07-23 13:03:00;"";2021-07-23 14:13:00;""
2072;69;2021-07-25 15:42:00;"";2021-07-25 16:46:00;""
2073;69;2021-07-23 15:47:00;"";2021-07-23 16:51:00;""
2074;69;2021-07-21 12:54:00;"";2021-07-21 13:51:00;""
2075;69;2021-07-26 21:35:00;"";2021-07-26 22:33:00;""
2076;69;2021-07-27 17:51:00;"";2021-07-27 18:43:00;""
2077;65;2021-07-10 11:31:00;"";2021-07-10 12:38:00;""
2079;65;2021-07-10 13:32:00;"";2021-07-10 14:51:00;""
2080;65;2021-07-08 18:16:00;"";2021-07-08 18:53:00;""
2081;65;2021-07-15 14:18:00;"";2021-07-15 15:04:00;""
2082;65;2021-07-23 17:07:00;"";2021-07-23 17:51:00;""
2083;217;2021-07-23 13:04:00;"";2021-07-23 13:38:00;""
2084;217;2021-07-26 18:01:00;"";2021-07-26 18:34:00;""
2087;217;2021-07-23 14:50:00;"";2021-07-23 15:44:00;""
2088;217;2021-07-19 12:55:00;"";2021-07-19 13:53:00;""
2089;157;2021-07-13 14:28:00;"";2021-07-13 15:22:00;""
2090;157;2021-07-16 13:30:00;"";2021-07-16 14:22:00;""
2092;157;2021-07-19 17:17:00;"";2021-07-19 17:53:00;""
2095;99;2021-09-19 17:24:00;"";2021-09-19 18:24:00;""
2096;99;2021-09-04 12:49:00;"";2021-09-04 14:00:00;""
2098;99;2021-09-03 13:04:00;"";2021-09-03 13:37:00;""
2099;99;2021-09-06 17:54:00;"";2021-09-06 18:58:00;""
2102;84;2021-07-26 17:19:00;"";2021-07-26 17:59:00;""
2103;84;2021-08-03 11:47:00;"";2021-08-03 13:08:00;""
2104;84;2021-07-27 16:19:00;"";2021-07-27 16:53:00;""
2105;84;2021-08-02 18:14:00;"";2021-08-02 18:49:00;""
2106;84;2021-07-29 12:09:00;"";2021-07-29 12:44:00;""
2107;208;2021-08-02 13:59:00;"";2021-08-02 14:47:00;""
2108;208;2021-08-02 15:49:00;"";2021-08-02 16:34:00;""
2110;208;2021-08-03 18:59:00;"";2021-08-03 19:56:00;""
2111;208;2021-07-29 22:00:00;"unlikely start time";2021-07-29 22:36:00;""
2112;208;2021-07-28 21:05:00;"";2021-07-28 22:00:00;""
2113;1;2021-08-09 10:15:00;"";2021-08-09 11:21:00;""
2114;1;2021-08-09 12:51:00;"";2021-08-09 13:47:00;""
2115;1;2021-08-06 11:06:00;"";2021-08-06 12:24:00;""
2116;1;2021-08-08 09:55:00;"";2021-08-08 10:53:00;""
2117;1;2021-08-09 15:31:00;"";2021-08-09 16:38:00;""
2118;1;2021-08-15 11:55:00;"";2021-08-15 12:30:00;""
2119;95;2021-09-04 18:11:00;"";2021-09-04 18:47:00;""
2122;95;2021-08-25 16:02:00;"";2021-08-25 16:53:00;""
2123;95;2021-08-30 18:19:00;"";2021-08-30 19:02:00;""
2124;95;2021-08-21 16:55:00;"";2021-08-21 17:42:00;""
2125;27;2021-07-23 07:21:00;"";2021-07-23 08:23:00;""
2126;27;2021-07-25 18:41:00;"";2021-07-25 19:47:00;""
2127;27;2021-07-23 10:37:00;"";2021-07-23 11:18:00;""
2130;27;2021-07-27 19:04:00;"";2021-07-27 19:54:00;""
2131;198;2021-07-12 14:13:00;"";2021-07-12 15:26:00;""
2132;198;2021-07-07 20:50:00;"";2021-07-07 21:46:00;""
2133;198;2021-07-16 21:22:00;"";2021-07-16 22:22:00;""
2134;198;2021-07-13 18:33:00;"";2021-07-13 19:51:00;""
2135;198;2021-07-10 17:54:00;"";2021-07-10 18:26:00;""
2136;198;2021-07-12 16:23:00;"";2021-07-12 17:16:00;""
2137;181;2021-07-20 10:19:00;"";2021-07-20 11:04:00;""
2138;181;2021-07-16 07:56:00;"";2021-07-16 08:35:00;""
2139;181;2021-07-20 11:58:00;"";2021-07-20 12:40:00;""
2142;181;2021-07-17 10:58:00;"";2021-07-17 11:50:00;""
2144;111;2021-07-15 15:39:00;"";2021-07-15 16:38:00;""
2145;111;2021-07-20 16:20:00;"";2021-07-20 17:05:00;""
2146;111;2021-07-17 17:07:00;"";2021-07-17 18:12:00;""
2147;111;2021-07-17 19:30:00;"";2021-07-17 20:12:00;""
2149;2;2021-09-08 11:38:00;"";2021-09-08 12:27:00;""
2150;2;2021-09-12 18:29:00;"";2021-09-12 19:25:00;""
2151;2;2021-09-04 13:21:00;"";2021-09-04 14:51:00;""
2152;2;2021-09-05 15:38:00;"";2021-09-05 16:17:00;""
2153;2;2021-09-08 13:33:00;"";2021-09-08 14:15:00;""
2154;2;2021-09-05 18:45:00;"";2021-09-05 19:57:00;""
2155;1;2021-07-25 11:50:00;"";2021-07-25 12:35:00;""
2156;1;2021-07-25 13:39:00;"";2021-07-25 14:33:00;""
2157;1;2021-07-25 15:58:00;"";2021-07-25 17:02:00;""
2158;1;2021-07-25 18:45:00;"";2021-07-25 19:52:00;""
2159;1;2021-07-26 16:53:00;"";2021-07-26 17:50:00;""
2160;1;2021-07-23 13:03:00;"";2021-07-23 14:09:00;""
2161;54;2021-07-19 08:19:00;"";2021-07-19 09:21:00;""
2162;54;2021-07-11 19:00:00;"";2021-07-11 19:59:00;""
2163;54;2021-07-13 12:14:00;"";2021-07-13 13:10:00;""
2164;54;2021-07-08 14:14:00;"";2021-07-08 15:14:00;""
2165;54;2021-07-13 15:02:00;"";2021-07-13 15:57:00;""
2166;54;2021-07-07 17:04:00;"";2021-07-07 18:06:00;""
2167;53;2021-07-10 18:35:00;"";2021-07-10 19:14:00;""
2168;53;2021-07-14 13:58:00;"";2021-07-14 14:54:00;""
2170;53;2021-07-08 18:04:00;"";2021-07-08 18:45:00;""
2171;53;2021-07-12 19:59:00;"";2021-07-12 21:00:00;""
2173;46;2021-08-09 15:27:00;"";2021-08-09 16:57:00;""
2174;46;2021-08-07 13:51:00;"";2021-08-07 14:36:00;""
2176;46;2021-08-14 17:55:00;"";2021-08-14 18:48:00;""
2177;46;2021-08-09 17:07:00;"";2021-08-09 18:12:00;""
2178;46;2021-08-09 18:56:00;"";2021-08-09 20:23:00;""
2179;117;2021-08-26 13:27:00;"";2021-08-26 14:19:00;""
2180;117;2021-08-29 17:33:00;"";2021-08-29 18:28:00;""
2181;117;2021-08-26 15:07:00;"";2021-08-26 16:04:00;""
2182;117;2021-08-24 17:43:00;"";2021-08-24 18:20:00;""
2183;117;2021-08-25 14:21:00;"";2021-08-25 15:10:00;""
2186;185;2021-08-07 18:18:00;"";2021-08-07 19:13:00;""
2187;185;2021-08-05 15:07:00;"";2021-08-05 15:53:00;""
2188;185;2021-08-18 10:39:00;"";2021-08-18 11:14:00;""
2189;185;2021-08-05 17:35:00;"";2021-08-05 18:17:00;""
2190;185;2021-08-10 20:02:00;"";2021-08-10 20:57:00;""
2191;59;2021-08-09 17:19:00;"";2021-08-09 18:30:00;""
2194;59;2021-08-05 13:21:00;"";2021-08-05 14:11:00;""
2195;59;2021-08-13 18:44:00;"";2021-08-13 19:41:00;""
2197;175;2021-09-01 13:24:00;"";2021-09-01 14:22:00;""
2198;175;2021-09-01 14:51:00;"";2021-09-01 15:45:00;""
2200;175;2021-09-08 17:53:00;"";2021-09-08 19:12:00;""
2201;175;2021-09-02 14:57:00;"";2021-09-02 16:12:00;""
2202;175;2021-09-05 19:20:00;"";2021-09-05 20:17:00;""
2203;83;2021-08-19 18:11:00;"";2021-08-19 19:01:00;""
2205;83;2021-08-18 20:51:00;"";2021-08-18 22:02:00;""
2206;83;2021-08-16 21:42:00;"";2021-08-16 22:18:00;""
2208;83;2021-08-15 15:39:00;"";2021-08-15 16:38:00;""
2209;194;2021-08-02 17:42:00;"";2021-08-02 18:20:00;""
2211;194;2021-08-13 17:37:00;"";2021-08-13 18:09:00;""
2212;194;2021-08-03 15:21:00;"";2021-08-03 15:57:00;""
2214;194;2021-08-02 20:02:00;"";2021-08-02 20:40:00;""
2215;199;2021-09-16 15:10:00;"";2021-09-16 16:13:00;""
2217;199;2021-09-18 14:10:00;"";2021-09-18 15:07:00;""
2219;199;2021-09-16 17:17:00;"";2021-09-16 18:18:00;""
2220;199;2021-09-15 15:36:00;"";2021-09-15 16:41:00;""
2221;33;2021-07-22 15:21:00;"";2021-07-22 15:55:00;""
2222;33;2021-07-30 10:45:00;"";2021-07-30 11:17:00;""
2223;33;2021-07-26 16:36:00;"";2021-07-26 17:10:00;""
2225;33;2021-07-30 12:28:00;"";2021-07-30 13:04:00;""
2226;33;2021-07-29 16:31:00;"";2021-07-29 17:09:00;""
2227;76;2021-07-10 12:08:00;"";2021-07-10 13:05:00;""
2229;76;2021-07-12 16:33:00;"";2021-07-12 17:25:00;""
2230;76;2021-07-11 11:42:00;"";2021-07-11 12:33:00;""
2232;76;2021-07-09 19:39:00;"";2021-07-09 20:19:00;""
2233;119;2021-09-26 09:38:00;"";2021-09-26 10:29:00;""
