"idno";"intnum";"speed"
21763;"407";1260
21769;"1105";630
21776;"1105";630
21788;"879";315
21791;"408";1260
21797;"920";630
21802;"256";630
21811;"731";1260
21828;"1145";420
21830;"1011";630
21861;"570";1260
21862;"731";1260
21873;"551";420
21879;"704";252
21886;"501";1260
21891;"668";252
21899;"1093";630
21905;"719";252
21908;"492";630
21921;"798";1260
21934;"276";252
21943;"662";315
21946;"825";180
21950;"818";157.5
21974;"825";180
21976;"344";630
21984;"1103";630
22016;"353";1260
22022;"616";1260
22032;"138";1260
22044;"264";630
22056;"516";1260
22063;"1103";630
22069;"756";420
22072;"1092";210
22076;"903";1260
22081;"408";1260
22086;"408";1260
22094;"249";420
22096;"879";630
22097;"718";1260
22118;"507";1260
22120;"910";420
22132;"554";1260
22145;"376";420
22152;"719";252
22157;"856";630
22172;"608";1260
22173;"881";1260
22178;"481";210
22197;"375";630
22201;"1145";420
22207;"841";630
22218;"340";420
22228;"635";630
22232;"215";315
22237;"542";420
22243;"112";420
22249;"913";1260
22250;"964";180
22253;"933";180
22259;"713";1260
22263;"479";420
22292;"1103";1260
22294;"802";630
22295;"671";1260
22300;"1047";420
22302;"978";315
22315;"442";420
22323;"1150";630
22337;"890";420
22345;"1028";630
22350;"845";420
22351;"348";630
22357;"278";420
22375;"496";180
22390;"1068";630
22393;"534";630
22401;"1014";630
22404;"978";420
22415;"821";420
22425;"818";630
22426;"422";630
22428;"1108";1260
22432;"376";420
22434;"248";1260
22457;"358";1260
22458;"836";252
22459;"1146";1260
22467;"610";315
22474;"294";420
22486;"376";1260
22503;"1150";1260
22505;"719";420
22513;"376";1260
22519;"1108";630
22521;"216";1260
22526;"1011";420
22527;"774";252
22529;"693";1260
22539;"610";180
22555;"818";252
22556;"479";252
22561;"933";1260
22566;"960";630
22567;"271";630
22571;"610";1260
22581;"635";1260
22588;"681";630
22591;"608";1260
22595;"348";630
22601;"647";157.5
22604;"519";1260
22606;"1021";630
22607;"942";630
22613;"386";252
22626;"1048";1260
22632;"819";1260
22633;"879";180
22651;"1047";210
22682;"264";630
22686;"1145";157.5
22687;"621";420
22707;"825";630
22716;"389";630
22719;"138";630
22731;"449";420
22741;"570";315
22748;"294";630
22751;"595";630
22794;"1093";1260
22797;"449";1260
22803;"867";630
22810;"992";315
22811;"496";630
22819;"287";630
22830;"173";1260
22836;"725";1260
22839;"173";180
22844;"1133";630
22845;"287";315
22848;"1018";420
22856;"681";630
22858;"222";630
22859;"903";1260
22873;"471";420
22883;"807";420
22886;"1074";420
22887;"507";1260
22889;"960";1260
22892;"549";1260
22897;"608";1260
22898;"1074";420
22901;"589";420
22903;"131";630
22914;"276";1260
22926;"442";630
22937;"119";630
22941;"1047";420
22945;"956";1260
22946;"1047";1260
22949;"718";630
22957;"988";1260
22959;"1153";1260
22962;"1047";1260
22967;"554";1260
22969;"181";420
22976;"881";1260
22979;"479";420
22991;"1092";1260
23001;"1021";630
23003;"713";1260
23004;"375";180
23008;"551";1260
23016;"389";630
23027;"190";1260
23035;"669";420
23046;"818";630
23047;"249";315
23058;"479";630
23059;"124";630
23060;"1092";420
23065;"1063";1260
23066;"647";315
23074;"468";252
23078;"725";1260
23084;"540";630
23085;"215";180
23092;"1103";180
23103;"154";1260
23109;"589";420
23127;"329";210
23135;"671";1260
23145;"1008";1260
23155;"324";140
23161;"253";1260
23167;"964";210
23188;"253";1260
23198;"856";1260
23203;"178";252
23204;"570";630
23212;"769";630
23219;"442";630
23222;"1125";157.5
23234;"1095";420
23244;"574";252
23245;"154";252
23247;"190";315
23248;"610";315
23250;"964";630
23257;"713";210
23270;"652";630
23277;"348";630
23281;"769";420
23289;"1048";1260
23302;"768";630
23303;"444";1260
23304;"819";252
23306;"487";420
23320;"652";252
23325;"294";630
23327;"141";180
23330;"960";315
23342;"616";315
23351;"173";210
23354;"1048";420
23368;"1070";630
23371;"534";1260
23373;"272";630
23387;"264";252
23415;"845";1260
23422;"190";420
23433;"348";1260
23443;"100";1260
23444;"769";630
23448;"1063";630
23455;"1092";1260
23458;"1150";1260
23459;"449";630
23470;"1008";1260
23474;"358";630
23477;"725";630
23479;"725";630
23482;"542";180
23505;"449";630
23520;"500";420
23536;"693";420
23538;"264";252
23539;"348";420
23550;"1149";1260
23562;"374";1260
23575;"294";180
23590;"278";630
23594;"944";1260
23612;"1097";630
23623;"693";1260
23625;"890";252
23630;"611";1260
23631;"1063";420
23633;"378";420
23640;"501";1260
23643;"540";1260
23648;"111";630
23651;"263";252
23657;"471";1260
23664;"453";420
23681;"213";420
23686;"407";1260
23687;"845";1260
23706;"507";1260
23710;"1093";630
23715;"681";1260
23717;"964";1260
23718;"756";252
23723;"170";157.5
23726;"1093";210
23730;"669";1260
23734;"501";420
23739;"1092";630
23740;"248";1260
23742;"1074";1260
23761;"442";630
23773;"725";252
23790;"768";1260
23794;"237";630
23811;"584";630
23814;"449";1260
23818;"798";420
23830;"1066";1260
23855;"475";1260
23862;"471";630
23871;"173";1260
23889;"821";420
23898;"217";1260
23902;"986";420
23903;"534";630
23912;"845";1260
23918;"367";315
23924;"833";1260
23925;"408";210
23938;"986";210
23943;"501";315
23945;"329";630
23966;"1098";630
23974;"348";180
23980;"1155";315
23995;"768";315
24005;"479";420
24007;"492";252
24032;"374";140
24039;"796";210
24041;"622";420
24042;"821";420
24045;"731";630
24057;"237";180
24066;"903";1260
24071;"819";630
24074;"681";1260
24078;"1105";1260
24080;"554";1260
24086;"173";157.5
24097;"139";252
24103;"1004";1260
24104;"501";1260
24127;"139";1260
24132;"802";315
24138;"867";420
24161;"587";1260
24162;"681";1260
24168;"186";1260
24192;"1021";630
24196;"960";210
24199;"685";630
24213;"111";420
24221;"154";630
24237;"442";1260
24239;"453";1260
24243;"124";630
24250;"819";420
24251;"978";1260
24281;"647";1260
24303;"287";180
24309;"913";630
24317;"756";630
24321;"988";630
24331;"175";1260
24333;"841";1260
24343;"264";1260
24351;"276";1260
24352;"718";420
24375;"324";1260
24377;"1103";630
24380;"492";1260
24382;"910";1260
24403;"725";315
24411;"1008";630
24447;"253";630
24454;"825";630
24469;"621";1260
24471;"1108";630
24487;"845";420
24492;"170";210
24495;"622";1260
24496;"936";1260
24514;"119";630
24515;"1145";315
24517;"181";420
24532;"492";1260
24533;"982";180
24549;"589";157.5
24567;"507";1260
24577;"1098";630
24580;"340";420
24584;"131";210
24588;"1095";1260
24589;"475";1260
24592;"932";1260
24605;"479";630
24607;"719";315
24611;"1109";315
24612;"1098";210
24624;"249";1260
24637;"1008";1260
24638;"264";630
24643;"839";210
24685;"1103";420
24695;"1105";157.5
24697;"613";420
24698;"587";1260
24702;"316";630
24706;"756";180
24718;"549";630
24722;"818";315
24723;"446";252
24724;"276";630
24727;"263";420
24737;"698";420
24746;"407";420
24754;"358";1260
24755;"725";157.5
24774;"1011";630
24784;"988";180
24790;"287";180
24791;"328";1260
24806;"725";210
24813;"982";315
24819;"879";252
24828;"476";630
24832;"870";157.5
24833;"825";420
24838;"1011";1260
24843;"476";180
24846;"671";1260
24851;"1103";180
24854;"242";140
24875;"1063";420
24881;"652";210
24895;"969";1260
24901;"836";252
24903;"652";1260
24905;"408";1260
24915;"263";1260
24917;"449";1260
24926;"796";420
24932;"551";1260
24936;"1014";630
24938;"756";420
24951;"1004";1260
24952;"731";1260
24962;"616";1260
24963;"264";630
24967;"248";252
24983;"492";1260
24987;"1008";315
24993;"227";630
24996;"1021";315
25006;"819";210
25016;"1153";1260
25018;"540";315
25022;"693";1260
25024;"774";315
25029;"542";1260
25032;"769";315
25047;"931";315
25048;"822";420
25067;"492";630
25077;"111";315
25088;"671";180
25095;"124";180
25103;"756";315
25107;"516";1260
25113;"910";1260
25123;"340";1260
25128;"1150";630
25132;"237";1260
25147;"376";1260
25155;"249";315
25160;"662";1260
25162;"516";252
25171;"1125";630
25184;"1068";315
25199;"825";420
25205;"519";630
25206;"170";180
25211;"783";1260
25213;"408";630
25214;"1095";1260
25217;"610";140
25224;"821";630
25227;"348";420
25232;"570";315
25240;"1021";630
25247;"154";1260
25273;"431";420
25275;"798";630
25279;"581";1260
25285;"256";252
25295;"519";1260
25296;"500";630
25305;"881";1260
25326;"668";630
25330;"933";1260
25334;"725";1260
25344;"314";630
25354;"294";315
25355;"574";1260
25403;"190";630
25406;"942";315
25409;"807";630
25419;"1093";630
25420;"540";1260
25421;"856";630
25422;"389";420
25424;"769";315
25429;"470";1260
25436;"442";1260
25437;"616";630
25452;"652";420
25462;"589";1260
25465;"181";180
25470;"969";630
25481;"449";180
25488;"845";1260
25493;"944";1260
25495;"367";1260
25509;"256";315
25512;"268";1260
25516;"1021";1260
25517;"517";315
25519;"933";180
25522;"621";1260
25535;"1048";157.5
25540;"681";180
25546;"154";315
25554;"173";252
25562;"611";630
25565;"718";1260
25573;"375";315
25576;"216";630
25577;"725";630
25581;"348";420
25586;"329";630
25617;"933";630
25627;"500";1260
25633;"248";1260
25634;"595";140
25650;"186";420
25654;"704";1260
25658;"1092";140
25663;"1105";1260
25670;"1125";630
25678;"281";420
25684;"910";1260
25687;"271";252
25697;"587";1260
25699;"516";210
25705;"622";630
25706;"1149";630
25707;"1017";315
25721;"926";315
25737;"1103";630
25744;"507";315
25746;"958";1260
25749;"141";1260
25764;"769";630
25769;"936";630
25780;"825";630
25782;"931";1260
25784;"173";420
25802;"611";420
25810;"610";140
25812;"821";630
25813;"276";315
25820;"1146";420
25824;"534";157.5
25825;"507";1260
25833;"608";630
25861;"713";1260
25864;"1108";1260
25878;"867";420
25880;"141";420
25893;"845";420
25901;"215";252
25905;"1113";630
25907;"731";1260
25912;"1109";252
25915;"516";315
25918;"554";180
25922;"616";1260
25940;"583";1260
25949;"774";157.5
25950;"769";630
25961;"119";1260
25964;"551";420
25965;"879";420
25973;"956";630
25988;"329";1260
25989;"879";1260
26005;"1145";1260
26007;"870";1260
26011;"870";1260
26014;"622";315
26028;"693";1260
26030;"1047";315
26035;"540";1260
26040;"173";630
26056;"1125";630
26064;"263";1260
26071;"340";315
26072;"189";210
26075;"1145";1260
26078;"920";1260
26080;"769";630
26082;"190";1260
26112;"272";420
26116;"1149";180
26119;"186";630
26125;"964";252
26135;"731";252
26142;"1125";180
26146;"616";252
26155;"608";630
26167;"189";630
26176;"392";630
26199;"1074";630
26203;"316";180
26209;"1133";1260
26211;"783";1260
26213;"1112";630
26225;"1048";630
26239;"1069";420
26240;"1125";630
26247;"348";252
26256;"468";315
26258;"595";630
26263;"496";180
26267;"839";210
26275;"389";1260
26292;"926";420
26302;"698";420
26304;"821";210
26322;"446";1260
26330;"449";1260
26331;"139";1260
26332;"141";420
26337;"131";157.5
26340;"611";315
26344;"610";420
26346;"958";630
26351;"489";180
26354;"215";180
26369;"1008";1260
26382;"1093";420
26392;"213";180
26408;"431";1260
26409;"713";1260
26410;"798";180
26416;"992";1260
26420;"982";420
26427;"344";630
26432;"931";315
26449;"139";420
26456;"621";630
26460;"671";1260
26468;"294";1260
26472;"516";630
26478;"287";420
26481;"281";315
26484;"1074";315
26488;"256";252
26493;"1149";180
26507;"281";1260
26516;"622";1260
26527;"652";420
26530;"468";420
26538;"1018";630
26558;"446";1260
26559;"422";630
26572;"374";210
26579;"111";140
26585;"1109";1260
26588;"581";420
26590;"1017";315
26599;"496";420
26606;"881";315
26610;"175";1260
26612;"1074";315
26613;"190";1260
26616;"217";1260
26620;"856";1260
26624;"1048";420
26647;"825";180
26655;"551";630
26672;"248";630
26682;"131";1260
26683;"358";630
26693;"821";1260
26720;"867";180
26733;"870";140
26740;"996";630
26766;"1097";315
26772;"217";1260
26778;"1154";157.5
26787;"1155";630
26794;"992";1260
26795;"685";1260
26797;"879";1260
26810;"1145";1260
26823;"1113";1260
26835;"731";315
26837;"960";630
26846;"1028";1260
26866;"1068";1260
26868;"139";1260
26892;"570";630
26894;"783";1260
26898;"944";630
26903;"796";1260
26920;"622";180
26930;"540";1260
26931;"621";630
26934;"796";252
26935;"522";1260
26940;"215";1260
26941;"960";1260
26963;"542";180
26971;"170";180
26973;"669";1260
26979;"1017";1260
26981;"769";315
26988;"698";315
26989;"501";420
26991;"669";630
26999;"501";630
27001;"1047";420
27002;"693";630
27015;"1068";1260
27018;"992";1260
27025;"652";420
27030;"424";1260
27031;"131";630
27032;"507";630
27043;"903";1260
27046;"1112";1260
27049;"1063";630
27054;"1011";252
27063;"639";252
27065;"1133";252
27080;"839";1260
27082;"1109";630
27086;"1048";1260
27088;"1066";140
27098;"131";630
27107;"1021";315
27121;"662";420
27132;"501";1260
27153;"500";1260
27169;"696";630
27170;"669";1260
27180;"348";210
27181;"100";1260
27184;"272";1260
27188;"422";180
27205;"610";1260
27215;"1098";1260
27219;"890";315
27220;"610";180
27223;"501";1260
27231;"839";1260
27232;"583";180
27235;"539";252
27249;"329";630
27265;"719";315
27266;"268";252
27272;"287";420
27273;"340";315
27277;"475";1260
27290;"272";315
27303;"1097";1260
27307;"821";180
27321;"1004";1260
27331;"358";630
27340;"1011";1260
27344;"501";315
27347;"988";1260
27349;"442";1260
27352;"222";1260
27353;"519";1260
27354;"879";630
27362;"154";1260
27365;"376";420
27367;"610";180
27369;"256";420
27374;"1125";630
27397;"696";630
27398;"281";315
27407;"613";420
27410;"271";315
27411;"960";1260
27412;"496";180
27416;"287";180
27419;"1149";420
27431;"217";1260
27434;"242";1260
27445;"1132";1260
27446;"124";180
27458;"1145";1260
27487;"1149";1260
27493;"1154";420
27517;"1113";315
27519;"986";1260
27524;"323";1260
27526;"841";630
27528;"982";630
27532;"790";252
27534;"131";1260
27537;"833";1260
27543;"408";1260
27554;"1047";252
27569;"175";630
27573;"1028";630
27576;"798";630
27583;"1074";180
27607;"774";1260
27613;"542";630
27619;"589";630
27620;"960";252
27621;"731";420
27623;"719";315
27634;"348";630
27642;"554";1260
27655;"522";1260
27659;"551";420
27660;"807";420
27662;"375";1260
27664;"492";630
27666;"1047";210
27669;"549";1260
27675;"263";420
27679;"1008";1260
27688;"1105";1260
27691;"314";1260
27697;"190";1260
27699;"639";1260
27704;"1093";630
27706;"358";630
27734;"819";420
27735;"681";420
27755;"1017";420
27757;"178";630
27777;"468";180
27793;"1155";252
27801;"175";1260
27806;"287";252
27807;"278";630
27814;"681";1260
27815;"1132";1260
27833;"622";157.5
27839;"693";252
27841;"1093";180
27851;"124";315
27852;"818";1260
27867;"294";630
27868;"222";420
27871;"1146";210
27876;"378";1260
27877;"141";630
27880;"422";420
27889;"616";1260
27895;"783";630
27925;"124";1260
