"idno";"intnum";"int_period";"duration"
1915;149;2021-07-22 10:28:00 UTC--2021-07-22 11:23:00 UTC;55
1916;149;2021-07-23 14:22:00 UTC--2021-07-23 15:24:00 UTC;62
1917;149;2021-07-23 16:13:00 UTC--2021-07-23 17:02:00 UTC;49
1924;203;2021-08-05 15:38:00 UTC--2021-08-05 16:57:00 UTC;79
1925;203;2021-08-05 18:06:00 UTC--2021-08-05 19:11:00 UTC;65
1926;203;2021-08-05 19:49:00 UTC--2021-08-05 20:45:00 UTC;56
1927;70;2021-08-02 18:00:00 UTC--2021-08-02 18:43:00 UTC;43
1929;70;2021-08-01 14:21:00 UTC--2021-08-01 15:30:00 UTC;69
1930;70;2021-07-30 20:01:00 UTC--2021-07-30 20:58:00 UTC;57
1931;70;2021-08-02 19:43:00 UTC--2021-08-02 20:17:00 UTC;34
1932;70;2021-08-01 16:45:00 UTC--2021-08-01 17:26:00 UTC;41
1934;167;2021-07-08 17:40:00 UTC--2021-07-08 18:21:00 UTC;41
1935;167;2021-07-20 12:18:00 UTC--2021-07-20 13:00:00 UTC;42
1936;167;2021-07-11 21:32:00 UTC--2021-07-11 22:29:00 UTC;57
1937;167;2021-07-09 13:26:00 UTC--2021-07-09 14:16:00 UTC;50
1938;167;2021-07-23 14:04:00 UTC--2021-07-23 14:57:00 UTC;53
1940;176;2021-08-31 16:20:00 UTC--2021-08-31 17:20:00 UTC;60
1941;176;2021-08-22 19:09:00 UTC--2021-08-22 20:06:00 UTC;57
1942;176;2021-08-24 16:36:00 UTC--2021-08-24 17:17:00 UTC;41
1944;176;2021-08-22 21:10:00 UTC--2021-08-22 21:48:00 UTC;38
1945;192;2021-08-17 16:01:00 UTC--2021-08-17 17:14:00 UTC;73
1946;192;2021-08-12 11:56:00 UTC--2021-08-12 13:05:00 UTC;69
1947;192;2021-08-17 18:38:00 UTC--2021-08-17 19:12:00 UTC;34
1951;110;2021-07-22 15:15:00 UTC--2021-07-22 16:20:00 UTC;65
1954;110;2021-07-22 16:57:00 UTC--2021-07-22 17:44:00 UTC;47
1955;110;2021-07-22 18:25:00 UTC--2021-07-22 19:23:00 UTC;58
1956;110;2021-07-29 15:08:00 UTC--2021-07-29 16:04:00 UTC;56
1958;201;2021-08-09 15:40:00 UTC--2021-08-09 16:50:00 UTC;70
1959;201;2021-08-10 14:16:00 UTC--2021-08-10 15:00:00 UTC;44
1960;201;2021-08-08 17:52:00 UTC--2021-08-08 19:03:00 UTC;71
1962;201;2021-08-11 19:06:00 UTC--2021-08-11 20:07:00 UTC;61
1963;206;2021-08-05 20:06:00 UTC--2021-08-05 20:52:00 UTC;46
1965;206;2021-08-11 13:46:00 UTC--2021-08-11 14:43:00 UTC;57
1966;206;2021-08-06 19:06:00 UTC--2021-08-06 19:50:00 UTC;44
1967;206;2021-08-09 18:01:00 UTC--2021-08-09 18:59:00 UTC;58
1969;106;2021-09-04 10:21:00 UTC--2021-09-04 11:01:00 UTC;40
1970;106;2021-09-06 15:09:00 UTC--2021-09-06 16:28:00 UTC;79
1971;106;2021-09-07 14:43:00 UTC--2021-09-07 15:37:00 UTC;54
1972;106;2021-09-08 17:37:00 UTC--2021-09-08 18:53:00 UTC;76
1973;106;2021-09-16 18:06:00 UTC--2021-09-16 18:57:00 UTC;51
1975;107;2021-08-03 11:00:00 UTC--2021-08-03 11:57:00 UTC;57
1976;107;2021-07-31 16:23:00 UTC--2021-07-31 17:33:00 UTC;70
1977;107;2021-07-30 13:49:00 UTC--2021-07-30 14:38:00 UTC;49
1978;107;2021-07-28 17:36:00 UTC--2021-07-28 18:17:00 UTC;41
1980;107;2021-08-03 12:42:00 UTC--2021-08-03 13:54:00 UTC;72
1983;198;2021-08-12 16:44:00 UTC--2021-08-12 17:55:00 UTC;71
1984;198;2021-08-05 17:52:00 UTC--2021-08-05 18:39:00 UTC;47
1985;198;2021-08-09 12:25:00 UTC--2021-08-09 13:10:00 UTC;45
1988;65;2021-08-27 17:37:00 UTC--2021-08-27 18:51:00 UTC;74
1990;65;2021-08-17 11:46:00 UTC--2021-08-17 12:33:00 UTC;47
1993;31;2021-07-11 12:02:00 UTC--2021-07-11 12:39:00 UTC;37
1994;31;2021-07-13 10:54:00 UTC--2021-07-13 11:34:00 UTC;40
1995;31;2021-07-11 13:29:00 UTC--2021-07-11 14:13:00 UTC;44
1996;31;2021-07-08 18:54:00 UTC--2021-07-08 19:42:00 UTC;48
1997;31;2021-07-10 18:48:00 UTC--2021-07-10 19:36:00 UTC;48
2001;71;2021-08-13 11:10:00 UTC--2021-08-13 11:40:00 UTC;30
2002;71;2021-08-10 13:24:00 UTC--2021-08-10 14:22:00 UTC;58
2003;71;2021-08-10 15:59:00 UTC--2021-08-10 16:41:00 UTC;42
2005;89;2021-07-25 15:31:00 UTC--2021-07-25 16:29:00 UTC;58
2006;89;2021-07-27 11:51:00 UTC--2021-07-27 12:39:00 UTC;48
2007;89;2021-07-23 15:39:00 UTC--2021-07-23 16:32:00 UTC;53
2010;89;2021-08-03 15:21:00 UTC--2021-08-03 16:21:00 UTC;60
2012;87;2021-08-08 15:46:00 UTC--2021-08-08 16:33:00 UTC;47
2016;87;2021-08-14 15:42:00 UTC--2021-08-14 16:30:00 UTC;48
2017;180;2021-07-31 18:46:00 UTC--2021-07-31 19:43:00 UTC;57
2020;180;2021-07-26 15:38:00 UTC--2021-07-26 16:22:00 UTC;44
2021;180;2021-07-25 15:07:00 UTC--2021-07-25 15:57:00 UTC;50
2022;180;2021-07-26 18:00:00 UTC--2021-07-26 18:55:00 UTC;55
2023;160;2021-08-20 18:27:00 UTC--2021-08-20 19:26:00 UTC;59
2025;160;2021-08-16 19:04:00 UTC--2021-08-16 19:58:00 UTC;54
2026;160;2021-08-17 12:50:00 UTC--2021-08-17 13:47:00 UTC;57
2027;160;2021-08-19 15:13:00 UTC--2021-08-19 16:03:00 UTC;50
2028;160;2021-08-14 12:45:00 UTC--2021-08-14 13:38:00 UTC;53
2029;186;2021-07-17 21:46:00 UTC--2021-07-17 22:46:00 UTC;60
2030;186;2021-07-20 12:22:00 UTC--2021-07-20 13:14:00 UTC;52
2032;186;2021-07-19 08:51:00 UTC--2021-07-19 09:44:00 UTC;53
2033;186;2021-07-14 18:36:00 UTC--2021-07-14 19:36:00 UTC;60
2034;186;2021-07-18 17:17:00 UTC--2021-07-18 18:13:00 UTC;56
2035;78;2021-08-31 15:17:00 UTC--2021-08-31 15:49:00 UTC;32
2036;78;2021-08-26 11:33:00 UTC--2021-08-26 12:21:00 UTC;48
2038;78;2021-08-27 17:26:00 UTC--2021-08-27 18:00:00 UTC;34
2040;78;2021-08-25 16:22:00 UTC--2021-08-25 17:29:00 UTC;67
2041;35;2021-08-17 17:15:00 UTC--2021-08-17 18:04:00 UTC;49
2045;35;2021-08-18 16:22:00 UTC--2021-08-18 17:13:00 UTC;51
2046;35;2021-08-22 18:51:00 UTC--2021-08-22 19:34:00 UTC;43
2047;101;2021-08-10 11:21:00 UTC--2021-08-10 12:33:00 UTC;72
2049;101;2021-08-14 10:54:00 UTC--2021-08-14 11:53:00 UTC;59
2050;101;2021-08-08 18:13:00 UTC--2021-08-08 19:05:00 UTC;52
2051;101;2021-08-09 20:10:00 UTC--2021-08-09 21:03:00 UTC;53
2053;74;2021-07-24 18:38:00 UTC--2021-07-24 19:32:00 UTC;54
2054;74;2021-07-27 14:31:00 UTC--2021-07-27 15:27:00 UTC;56
2055;74;2021-08-04 16:38:00 UTC--2021-08-04 17:20:00 UTC;42
2056;74;2021-07-26 20:15:00 UTC--2021-07-26 21:22:00 UTC;67
2059;202;2021-08-06 14:29:00 UTC--2021-08-06 15:07:00 UTC;38
2060;202;2021-07-28 11:15:00 UTC--2021-07-28 12:05:00 UTC;50
2061;202;2021-07-29 17:10:00 UTC--2021-07-29 17:54:00 UTC;44
2062;202;2021-07-29 19:40:00 UTC--2021-07-29 21:12:00 UTC;92
2065;131;2021-08-09 15:35:00 UTC--2021-08-09 16:17:00 UTC;42
2066;131;2021-08-06 15:56:00 UTC--2021-08-06 16:45:00 UTC;49
2067;131;2021-08-16 16:39:00 UTC--2021-08-16 17:19:00 UTC;40
2068;131;2021-08-07 14:56:00 UTC--2021-08-07 15:31:00 UTC;35
2070;131;2021-08-13 17:58:00 UTC--2021-08-13 18:53:00 UTC;55
2071;69;2021-07-23 13:03:00 UTC--2021-07-23 14:13:00 UTC;70
2072;69;2021-07-25 15:42:00 UTC--2021-07-25 16:46:00 UTC;64
2073;69;2021-07-23 15:47:00 UTC--2021-07-23 16:51:00 UTC;64
2074;69;2021-07-21 12:54:00 UTC--2021-07-21 13:51:00 UTC;57
2075;69;2021-07-26 21:35:00 UTC--2021-07-26 22:33:00 UTC;58
2076;69;2021-07-27 17:51:00 UTC--2021-07-27 18:43:00 UTC;52
2077;65;2021-07-10 11:31:00 UTC--2021-07-10 12:38:00 UTC;67
2079;65;2021-07-10 13:32:00 UTC--2021-07-10 14:51:00 UTC;79
2080;65;2021-07-08 18:16:00 UTC--2021-07-08 18:53:00 UTC;37
2081;65;2021-07-15 14:18:00 UTC--2021-07-15 15:04:00 UTC;46
2082;65;2021-07-23 17:07:00 UTC--2021-07-23 17:51:00 UTC;44
2083;217;2021-07-23 13:04:00 UTC--2021-07-23 13:38:00 UTC;34
2084;217;2021-07-26 18:01:00 UTC--2021-07-26 18:34:00 UTC;33
2087;217;2021-07-23 14:50:00 UTC--2021-07-23 15:44:00 UTC;54
2088;217;2021-07-19 12:55:00 UTC--2021-07-19 13:53:00 UTC;58
2089;157;2021-07-13 14:28:00 UTC--2021-07-13 15:22:00 UTC;54
2090;157;2021-07-16 13:30:00 UTC--2021-07-16 14:22:00 UTC;52
2092;157;2021-07-19 17:17:00 UTC--2021-07-19 17:53:00 UTC;36
2095;99;2021-09-19 17:24:00 UTC--2021-09-19 18:24:00 UTC;60
2096;99;2021-09-04 12:49:00 UTC--2021-09-04 14:00:00 UTC;71
2098;99;2021-09-03 13:04:00 UTC--2021-09-03 13:37:00 UTC;33
2099;99;2021-09-06 17:54:00 UTC--2021-09-06 18:58:00 UTC;64
2102;84;2021-07-26 17:19:00 UTC--2021-07-26 17:59:00 UTC;40
2103;84;2021-08-03 11:47:00 UTC--2021-08-03 13:08:00 UTC;81
2104;84;2021-07-27 16:19:00 UTC--2021-07-27 16:53:00 UTC;34
2105;84;2021-08-02 18:14:00 UTC--2021-08-02 18:49:00 UTC;35
2106;84;2021-07-29 12:09:00 UTC--2021-07-29 12:44:00 UTC;35
2107;208;2021-08-02 13:59:00 UTC--2021-08-02 14:47:00 UTC;48
2108;208;2021-08-02 15:49:00 UTC--2021-08-02 16:34:00 UTC;45
2110;208;2021-08-03 18:59:00 UTC--2021-08-03 19:56:00 UTC;57
2111;208;2021-07-29 22:00:00 UTC--2021-07-29 22:36:00 UTC;36
2112;208;2021-07-28 21:05:00 UTC--2021-07-28 22:00:00 UTC;55
2113;1;2021-08-09 10:15:00 UTC--2021-08-09 11:21:00 UTC;66
2114;1;2021-08-09 12:51:00 UTC--2021-08-09 13:47:00 UTC;56
2115;1;2021-08-06 11:06:00 UTC--2021-08-06 12:24:00 UTC;78
2116;1;2021-08-08 09:55:00 UTC--2021-08-08 10:53:00 UTC;58
2117;1;2021-08-09 15:31:00 UTC--2021-08-09 16:38:00 UTC;67
2118;1;2021-08-15 11:55:00 UTC--2021-08-15 12:30:00 UTC;35
2119;95;2021-09-04 18:11:00 UTC--2021-09-04 18:47:00 UTC;36
2122;95;2021-08-25 16:02:00 UTC--2021-08-25 16:53:00 UTC;51
2123;95;2021-08-30 18:19:00 UTC--2021-08-30 19:02:00 UTC;43
2124;95;2021-08-21 16:55:00 UTC--2021-08-21 17:42:00 UTC;47
2125;27;2021-07-23 07:21:00 UTC--2021-07-23 08:23:00 UTC;62
2126;27;2021-07-25 18:41:00 UTC--2021-07-25 19:47:00 UTC;66
2127;27;2021-07-23 10:37:00 UTC--2021-07-23 11:18:00 UTC;41
2130;27;2021-07-27 19:04:00 UTC--2021-07-27 19:54:00 UTC;50
2131;198;2021-07-12 14:13:00 UTC--2021-07-12 15:26:00 UTC;73
2132;198;2021-07-07 20:50:00 UTC--2021-07-07 21:46:00 UTC;56
2133;198;2021-07-16 21:22:00 UTC--2021-07-16 22:22:00 UTC;60
2134;198;2021-07-13 18:33:00 UTC--2021-07-13 19:51:00 UTC;78
2135;198;2021-07-10 17:54:00 UTC--2021-07-10 18:26:00 UTC;32
2136;198;2021-07-12 16:23:00 UTC--2021-07-12 17:16:00 UTC;53
2137;181;2021-07-20 10:19:00 UTC--2021-07-20 11:04:00 UTC;45
2138;181;2021-07-16 07:56:00 UTC--2021-07-16 08:35:00 UTC;39
2139;181;2021-07-20 11:58:00 UTC--2021-07-20 12:40:00 UTC;42
2142;181;2021-07-17 10:58:00 UTC--2021-07-17 11:50:00 UTC;52
2144;111;2021-07-15 15:39:00 UTC--2021-07-15 16:38:00 UTC;59
2145;111;2021-07-20 16:20:00 UTC--2021-07-20 17:05:00 UTC;45
2146;111;2021-07-17 17:07:00 UTC--2021-07-17 18:12:00 UTC;65
2147;111;2021-07-17 19:30:00 UTC--2021-07-17 20:12:00 UTC;42
2149;2;2021-09-08 11:38:00 UTC--2021-09-08 12:27:00 UTC;49
2150;2;2021-09-12 18:29:00 UTC--2021-09-12 19:25:00 UTC;56
2151;2;2021-09-04 13:21:00 UTC--2021-09-04 14:51:00 UTC;90
2152;2;2021-09-05 15:38:00 UTC--2021-09-05 16:17:00 UTC;39
2153;2;2021-09-08 13:33:00 UTC--2021-09-08 14:15:00 UTC;42
2154;2;2021-09-05 18:45:00 UTC--2021-09-05 19:57:00 UTC;72
2155;1;2021-07-25 11:50:00 UTC--2021-07-25 12:35:00 UTC;45
2156;1;2021-07-25 13:39:00 UTC--2021-07-25 14:33:00 UTC;54
2157;1;2021-07-25 15:58:00 UTC--2021-07-25 17:02:00 UTC;64
2158;1;2021-07-25 18:45:00 UTC--2021-07-25 19:52:00 UTC;67
2159;1;2021-07-26 16:53:00 UTC--2021-07-26 17:50:00 UTC;57
2160;1;2021-07-23 13:03:00 UTC--2021-07-23 14:09:00 UTC;66
2161;54;2021-07-19 08:19:00 UTC--2021-07-19 09:21:00 UTC;62
2162;54;2021-07-11 19:00:00 UTC--2021-07-11 19:59:00 UTC;59
2163;54;2021-07-13 12:14:00 UTC--2021-07-13 13:10:00 UTC;56
2164;54;2021-07-08 14:14:00 UTC--2021-07-08 15:14:00 UTC;60
2165;54;2021-07-13 15:02:00 UTC--2021-07-13 15:57:00 UTC;55
2166;54;2021-07-07 17:04:00 UTC--2021-07-07 18:06:00 UTC;62
2167;53;2021-07-10 18:35:00 UTC--2021-07-10 19:14:00 UTC;39
2168;53;2021-07-14 13:58:00 UTC--2021-07-14 14:54:00 UTC;56
2170;53;2021-07-08 18:04:00 UTC--2021-07-08 18:45:00 UTC;41
2171;53;2021-07-12 19:59:00 UTC--2021-07-12 21:00:00 UTC;61
2173;46;2021-08-09 15:27:00 UTC--2021-08-09 16:57:00 UTC;90
2174;46;2021-08-07 13:51:00 UTC--2021-08-07 14:36:00 UTC;45
2176;46;2021-08-14 17:55:00 UTC--2021-08-14 18:48:00 UTC;53
2177;46;2021-08-09 17:07:00 UTC--2021-08-09 18:12:00 UTC;65
2178;46;2021-08-09 18:56:00 UTC--2021-08-09 20:23:00 UTC;87
2179;117;2021-08-26 13:27:00 UTC--2021-08-26 14:19:00 UTC;52
2180;117;2021-08-29 17:33:00 UTC--2021-08-29 18:28:00 UTC;55
2181;117;2021-08-26 15:07:00 UTC--2021-08-26 16:04:00 UTC;57
2182;117;2021-08-24 17:43:00 UTC--2021-08-24 18:20:00 UTC;37
2183;117;2021-08-25 14:21:00 UTC--2021-08-25 15:10:00 UTC;49
2186;185;2021-08-07 18:18:00 UTC--2021-08-07 19:13:00 UTC;55
2187;185;2021-08-05 15:07:00 UTC--2021-08-05 15:53:00 UTC;46
2188;185;2021-08-18 10:39:00 UTC--2021-08-18 11:14:00 UTC;35
2189;185;2021-08-05 17:35:00 UTC--2021-08-05 18:17:00 UTC;42
2190;185;2021-08-10 20:02:00 UTC--2021-08-10 20:57:00 UTC;55
2191;59;2021-08-09 17:19:00 UTC--2021-08-09 18:30:00 UTC;71
2194;59;2021-08-05 13:21:00 UTC--2021-08-05 14:11:00 UTC;50
2195;59;2021-08-13 18:44:00 UTC--2021-08-13 19:41:00 UTC;57
2197;175;2021-09-01 13:24:00 UTC--2021-09-01 14:22:00 UTC;58
2198;175;2021-09-01 14:51:00 UTC--2021-09-01 15:45:00 UTC;54
2200;175;2021-09-08 17:53:00 UTC--2021-09-08 19:12:00 UTC;79
2201;175;2021-09-02 14:57:00 UTC--2021-09-02 16:12:00 UTC;75
2202;175;2021-09-05 19:20:00 UTC--2021-09-05 20:17:00 UTC;57
2203;83;2021-08-19 18:11:00 UTC--2021-08-19 19:01:00 UTC;50
2205;83;2021-08-18 20:51:00 UTC--2021-08-18 22:02:00 UTC;71
2206;83;2021-08-16 21:42:00 UTC--2021-08-16 22:18:00 UTC;36
2208;83;2021-08-15 15:39:00 UTC--2021-08-15 16:38:00 UTC;59
2209;194;2021-08-02 17:42:00 UTC--2021-08-02 18:20:00 UTC;38
2211;194;2021-08-13 17:37:00 UTC--2021-08-13 18:09:00 UTC;32
2212;194;2021-08-03 15:21:00 UTC--2021-08-03 15:57:00 UTC;36
2214;194;2021-08-02 20:02:00 UTC--2021-08-02 20:40:00 UTC;38
2215;199;2021-09-16 15:10:00 UTC--2021-09-16 16:13:00 UTC;63
2217;199;2021-09-18 14:10:00 UTC--2021-09-18 15:07:00 UTC;57
2219;199;2021-09-16 17:17:00 UTC--2021-09-16 18:18:00 UTC;61
2220;199;2021-09-15 15:36:00 UTC--2021-09-15 16:41:00 UTC;65
2221;33;2021-07-22 15:21:00 UTC--2021-07-22 15:55:00 UTC;34
2222;33;2021-07-30 10:45:00 UTC--2021-07-30 11:17:00 UTC;32
2223;33;2021-07-26 16:36:00 UTC--2021-07-26 17:10:00 UTC;34
2225;33;2021-07-30 12:28:00 UTC--2021-07-30 13:04:00 UTC;36
2226;33;2021-07-29 16:31:00 UTC--2021-07-29 17:09:00 UTC;38
2227;76;2021-07-10 12:08:00 UTC--2021-07-10 13:05:00 UTC;57
2229;76;2021-07-12 16:33:00 UTC--2021-07-12 17:25:00 UTC;52
2230;76;2021-07-11 11:42:00 UTC--2021-07-11 12:33:00 UTC;51
2232;76;2021-07-09 19:39:00 UTC--2021-07-09 20:19:00 UTC;40
2233;119;2021-09-26 09:38:00 UTC--2021-09-26 10:29:00 UTC;51
2234;119;2021-09-24 18:25:00 UTC--2021-09-24 19:03:00 UTC;38
2235;119;2021-09-16 18:44:00 UTC--2021-09-16 19:39:00 UTC;55
2236;119;2021-09-17 18:28:00 UTC--2021-09-17 19:24:00 UTC;56
2238;119;2021-09-16 20:42:00 UTC--2021-09-16 21:37:00 UTC;55
2240;211;2021-08-09 13:45:00 UTC--2021-08-09 14:43:00 UTC;58
2241;211;2021-08-11 16:36:00 UTC--2021-08-11 17:46:00 UTC;70
2243;211;2021-08-06 18:55:00 UTC--2021-08-06 20:11:00 UTC;76
2244;211;2021-08-05 21:41:00 UTC--2021-08-05 22:30:00 UTC;49
2245;131;2021-09-07 14:36:00 UTC--2021-09-07 15:11:00 UTC;35
2246;131;2021-09-04 19:16:00 UTC--2021-09-04 20:45:00 UTC;89
2248;131;2021-09-04 21:27:00 UTC--2021-09-04 22:27:00 UTC;60
2251;147;2021-08-07 18:30:00 UTC--2021-08-07 19:12:00 UTC;42
2252;147;2021-08-13 18:52:00 UTC--2021-08-13 19:29:00 UTC;37
2255;147;2021-08-09 18:54:00 UTC--2021-08-09 19:23:00 UTC;29
2256;147;2021-08-14 20:01:00 UTC--2021-08-14 21:06:00 UTC;65
2257;161;2021-08-04 12:36:00 UTC--2021-08-04 13:14:00 UTC;38
2258;161;2021-08-08 15:25:00 UTC--2021-08-08 16:09:00 UTC;44
2259;161;2021-07-30 18:06:00 UTC--2021-07-30 18:45:00 UTC;39
2260;161;2021-08-01 21:21:00 UTC--2021-08-01 22:11:00 UTC;50
2261;161;2021-08-05 14:51:00 UTC--2021-08-05 15:52:00 UTC;61
2265;10;2021-08-05 18:33:00 UTC--2021-08-05 19:52:00 UTC;79
2267;10;2021-08-09 14:20:00 UTC--2021-08-09 15:21:00 UTC;61
2268;10;2021-08-09 15:54:00 UTC--2021-08-09 16:37:00 UTC;43
2269;77;2021-08-04 11:03:00 UTC--2021-08-04 12:01:00 UTC;58
2271;77;2021-08-09 09:30:00 UTC--2021-08-09 10:22:00 UTC;52
2272;77;2021-08-09 12:08:00 UTC--2021-08-09 12:50:00 UTC;42
2274;77;2021-08-04 14:22:00 UTC--2021-08-04 15:07:00 UTC;45
2275;116;2021-07-10 13:03:00 UTC--2021-07-10 13:49:00 UTC;46
2276;116;2021-07-12 11:29:00 UTC--2021-07-12 12:05:00 UTC;36
2277;116;2021-07-09 15:54:00 UTC--2021-07-09 16:53:00 UTC;59
2278;116;2021-07-11 17:13:00 UTC--2021-07-11 18:03:00 UTC;50
2279;116;2021-07-17 16:56:00 UTC--2021-07-17 17:59:00 UTC;63
2280;116;2021-07-08 16:19:00 UTC--2021-07-08 17:08:00 UTC;49
2281;112;2021-07-14 17:21:00 UTC--2021-07-14 18:01:00 UTC;40
2282;112;2021-07-13 11:53:00 UTC--2021-07-13 12:42:00 UTC;49
2283;112;2021-07-21 19:22:00 UTC--2021-07-21 20:14:00 UTC;52
2285;112;2021-07-13 13:31:00 UTC--2021-07-13 14:35:00 UTC;64
2287;127;2021-07-25 19:39:00 UTC--2021-07-25 20:36:00 UTC;57
2288;127;2021-07-24 16:27:00 UTC--2021-07-24 17:20:00 UTC;53
2289;127;2021-07-24 18:40:00 UTC--2021-07-24 19:47:00 UTC;67
2290;127;2021-07-23 16:49:00 UTC--2021-07-23 17:57:00 UTC;68
2291;127;2021-07-27 18:58:00 UTC--2021-07-27 19:43:00 UTC;45
2293;166;2021-08-03 20:31:00 UTC--2021-08-03 21:51:00 UTC;80
2294;166;2021-08-02 16:48:00 UTC--2021-08-02 17:59:00 UTC;71
2297;166;2021-08-01 21:46:00 UTC--2021-08-01 22:45:00 UTC;59
2298;166;2021-07-31 16:54:00 UTC--2021-07-31 17:52:00 UTC;58
2300;124;2021-09-19 12:41:00 UTC--2021-09-19 13:24:00 UTC;43
2301;124;2021-09-14 20:11:00 UTC--2021-09-14 21:13:00 UTC;62
2302;124;2021-09-18 10:51:00 UTC--2021-09-18 11:27:00 UTC;36
2303;124;2021-09-20 12:56:00 UTC--2021-09-20 13:35:00 UTC;39
2304;124;2021-09-19 14:20:00 UTC--2021-09-19 14:59:00 UTC;39
2305;157;2021-08-09 10:16:00 UTC--2021-08-09 11:18:00 UTC;62
2307;157;2021-08-06 16:57:00 UTC--2021-08-06 17:45:00 UTC;48
2310;157;2021-08-08 16:19:00 UTC--2021-08-08 17:18:00 UTC;59
2311;176;2021-09-17 15:26:00 UTC--2021-09-17 16:24:00 UTC;58
2312;176;2021-09-13 19:04:00 UTC--2021-09-13 19:59:00 UTC;55
2313;176;2021-09-14 17:16:00 UTC--2021-09-14 18:12:00 UTC;56
2314;176;2021-09-18 18:34:00 UTC--2021-09-18 19:18:00 UTC;44
2315;176;2021-09-17 17:35:00 UTC--2021-09-17 18:37:00 UTC;62
2316;176;2021-09-15 09:32:00 UTC--2021-09-15 10:37:00 UTC;65
2317;159;2021-07-24 12:15:00 UTC--2021-07-24 13:17:00 UTC;62
2318;159;2021-07-26 16:20:00 UTC--2021-07-26 16:56:00 UTC;36
2319;159;2021-08-04 09:44:00 UTC--2021-08-04 10:53:00 UTC;69
2320;159;2021-07-25 16:52:00 UTC--2021-07-25 18:02:00 UTC;70
2321;159;2021-07-27 14:08:00 UTC--2021-07-27 14:56:00 UTC;48
2325;191;2021-08-21 16:36:00 UTC--2021-08-21 17:33:00 UTC;57
2326;191;2021-08-22 20:47:00 UTC--2021-08-22 21:59:00 UTC;72
2327;191;2021-08-20 18:11:00 UTC--2021-08-20 19:12:00 UTC;61
2328;191;2021-08-28 14:46:00 UTC--2021-08-28 15:34:00 UTC;48
2329;22;2021-07-16 17:29:00 UTC--2021-07-16 18:38:00 UTC;69
2330;22;2021-07-13 09:44:00 UTC--2021-07-13 10:54:00 UTC;70
2331;22;2021-07-13 11:24:00 UTC--2021-07-13 12:19:00 UTC;55
2333;22;2021-07-11 13:25:00 UTC--2021-07-11 14:23:00 UTC;58
2334;22;2021-07-14 16:16:00 UTC--2021-07-14 17:15:00 UTC;59
2335;34;2021-07-25 16:56:00 UTC--2021-07-25 17:42:00 UTC;46
2336;34;2021-07-26 14:25:00 UTC--2021-07-26 15:11:00 UTC;46
2337;34;2021-07-26 17:32:00 UTC--2021-07-26 18:50:00 UTC;78
2338;34;2021-07-25 18:46:00 UTC--2021-07-25 19:49:00 UTC;63
2339;34;2021-07-27 12:09:00 UTC--2021-07-27 13:10:00 UTC;61
2340;34;2021-07-22 13:44:00 UTC--2021-07-22 14:30:00 UTC;46
2341;10;2021-07-17 18:05:00 UTC--2021-07-17 18:58:00 UTC;53
2343;10;2021-07-20 12:25:00 UTC--2021-07-20 13:19:00 UTC;54
2344;10;2021-07-20 14:36:00 UTC--2021-07-20 15:38:00 UTC;62
2345;10;2021-07-17 22:02:00 UTC--2021-07-17 22:58:00 UTC;56
2347;84;2021-08-01 14:27:00 UTC--2021-08-01 15:11:00 UTC;44
2348;84;2021-08-04 16:30:00 UTC--2021-08-04 17:16:00 UTC;46
2350;84;2021-08-01 17:00:00 UTC--2021-08-01 17:38:00 UTC;38
2352;84;2021-08-03 14:19:00 UTC--2021-08-03 14:56:00 UTC;37
2353;56;2021-07-09 10:37:00 UTC--2021-07-09 11:42:00 UTC;65
2354;56;2021-07-13 13:10:00 UTC--2021-07-13 14:18:00 UTC;68
2355;56;2021-07-13 15:25:00 UTC--2021-07-13 16:18:00 UTC;53
2356;56;2021-07-13 16:52:00 UTC--2021-07-13 18:02:00 UTC;70
2357;56;2021-07-10 17:12:00 UTC--2021-07-10 18:09:00 UTC;57
2358;56;2021-07-12 17:13:00 UTC--2021-07-12 18:13:00 UTC;60
2359;47;2021-08-19 13:49:00 UTC--2021-08-19 14:54:00 UTC;65
2360;47;2021-08-19 15:44:00 UTC--2021-08-19 16:41:00 UTC;57
2362;47;2021-08-20 18:56:00 UTC--2021-08-20 19:35:00 UTC;39
2364;47;2021-08-18 16:39:00 UTC--2021-08-18 17:40:00 UTC;61
2365;79;2021-08-02 14:04:00 UTC--2021-08-02 14:48:00 UTC;44
2366;79;2021-08-02 15:50:00 UTC--2021-08-02 16:51:00 UTC;61
2367;79;2021-08-01 15:31:00 UTC--2021-08-01 16:22:00 UTC;51
2368;79;2021-08-03 10:26:00 UTC--2021-08-03 11:31:00 UTC;65
2370;79;2021-08-06 12:21:00 UTC--2021-08-06 13:15:00 UTC;54
2372;157;2021-08-02 15:54:00 UTC--2021-08-02 16:45:00 UTC;51
2374;157;2021-08-01 15:02:00 UTC--2021-08-01 16:07:00 UTC;65
2375;157;2021-07-28 20:09:00 UTC--2021-07-28 21:04:00 UTC;55
2376;157;2021-08-03 17:34:00 UTC--2021-08-03 18:33:00 UTC;59
2378;204;2021-07-26 16:54:00 UTC--2021-07-26 17:47:00 UTC;53
2379;204;2021-07-23 19:08:00 UTC--2021-07-23 20:04:00 UTC;56
2380;204;2021-07-25 07:44:00 UTC--2021-07-25 08:43:00 UTC;59
2381;204;2021-07-26 19:10:00 UTC--2021-07-26 20:11:00 UTC;61
2382;204;2021-07-22 19:07:00 UTC--2021-07-22 20:04:00 UTC;57
