"intnum";"idno";"cntry";"interval";"overlap"
54;2163;"CZ";2021-07-13 12:14:00 UTC--2021-07-13 13:10:00 UTC;FALSE
54;2165;"CZ";2021-07-13 15:02:00 UTC--2021-07-13 15:57:00 UTC;FALSE
54;2161;"CZ";2021-07-19 08:19:00 UTC--2021-07-19 09:21:00 UTC;FALSE
54;910;"CZ";2021-07-21 13:40:00 UTC--2021-07-21 14:10:00 UTC;FALSE
54;911;"CZ";2021-07-25 10:46:00 UTC--2021-07-25 11:20:00 UTC;FALSE
54;1716;"CZ";2021-07-30 11:23:00 UTC--2021-07-30 12:18:00 UTC;FALSE
54;908;"CZ";2021-07-31 10:07:00 UTC--2021-07-31 11:15:00 UTC;FALSE
54;909;"CZ";2021-07-31 12:18:00 UTC--2021-07-31 13:30:00 UTC;FALSE
54;1711;"CZ";2021-07-31 14:29:00 UTC--2021-07-31 15:17:00 UTC;FALSE
54;912;"CZ";2021-08-02 09:19:00 UTC--2021-08-02 10:11:00 UTC;FALSE
54;1715;"CZ";2021-08-03 17:04:00 UTC--2021-08-03 18:08:00 UTC;FALSE
54;1714;"CZ";2021-08-04 18:15:00 UTC--2021-08-04 19:23:00 UTC;FALSE
55;2912;"CZ";2021-08-09 12:14:00 UTC--2021-08-09 12:58:00 UTC;FALSE
55;1701;"CZ";2021-08-10 16:57:00 UTC--2021-08-10 18:12:00 UTC;FALSE
55;2915;"CZ";2021-08-11 12:49:00 UTC--2021-08-11 13:33:00 UTC;FALSE
55;1704;"CZ";2021-08-11 15:06:00 UTC--2021-08-11 15:55:00 UTC;FALSE
55;2914;"CZ";2021-08-12 15:47:00 UTC--2021-08-12 16:54:00 UTC;FALSE
55;1702;"CZ";2021-08-12 19:03:00 UTC--2021-08-12 20:26:00 UTC;FALSE
55;1700;"CZ";2021-08-13 20:21:00 UTC--2021-08-13 21:10:00 UTC;FALSE
55;2913;"CZ";2021-08-14 16:58:00 UTC--2021-08-14 17:37:00 UTC;FALSE
55;2916;"CZ";2021-08-19 19:52:00 UTC--2021-08-19 20:37:00 UTC;FALSE
55;1906;"CZ";2021-08-29 11:30:00 UTC--2021-08-29 12:24:00 UTC;FALSE
55;1903;"CZ";2021-08-30 12:19:00 UTC--2021-08-30 12:57:00 UTC;FALSE
55;1907;"CZ";2021-08-30 13:54:00 UTC--2021-08-30 14:59:00 UTC;FALSE
55;1908;"CZ";2021-08-30 17:51:00 UTC--2021-08-30 18:31:00 UTC;FALSE
55;1904;"CZ";2021-08-31 15:03:00 UTC--2021-08-31 16:04:00 UTC;FALSE
55;3142;"CZ";2021-09-07 16:51:00 UTC--2021-09-07 17:39:00 UTC;FALSE
55;3140;"CZ";2021-09-08 13:42:00 UTC--2021-09-08 14:40:00 UTC;FALSE
55;3143;"CZ";2021-09-10 11:56:00 UTC--2021-09-10 12:52:00 UTC;FALSE
55;3139;"CZ";2021-09-12 17:10:00 UTC--2021-09-12 18:01:00 UTC;FALSE
55;3141;"CZ";2021-09-14 18:36:00 UTC--2021-09-14 19:22:00 UTC;FALSE
56;3001;"CZ";2021-07-07 10:07:00 UTC--2021-07-07 11:29:00 UTC;FALSE
56;751;"CZ";2021-07-07 11:44:00 UTC--2021-07-07 12:45:00 UTC;FALSE
56;756;"CZ";2021-07-07 14:17:00 UTC--2021-07-07 15:32:00 UTC;FALSE
56;3002;"CZ";2021-07-08 14:58:00 UTC--2021-07-08 16:25:00 UTC;FALSE
56;753;"CZ";2021-07-08 19:17:00 UTC--2021-07-08 20:19:00 UTC;FALSE
56;755;"CZ";2021-07-08 21:37:00 UTC--2021-07-08 22:26:00 UTC;FALSE
56;2353;"CZ";2021-07-09 10:37:00 UTC--2021-07-09 11:42:00 UTC;FALSE
56;2357;"CZ";2021-07-10 17:12:00 UTC--2021-07-10 18:09:00 UTC;FALSE
56;3004;"CZ";2021-07-11 17:38:00 UTC--2021-07-11 18:35:00 UTC;FALSE
56;3006;"CZ";2021-07-11 19:30:00 UTC--2021-07-11 20:14:00 UTC;FALSE
56;2358;"CZ";2021-07-12 17:13:00 UTC--2021-07-12 18:13:00 UTC;FALSE
56;3005;"CZ";2021-07-13 11:05:00 UTC--2021-07-13 12:07:00 UTC;FALSE
56;2354;"CZ";2021-07-13 13:10:00 UTC--2021-07-13 14:18:00 UTC;FALSE
56;2355;"CZ";2021-07-13 15:25:00 UTC--2021-07-13 16:18:00 UTC;FALSE
56;2356;"CZ";2021-07-13 16:52:00 UTC--2021-07-13 18:02:00 UTC;FALSE
56;754;"CZ";2021-07-13 18:37:00 UTC--2021-07-13 19:37:00 UTC;FALSE
56;3315;"CZ";2021-07-25 14:17:00 UTC--2021-07-25 14:52:00 UTC;FALSE
56;3313;"CZ";2021-07-26 15:05:00 UTC--2021-07-26 16:17:00 UTC;FALSE
56;3316;"CZ";2021-07-26 17:27:00 UTC--2021-07-26 18:38:00 UTC;FALSE
56;3318;"CZ";2021-08-02 17:48:00 UTC--2021-08-02 18:25:00 UTC;FALSE
56;3013;"CZ";2021-08-05 16:06:00 UTC--2021-08-05 17:08:00 UTC;FALSE
56;3016;"CZ";2021-08-07 19:58:00 UTC--2021-08-07 20:45:00 UTC;FALSE
56;3018;"CZ";2021-08-08 13:47:00 UTC--2021-08-08 14:17:00 UTC;FALSE
56;3015;"CZ";2021-08-09 14:45:00 UTC--2021-08-09 15:50:00 UTC;FALSE
56;3017;"CZ";2021-08-11 13:40:00 UTC--2021-08-11 14:27:00 UTC;FALSE
57;1435;"CZ";2021-07-10 15:06:00 UTC--2021-07-10 16:09:00 UTC;FALSE
57;1436;"CZ";2021-07-10 17:22:00 UTC--2021-07-10 18:35:00 UTC;FALSE
57;1437;"CZ";2021-07-12 16:03:00 UTC--2021-07-12 16:59:00 UTC;FALSE
57;1680;"CZ";2021-07-22 18:47:00 UTC--2021-07-22 19:45:00 UTC;FALSE
57;1675;"CZ";2021-07-23 14:10:00 UTC--2021-07-23 15:30:00 UTC;FALSE
57;1676;"CZ";2021-07-23 16:52:00 UTC--2021-07-23 17:34:00 UTC;FALSE
57;1677;"CZ";2021-07-26 12:06:00 UTC--2021-07-26 12:44:00 UTC;FALSE
57;1678;"CZ";2021-07-26 14:46:00 UTC--2021-07-26 15:53:00 UTC;FALSE
58;3242;"CZ";2021-07-18 09:27:00 UTC--2021-07-18 10:24:00 UTC;FALSE
58;3244;"CZ";2021-07-18 12:23:00 UTC--2021-07-18 13:15:00 UTC;FALSE
58;3243;"CZ";2021-07-21 08:12:00 UTC--2021-07-21 09:21:00 UTC;FALSE
58;3245;"CZ";2021-07-22 19:32:00 UTC--2021-07-22 20:36:00 UTC;FALSE
58;1222;"CZ";2021-08-07 12:05:00 UTC--2021-08-07 12:57:00 UTC;FALSE
58;1220;"CZ";2021-08-10 19:55:00 UTC--2021-08-10 20:45:00 UTC;FALSE
58;1223;"CZ";2021-08-12 18:34:00 UTC--2021-08-12 19:30:00 UTC;FALSE
58;1224;"CZ";2021-08-13 15:32:00 UTC--2021-08-13 16:09:00 UTC;FALSE
59;2575;"CZ";2021-07-11 16:25:00 UTC--2021-07-11 17:12:00 UTC;FALSE
59;2577;"CZ";2021-07-11 18:16:00 UTC--2021-07-11 19:08:00 UTC;FALSE
59;2576;"CZ";2021-07-12 14:29:00 UTC--2021-07-12 15:17:00 UTC;FALSE
59;2579;"CZ";2021-07-12 16:40:00 UTC--2021-07-12 17:29:00 UTC;FALSE
59;2578;"CZ";2021-07-13 13:02:00 UTC--2021-07-13 14:02:00 UTC;FALSE
59;716;"CZ";2021-07-22 14:45:00 UTC--2021-07-22 15:59:00 UTC;FALSE
59;715;"CZ";2021-07-25 17:20:00 UTC--2021-07-25 18:25:00 UTC;FALSE
59;718;"CZ";2021-07-25 20:35:00 UTC--2021-07-25 21:11:00 UTC;FALSE
59;719;"CZ";2021-07-27 08:35:00 UTC--2021-07-27 09:45:00 UTC;FALSE
59;720;"CZ";2021-07-27 10:51:00 UTC--2021-07-27 11:27:00 UTC;FALSE
59;2194;"CZ";2021-08-05 13:21:00 UTC--2021-08-05 14:11:00 UTC;FALSE
59;2191;"CZ";2021-08-09 17:19:00 UTC--2021-08-09 18:30:00 UTC;FALSE
59;2195;"CZ";2021-08-13 18:44:00 UTC--2021-08-13 19:41:00 UTC;FALSE
60;1837;"CZ";2021-07-21 15:37:00 UTC--2021-07-21 16:47:00 UTC;FALSE
60;1841;"CZ";2021-07-27 10:32:00 UTC--2021-07-27 11:40:00 UTC;FALSE
60;1842;"CZ";2021-07-27 13:10:00 UTC--2021-07-27 14:00:00 UTC;FALSE
60;1840;"CZ";2021-07-30 14:53:00 UTC--2021-07-30 16:14:00 UTC;FALSE
60;1838;"CZ";2021-08-04 18:24:00 UTC--2021-08-04 19:14:00 UTC;FALSE
61;1174;"CZ";2021-07-29 10:07:00 UTC--2021-07-29 10:52:00 UTC;FALSE
61;1172;"CZ";2021-07-31 16:23:00 UTC--2021-07-31 17:03:00 UTC;FALSE
61;1171;"CZ";2021-08-01 17:28:00 UTC--2021-08-01 18:13:00 UTC;FALSE
61;1176;"CZ";2021-08-01 19:24:00 UTC--2021-08-01 19:57:00 UTC;FALSE
61;1050;"CZ";2021-08-04 15:02:00 UTC--2021-08-04 15:48:00 UTC;FALSE
61;1233;"CZ";2021-08-04 16:30:00 UTC--2021-08-04 17:56:00 UTC;FALSE
61;1236;"CZ";2021-08-04 18:15:00 UTC--2021-08-04 19:22:00 UTC;FALSE
61;1048;"CZ";2021-08-06 17:20:00 UTC--2021-08-06 18:17:00 UTC;FALSE
61;1046;"CZ";2021-08-07 10:59:00 UTC--2021-08-07 12:17:00 UTC;FALSE
61;1232;"CZ";2021-08-09 17:08:00 UTC--2021-08-09 18:23:00 UTC;FALSE
61;1234;"CZ";2021-08-10 18:06:00 UTC--2021-08-10 19:10:00 UTC;FALSE
61;1049;"CZ";2021-08-13 15:47:00 UTC--2021-08-13 16:56:00 UTC;FALSE
61;1235;"CZ";2021-08-13 17:08:00 UTC--2021-08-13 17:52:00 UTC;FALSE
61;1045;"CZ";2021-08-17 10:51:00 UTC--2021-08-17 11:55:00 UTC;FALSE
62;1671;"CZ";2021-07-08 19:53:00 UTC--2021-07-08 20:47:00 UTC;FALSE
62;1672;"CZ";2021-07-12 18:34:00 UTC--2021-07-12 19:14:00 UTC;FALSE
62;1670;"CZ";2021-07-13 18:47:00 UTC--2021-07-13 19:41:00 UTC;FALSE
62;1509;"CZ";2021-07-13 21:13:00 UTC--2021-07-13 21:56:00 UTC;FALSE
62;1507;"CZ";2021-07-14 16:37:00 UTC--2021-07-14 17:35:00 UTC;FALSE
62;1673;"CZ";2021-07-15 12:19:00 UTC--2021-07-15 13:15:00 UTC;FALSE
62;1510;"CZ";2021-07-19 17:14:00 UTC--2021-07-19 18:10:00 UTC;FALSE
62;1512;"CZ";2021-07-20 13:17:00 UTC--2021-07-20 14:11:00 UTC;FALSE
62;1669;"CZ";2021-07-21 09:06:00 UTC--2021-07-21 10:10:00 UTC;FALSE
62;1508;"CZ";2021-07-25 12:52:00 UTC--2021-07-25 13:48:00 UTC;FALSE
62;1053;"CZ";2021-07-29 12:25:00 UTC--2021-07-29 13:09:00 UTC;FALSE
62;1056;"CZ";2021-08-01 14:35:00 UTC--2021-08-01 15:13:00 UTC;FALSE
62;1055;"CZ";2021-08-02 19:43:00 UTC--2021-08-02 20:20:00 UTC;FALSE
63;400;"CZ";2021-07-13 18:49:00 UTC--2021-07-13 20:06:00 UTC;FALSE
63;402;"CZ";2021-07-14 15:48:00 UTC--2021-07-14 16:41:00 UTC;FALSE
63;1257;"CZ";2021-07-14 17:46:00 UTC--2021-07-14 18:41:00 UTC;FALSE
63;1255;"CZ";2021-07-15 18:51:00 UTC--2021-07-15 20:08:00 UTC;FALSE
63;1256;"CZ";2021-07-16 19:30:00 UTC--2021-07-16 20:15:00 UTC;FALSE
63;1260;"CZ";2021-07-17 13:43:00 UTC--2021-07-17 14:20:00 UTC;FALSE
63;401;"CZ";2021-07-20 17:05:00 UTC--2021-07-20 18:03:00 UTC;FALSE
63;399;"CZ";2021-07-23 12:01:00 UTC--2021-07-23 13:30:00 UTC;FALSE
63;3075;"CZ";2021-08-06 14:38:00 UTC--2021-08-06 15:32:00 UTC;FALSE
63;3077;"CZ";2021-08-07 20:52:00 UTC--2021-08-07 21:53:00 UTC;FALSE
63;3076;"CZ";2021-08-08 14:21:00 UTC--2021-08-08 14:57:00 UTC;FALSE
63;3073;"CZ";2021-08-09 19:22:00 UTC--2021-08-09 20:05:00 UTC;FALSE
63;3074;"CZ";2021-08-09 21:04:00 UTC--2021-08-09 21:59:00 UTC;FALSE
63;3078;"CZ";2021-08-10 16:44:00 UTC--2021-08-10 17:33:00 UTC;FALSE
64;3267;"CZ";2021-08-26 11:15:00 UTC--2021-08-26 12:09:00 UTC;FALSE
64;3265;"CZ";2021-08-28 15:39:00 UTC--2021-08-28 16:33:00 UTC;FALSE
64;3270;"CZ";2021-08-28 18:09:00 UTC--2021-08-28 19:10:00 UTC;FALSE
64;3268;"CZ";2021-08-29 11:35:00 UTC--2021-08-29 12:26:00 UTC;FALSE
64;3269;"CZ";2021-09-01 15:44:00 UTC--2021-09-01 16:27:00 UTC;FALSE
64;1689;"CZ";2021-09-13 17:43:00 UTC--2021-09-13 18:18:00 UTC;FALSE
64;1690;"CZ";2021-09-14 16:31:00 UTC--2021-09-14 17:10:00 UTC;FALSE
64;1687;"CZ";2021-09-15 09:44:00 UTC--2021-09-15 10:41:00 UTC;FALSE
64;1688;"CZ";2021-09-18 08:45:00 UTC--2021-09-18 09:37:00 UTC;FALSE
65;2080;"CZ";2021-07-08 18:16:00 UTC--2021-07-08 18:53:00 UTC;FALSE
65;2077;"CZ";2021-07-10 11:31:00 UTC--2021-07-10 12:38:00 UTC;FALSE
65;2079;"CZ";2021-07-10 13:32:00 UTC--2021-07-10 14:51:00 UTC;FALSE
65;2081;"CZ";2021-07-15 14:18:00 UTC--2021-07-15 15:04:00 UTC;FALSE
65;2082;"CZ";2021-07-23 17:07:00 UTC--2021-07-23 17:51:00 UTC;FALSE
65;1990;"CZ";2021-08-17 11:46:00 UTC--2021-08-17 12:33:00 UTC;FALSE
65;1988;"CZ";2021-08-27 17:37:00 UTC--2021-08-27 18:51:00 UTC;FALSE
66;2704;"CZ";2021-07-11 18:53:00 UTC--2021-07-11 19:43:00 UTC;FALSE
66;2702;"CZ";2021-07-12 15:13:00 UTC--2021-07-12 16:05:00 UTC;FALSE
66;2701;"CZ";2021-07-13 15:01:00 UTC--2021-07-13 15:45:00 UTC;FALSE
66;2705;"CZ";2021-07-14 15:14:00 UTC--2021-07-14 16:08:00 UTC;FALSE
66;212;"CZ";2021-07-29 15:58:00 UTC--2021-07-29 17:17:00 UTC;FALSE
66;215;"CZ";2021-07-29 17:32:00 UTC--2021-07-29 18:19:00 UTC;FALSE
66;211;"CZ";2021-07-31 16:54:00 UTC--2021-07-31 18:08:00 UTC;FALSE
66;3108;"CZ";2021-08-05 15:11:00 UTC--2021-08-05 15:49:00 UTC;FALSE
66;2549;"CZ";2021-08-06 14:58:00 UTC--2021-08-06 15:45:00 UTC;FALSE
66;2550;"CZ";2021-08-07 18:03:00 UTC--2021-08-07 18:42:00 UTC;FALSE
66;3107;"CZ";2021-08-10 20:29:00 UTC--2021-08-10 21:14:00 UTC;FALSE
66;2547;"CZ";2021-08-10 21:59:00 UTC--2021-08-10 22:55:00 UTC;FALSE
66;3105;"CZ";2021-08-11 16:30:00 UTC--2021-08-11 17:05:00 UTC;FALSE
66;2546;"CZ";2021-08-11 18:20:00 UTC--2021-08-11 19:12:00 UTC;FALSE
66;2545;"CZ";2021-08-17 20:53:00 UTC--2021-08-17 21:42:00 UTC;FALSE
67;2620;"CZ";2021-09-07 12:32:00 UTC--2021-09-07 13:42:00 UTC;FALSE
67;2622;"CZ";2021-09-11 10:31:00 UTC--2021-09-11 11:32:00 UTC;FALSE
67;2621;"CZ";2021-09-12 18:53:00 UTC--2021-09-12 19:51:00 UTC;FALSE
67;373;"CZ";2021-09-13 10:45:00 UTC--2021-09-13 11:34:00 UTC;FALSE
67;375;"CZ";2021-09-15 14:39:00 UTC--2021-09-15 16:13:00 UTC;FALSE
67;2618;"CZ";2021-09-16 18:42:00 UTC--2021-09-16 19:46:00 UTC;FALSE
67;374;"CZ";2021-09-17 13:20:00 UTC--2021-09-17 14:07:00 UTC;FALSE
67;376;"CZ";2021-09-17 15:28:00 UTC--2021-09-17 16:53:00 UTC;FALSE
68;474;"CZ";2021-07-08 11:53:00 UTC--2021-07-08 12:28:00 UTC;FALSE
68;471;"CZ";2021-07-09 17:00:00 UTC--2021-07-09 17:54:00 UTC;FALSE
68;469;"CZ";2021-07-11 17:52:00 UTC--2021-07-11 18:43:00 UTC;FALSE
68;472;"CZ";2021-07-13 18:04:00 UTC--2021-07-13 19:00:00 UTC;FALSE
68;470;"CZ";2021-07-23 14:01:00 UTC--2021-07-23 15:08:00 UTC;FALSE
68;31;"CZ";2021-07-25 17:15:00 UTC--2021-07-25 18:09:00 UTC;FALSE
68;35;"CZ";2021-07-25 19:12:00 UTC--2021-07-25 20:03:00 UTC;FALSE
68;36;"CZ";2021-07-27 13:11:00 UTC--2021-07-27 14:01:00 UTC;FALSE
69;607;"CZ";2021-07-10 10:07:00 UTC--2021-07-10 10:55:00 UTC;FALSE
69;609;"CZ";2021-07-11 14:23:00 UTC--2021-07-11 15:36:00 UTC;FALSE
69;610;"CZ";2021-07-11 17:24:00 UTC--2021-07-11 18:21:00 UTC;FALSE
69;611;"CZ";2021-07-11 20:04:00 UTC--2021-07-11 20:38:00 UTC;FALSE
69;2074;"CZ";2021-07-21 12:54:00 UTC--2021-07-21 13:51:00 UTC;FALSE
69;2071;"CZ";2021-07-23 13:03:00 UTC--2021-07-23 14:13:00 UTC;FALSE
69;2073;"CZ";2021-07-23 15:47:00 UTC--2021-07-23 16:51:00 UTC;FALSE
69;2072;"CZ";2021-07-25 15:42:00 UTC--2021-07-25 16:46:00 UTC;FALSE
69;2075;"CZ";2021-07-26 21:35:00 UTC--2021-07-26 22:33:00 UTC;FALSE
69;2076;"CZ";2021-07-27 17:51:00 UTC--2021-07-27 18:43:00 UTC;FALSE
70;794;"CZ";2021-07-21 16:38:00 UTC--2021-07-21 17:25:00 UTC;FALSE
70;797;"CZ";2021-07-21 18:11:00 UTC--2021-07-21 18:48:00 UTC;FALSE
70;795;"CZ";2021-07-22 18:27:00 UTC--2021-07-22 19:30:00 UTC;FALSE
70;2819;"CZ";2021-07-22 20:15:00 UTC--2021-07-22 21:17:00 UTC;FALSE
70;2709;"CZ";2021-07-24 10:19:00 UTC--2021-07-24 11:03:00 UTC;FALSE
70;2816;"CZ";2021-07-24 13:05:00 UTC--2021-07-24 14:02:00 UTC;FALSE
70;2707;"CZ";2021-07-25 09:44:00 UTC--2021-07-25 10:34:00 UTC;FALSE
70;2712;"CZ";2021-07-25 11:28:00 UTC--2021-07-25 12:29:00 UTC;FALSE
70;2711;"CZ";2021-07-26 16:52:00 UTC--2021-07-26 17:46:00 UTC;FALSE
70;2817;"CZ";2021-07-26 18:36:00 UTC--2021-07-26 19:11:00 UTC;FALSE
70;2815;"CZ";2021-07-28 11:07:00 UTC--2021-07-28 11:46:00 UTC;FALSE
70;798;"CZ";2021-07-29 16:37:00 UTC--2021-07-29 17:14:00 UTC;FALSE
70;2708;"CZ";2021-07-30 16:28:00 UTC--2021-07-30 17:21:00 UTC;FALSE
70;1930;"CZ";2021-07-30 20:01:00 UTC--2021-07-30 20:58:00 UTC;FALSE
70;1929;"CZ";2021-08-01 14:21:00 UTC--2021-08-01 15:30:00 UTC;FALSE
70;1932;"CZ";2021-08-01 16:45:00 UTC--2021-08-01 17:26:00 UTC;FALSE
70;1927;"CZ";2021-08-02 18:00:00 UTC--2021-08-02 18:43:00 UTC;FALSE
70;1931;"CZ";2021-08-02 19:43:00 UTC--2021-08-02 20:17:00 UTC;FALSE
71;2002;"CZ";2021-08-10 13:24:00 UTC--2021-08-10 14:22:00 UTC;FALSE
71;2003;"CZ";2021-08-10 15:59:00 UTC--2021-08-10 16:41:00 UTC;FALSE
71;2001;"CZ";2021-08-13 11:10:00 UTC--2021-08-13 11:40:00 UTC;FALSE
71;168;"CZ";2021-08-14 12:01:00 UTC--2021-08-14 12:50:00 UTC;FALSE
71;166;"CZ";2021-08-18 09:47:00 UTC--2021-08-18 10:22:00 UTC;FALSE
71;163;"CZ";2021-08-30 20:16:00 UTC--2021-08-30 21:15:00 UTC;FALSE
72;2634;"CZ";2021-07-11 17:20:00 UTC--2021-07-11 18:07:00 UTC;FALSE
72;2630;"CZ";2021-07-14 09:14:00 UTC--2021-07-14 10:22:00 UTC;FALSE
72;1157;"CZ";2021-07-16 10:55:00 UTC--2021-07-16 11:30:00 UTC;FALSE
72;1153;"CZ";2021-07-17 15:54:00 UTC--2021-07-17 17:02:00 UTC;FALSE
72;1155;"CZ";2021-07-17 17:48:00 UTC--2021-07-17 18:50:00 UTC;FALSE
72;1158;"CZ";2021-07-18 16:39:00 UTC--2021-07-18 17:44:00 UTC;FALSE
72;1156;"CZ";2021-07-28 10:05:00 UTC--2021-07-28 10:55:00 UTC;FALSE
73;1245;"CZ";2021-08-31 10:40:00 UTC--2021-08-31 11:18:00 UTC;FALSE
73;1243;"CZ";2021-09-02 17:00:00 UTC--2021-09-02 17:48:00 UTC;FALSE
73;1244;"CZ";2021-09-03 14:09:00 UTC--2021-09-03 14:58:00 UTC;FALSE
73;1247;"CZ";2021-09-04 11:01:00 UTC--2021-09-04 11:44:00 UTC;FALSE
73;1248;"CZ";2021-09-05 11:25:00 UTC--2021-09-05 12:22:00 UTC;FALSE
73;2932;"CZ";2021-09-14 15:01:00 UTC--2021-09-14 15:54:00 UTC;FALSE
73;2934;"CZ";2021-09-14 16:54:00 UTC--2021-09-14 17:50:00 UTC;FALSE
73;2931;"CZ";2021-09-17 12:50:00 UTC--2021-09-17 13:38:00 UTC;FALSE
73;2933;"CZ";2021-09-19 12:40:00 UTC--2021-09-19 13:40:00 UTC;FALSE
73;2930;"CZ";2021-09-20 17:55:00 UTC--2021-09-20 18:52:00 UTC;FALSE
74;3379;"CZ";2021-07-07 10:05:00 UTC--2021-07-07 11:06:00 UTC;FALSE
74;3381;"CZ";2021-07-08 10:28:00 UTC--2021-07-08 11:23:00 UTC;FALSE
74;3384;"CZ";2021-07-08 12:50:00 UTC--2021-07-08 13:43:00 UTC;FALSE
74;3383;"CZ";2021-07-09 19:24:00 UTC--2021-07-09 20:28:00 UTC;FALSE
74;2053;"CZ";2021-07-24 18:38:00 UTC--2021-07-24 19:32:00 UTC;FALSE
74;2056;"CZ";2021-07-26 20:15:00 UTC--2021-07-26 21:22:00 UTC;FALSE
74;2054;"CZ";2021-07-27 14:31:00 UTC--2021-07-27 15:27:00 UTC;FALSE
74;2055;"CZ";2021-08-04 16:38:00 UTC--2021-08-04 17:20:00 UTC;FALSE
75;454;"CZ";2021-07-10 14:57:00 UTC--2021-07-10 15:46:00 UTC;FALSE
75;453;"CZ";2021-07-11 16:32:00 UTC--2021-07-11 17:23:00 UTC;FALSE
75;451;"CZ";2021-07-13 11:25:00 UTC--2021-07-13 12:33:00 UTC;FALSE
75;452;"CZ";2021-07-13 12:53:00 UTC--2021-07-13 13:44:00 UTC;FALSE
75;338;"CZ";2021-08-12 15:32:00 UTC--2021-08-12 16:41:00 UTC;FALSE
75;342;"CZ";2021-08-15 15:43:00 UTC--2021-08-15 16:45:00 UTC;FALSE
75;340;"CZ";2021-08-16 11:57:00 UTC--2021-08-16 12:32:00 UTC;FALSE
75;341;"CZ";2021-08-16 13:34:00 UTC--2021-08-16 14:39:00 UTC;FALSE
75;339;"CZ";2021-08-20 18:26:00 UTC--2021-08-20 19:13:00 UTC;FALSE
76;2232;"CZ";2021-07-09 19:39:00 UTC--2021-07-09 20:19:00 UTC;FALSE
76;2227;"CZ";2021-07-10 12:08:00 UTC--2021-07-10 13:05:00 UTC;FALSE
76;2230;"CZ";2021-07-11 11:42:00 UTC--2021-07-11 12:33:00 UTC;FALSE
76;421;"CZ";2021-07-11 14:13:00 UTC--2021-07-11 15:13:00 UTC;FALSE
76;424;"CZ";2021-07-11 16:28:00 UTC--2021-07-11 17:12:00 UTC;FALSE
76;2229;"CZ";2021-07-12 16:33:00 UTC--2021-07-12 17:25:00 UTC;FALSE
76;426;"CZ";2021-07-13 17:26:00 UTC--2021-07-13 18:11:00 UTC;FALSE
76;425;"CZ";2021-07-23 09:20:00 UTC--2021-07-23 10:07:00 UTC;FALSE
76;2982;"CZ";2021-08-07 11:58:00 UTC--2021-08-07 12:57:00 UTC;FALSE
76;2979;"CZ";2021-08-08 16:56:00 UTC--2021-08-08 18:09:00 UTC;FALSE
76;2980;"CZ";2021-08-08 18:24:00 UTC--2021-08-08 19:16:00 UTC;FALSE
76;2978;"CZ";2021-08-09 16:30:00 UTC--2021-08-09 17:29:00 UTC;FALSE
77;2269;"CZ";2021-08-04 11:03:00 UTC--2021-08-04 12:01:00 UTC;FALSE
77;2274;"CZ";2021-08-04 14:22:00 UTC--2021-08-04 15:07:00 UTC;FALSE
77;330;"CZ";2021-08-04 20:33:00 UTC--2021-08-04 21:50:00 UTC;FALSE
77;2271;"CZ";2021-08-09 09:30:00 UTC--2021-08-09 10:22:00 UTC;FALSE
77;2272;"CZ";2021-08-09 12:08:00 UTC--2021-08-09 12:50:00 UTC;FALSE
77;326;"CZ";2021-08-09 14:29:00 UTC--2021-08-09 15:26:00 UTC;FALSE
77;329;"CZ";2021-08-09 16:23:00 UTC--2021-08-09 17:39:00 UTC;FALSE
77;2925;"CZ";2021-08-09 18:47:00 UTC--2021-08-09 19:44:00 UTC;FALSE
77;2928;"CZ";2021-08-09 21:05:00 UTC--2021-08-09 21:51:00 UTC;FALSE
77;2924;"CZ";2021-08-10 16:10:00 UTC--2021-08-10 17:05:00 UTC;FALSE
77;2926;"CZ";2021-08-10 18:49:00 UTC--2021-08-10 19:46:00 UTC;FALSE
77;2923;"CZ";2021-08-11 17:40:00 UTC--2021-08-11 18:40:00 UTC;FALSE
78;2040;"CZ";2021-08-25 16:22:00 UTC--2021-08-25 17:29:00 UTC;FALSE
78;2036;"CZ";2021-08-26 11:33:00 UTC--2021-08-26 12:21:00 UTC;FALSE
78;2038;"CZ";2021-08-27 17:26:00 UTC--2021-08-27 18:00:00 UTC;FALSE
78;2035;"CZ";2021-08-31 15:17:00 UTC--2021-08-31 15:49:00 UTC;FALSE
79;1524;"CZ";2021-07-07 11:41:00 UTC--2021-07-07 12:57:00 UTC;FALSE
79;1519;"CZ";2021-07-08 15:04:00 UTC--2021-07-08 15:53:00 UTC;FALSE
79;1523;"CZ";2021-07-08 19:01:00 UTC--2021-07-08 20:14:00 UTC;FALSE
79;18;"CZ";2021-07-08 21:15:00 UTC--2021-07-08 22:02:00 UTC;FALSE
79;1521;"CZ";2021-07-09 16:41:00 UTC--2021-07-09 17:19:00 UTC;FALSE
79;15;"CZ";2021-07-11 16:02:00 UTC--2021-07-11 17:03:00 UTC;FALSE
79;14;"CZ";2021-07-12 09:00:00 UTC--2021-07-12 09:44:00 UTC;FALSE
79;16;"CZ";2021-07-13 15:06:00 UTC--2021-07-13 15:57:00 UTC;FALSE
79;1798;"CZ";2021-07-14 16:42:00 UTC--2021-07-14 17:37:00 UTC;FALSE
79;1799;"CZ";2021-07-14 19:13:00 UTC--2021-07-14 20:14:00 UTC;FALSE
79;1797;"CZ";2021-07-17 19:01:00 UTC--2021-07-17 19:55:00 UTC;FALSE
79;1795;"CZ";2021-07-24 17:30:00 UTC--2021-07-24 18:19:00 UTC;FALSE
