"intnum";"idno";"cntry";"interval";"overlap"
27;1129;"CZ";2021-07-24 16:56:00 UTC--2021-07-24 17:49:00 UTC;FALSE
27;1132;"CZ";2021-07-24 19:17:00 UTC--2021-07-24 20:10:00 UTC;FALSE
27;2126;"CZ";2021-07-25 18:41:00 UTC--2021-07-25 19:47:00 UTC;FALSE
27;1130;"CZ";2021-07-26 12:52:00 UTC--2021-07-26 13:47:00 UTC;FALSE
27;1131;"CZ";2021-07-26 15:14:00 UTC--2021-07-26 16:16:00 UTC;FALSE
27;2130;"CZ";2021-07-27 19:04:00 UTC--2021-07-27 19:54:00 UTC;FALSE
28;1275;"CZ";2021-07-16 17:30:00 UTC--2021-07-16 18:05:00 UTC;FALSE
28;1274;"CZ";2021-07-19 18:14:00 UTC--2021-07-19 19:06:00 UTC;FALSE
28;1276;"CZ";2021-07-19 19:53:00 UTC--2021-07-19 20:56:00 UTC;FALSE
28;1278;"CZ";2021-07-20 12:11:00 UTC--2021-07-20 13:08:00 UTC;FALSE
28;1277;"CZ";2021-07-22 14:09:00 UTC--2021-07-22 15:10:00 UTC;FALSE
28;3043;"CZ";2021-08-16 18:53:00 UTC--2021-08-16 19:50:00 UTC;FALSE
28;3048;"CZ";2021-08-16 21:33:00 UTC--2021-08-16 22:18:00 UTC;FALSE
28;3046;"CZ";2021-08-18 18:52:00 UTC--2021-08-18 19:40:00 UTC;FALSE
28;3044;"CZ";2021-08-23 17:03:00 UTC--2021-08-23 18:03:00 UTC;FALSE
28;3047;"CZ";2021-08-24 17:59:00 UTC--2021-08-24 19:03:00 UTC;FALSE
29;2824;"CZ";2021-07-23 14:54:00 UTC--2021-07-23 15:53:00 UTC;FALSE
29;2825;"CZ";2021-07-25 17:13:00 UTC--2021-07-25 18:08:00 UTC;FALSE
29;2823;"CZ";2021-07-26 17:41:00 UTC--2021-07-26 18:51:00 UTC;FALSE
29;2821;"CZ";2021-07-27 11:49:00 UTC--2021-07-27 12:41:00 UTC;FALSE
29;2826;"CZ";2021-07-30 15:57:00 UTC--2021-07-30 16:49:00 UTC;FALSE
29;3352;"CZ";2021-08-14 18:37:00 UTC--2021-08-14 19:51:00 UTC;FALSE
29;3354;"CZ";2021-08-14 20:36:00 UTC--2021-08-14 21:49:00 UTC;FALSE
29;3349;"CZ";2021-08-16 10:51:00 UTC--2021-08-16 12:13:00 UTC;FALSE
29;3353;"CZ";2021-08-19 15:02:00 UTC--2021-08-19 16:24:00 UTC;FALSE
29;3350;"CZ";2021-08-20 12:45:00 UTC--2021-08-20 13:59:00 UTC;FALSE
30;940;"CZ";2021-07-08 12:37:00 UTC--2021-07-08 13:07:00 UTC;FALSE
30;939;"CZ";2021-07-10 17:08:00 UTC--2021-07-10 17:38:00 UTC;FALSE
30;942;"CZ";2021-07-10 19:05:00 UTC--2021-07-10 20:02:00 UTC;FALSE
30;938;"CZ";2021-07-15 15:35:00 UTC--2021-07-15 16:23:00 UTC;FALSE
30;941;"CZ";2021-07-15 17:45:00 UTC--2021-07-15 18:27:00 UTC;FALSE
30;3331;"CZ";2021-08-05 15:16:00 UTC--2021-08-05 16:08:00 UTC;FALSE
30;3332;"CZ";2021-08-05 17:43:00 UTC--2021-08-05 18:30:00 UTC;FALSE
30;2495;"CZ";2021-08-08 16:36:00 UTC--2021-08-08 17:31:00 UTC;FALSE
30;2492;"CZ";2021-08-09 12:11:00 UTC--2021-08-09 13:03:00 UTC;FALSE
30;3335;"CZ";2021-08-09 15:15:00 UTC--2021-08-09 16:04:00 UTC;FALSE
30;3336;"CZ";2021-08-09 17:39:00 UTC--2021-08-09 18:32:00 UTC;FALSE
30;2496;"CZ";2021-08-10 17:23:00 UTC--2021-08-10 18:10:00 UTC;FALSE
30;3333;"CZ";2021-08-10 18:57:00 UTC--2021-08-10 19:56:00 UTC;FALSE
30;2491;"CZ";2021-08-11 17:37:00 UTC--2021-08-11 18:55:00 UTC;FALSE
30;2494;"CZ";2021-08-14 18:51:00 UTC--2021-08-14 19:48:00 UTC;FALSE
31;1996;"CZ";2021-07-08 18:54:00 UTC--2021-07-08 19:42:00 UTC;FALSE
31;1997;"CZ";2021-07-10 18:48:00 UTC--2021-07-10 19:36:00 UTC;FALSE
31;1993;"CZ";2021-07-11 12:02:00 UTC--2021-07-11 12:39:00 UTC;FALSE
31;1995;"CZ";2021-07-11 13:29:00 UTC--2021-07-11 14:13:00 UTC;FALSE
31;1994;"CZ";2021-07-13 10:54:00 UTC--2021-07-13 11:34:00 UTC;FALSE
31;1718;"CZ";2021-07-21 17:38:00 UTC--2021-07-21 18:21:00 UTC;FALSE
31;1717;"CZ";2021-07-27 17:14:00 UTC--2021-07-27 17:56:00 UTC;FALSE
31;1722;"CZ";2021-07-27 19:42:00 UTC--2021-07-27 20:32:00 UTC;FALSE
31;1720;"CZ";2021-07-29 15:44:00 UTC--2021-07-29 16:25:00 UTC;FALSE
31;1721;"CZ";2021-07-31 16:39:00 UTC--2021-07-31 17:25:00 UTC;FALSE
32;2584;"CZ";2021-07-08 17:52:00 UTC--2021-07-08 19:09:00 UTC;FALSE
32;1343;"CZ";2021-07-09 18:08:00 UTC--2021-07-09 18:44:00 UTC;FALSE
32;1342;"CZ";2021-07-10 18:38:00 UTC--2021-07-10 19:17:00 UTC;FALSE
32;2581;"CZ";2021-07-11 14:14:00 UTC--2021-07-11 14:57:00 UTC;FALSE
32;2585;"CZ";2021-07-11 16:32:00 UTC--2021-07-11 17:05:00 UTC;FALSE
32;2586;"CZ";2021-07-12 18:59:00 UTC--2021-07-12 19:43:00 UTC;FALSE
32;1339;"CZ";2021-07-13 18:16:00 UTC--2021-07-13 19:11:00 UTC;FALSE
32;1341;"CZ";2021-07-15 20:05:00 UTC--2021-07-15 21:12:00 UTC;FALSE
32;2583;"CZ";2021-07-19 09:05:00 UTC--2021-07-19 10:32:00 UTC;FALSE
32;244;"CZ";2021-07-29 17:28:00 UTC--2021-07-29 18:24:00 UTC;FALSE
32;245;"CZ";2021-07-30 16:33:00 UTC--2021-07-30 17:26:00 UTC;FALSE
32;246;"CZ";2021-08-01 18:22:00 UTC--2021-08-01 19:29:00 UTC;FALSE
32;241;"CZ";2021-08-04 15:18:00 UTC--2021-08-04 16:01:00 UTC;FALSE
32;242;"CZ";2021-08-13 17:11:00 UTC--2021-08-13 17:50:00 UTC;FALSE
33;1298;"CZ";2021-07-14 17:42:00 UTC--2021-07-14 18:35:00 UTC;FALSE
33;1300;"CZ";2021-07-14 20:21:00 UTC--2021-07-14 21:05:00 UTC;FALSE
33;1301;"CZ";2021-07-17 17:59:00 UTC--2021-07-17 19:06:00 UTC;FALSE
33;1297;"CZ";2021-07-18 18:08:00 UTC--2021-07-18 18:56:00 UTC;FALSE
33;1299;"CZ";2021-07-18 19:47:00 UTC--2021-07-18 20:40:00 UTC;FALSE
33;2221;"CZ";2021-07-22 15:21:00 UTC--2021-07-22 15:55:00 UTC;FALSE
33;2223;"CZ";2021-07-26 16:36:00 UTC--2021-07-26 17:10:00 UTC;FALSE
33;2226;"CZ";2021-07-29 16:31:00 UTC--2021-07-29 17:09:00 UTC;FALSE
33;2222;"CZ";2021-07-30 10:45:00 UTC--2021-07-30 11:17:00 UTC;FALSE
33;2225;"CZ";2021-07-30 12:28:00 UTC--2021-07-30 13:04:00 UTC;FALSE
33;973;"CZ";2021-08-07 17:41:00 UTC--2021-08-07 18:17:00 UTC;FALSE
33;976;"CZ";2021-08-09 15:06:00 UTC--2021-08-09 15:48:00 UTC;FALSE
33;978;"CZ";2021-08-09 18:55:00 UTC--2021-08-09 19:56:00 UTC;FALSE
33;977;"CZ";2021-08-12 10:56:00 UTC--2021-08-12 11:34:00 UTC;FALSE
33;975;"CZ";2021-08-14 17:33:00 UTC--2021-08-14 18:12:00 UTC;FALSE
34;2340;"CZ";2021-07-22 13:44:00 UTC--2021-07-22 14:30:00 UTC;FALSE
34;523;"CZ";2021-07-24 16:21:00 UTC--2021-07-24 17:00:00 UTC;FALSE
34;525;"CZ";2021-07-24 19:00:00 UTC--2021-07-24 19:45:00 UTC;FALSE
34;2335;"CZ";2021-07-25 16:56:00 UTC--2021-07-25 17:42:00 UTC;FALSE
34;2338;"CZ";2021-07-25 18:46:00 UTC--2021-07-25 19:49:00 UTC;FALSE
34;2336;"CZ";2021-07-26 14:25:00 UTC--2021-07-26 15:11:00 UTC;FALSE
34;2337;"CZ";2021-07-26 17:32:00 UTC--2021-07-26 18:50:00 UTC;FALSE
34;2339;"CZ";2021-07-27 12:09:00 UTC--2021-07-27 13:10:00 UTC;FALSE
34;524;"CZ";2021-07-27 13:48:00 UTC--2021-07-27 14:46:00 UTC;FALSE
34;528;"CZ";2021-07-28 16:41:00 UTC--2021-07-28 17:26:00 UTC;FALSE
34;572;"CZ";2021-07-29 17:12:00 UTC--2021-07-29 18:06:00 UTC;FALSE
34;527;"CZ";2021-07-29 19:18:00 UTC--2021-07-29 20:10:00 UTC;FALSE
34;575;"CZ";2021-08-08 10:10:00 UTC--2021-08-08 11:17:00 UTC;FALSE
35;2041;"CZ";2021-08-17 17:15:00 UTC--2021-08-17 18:04:00 UTC;FALSE
35;2045;"CZ";2021-08-18 16:22:00 UTC--2021-08-18 17:13:00 UTC;FALSE
35;2046;"CZ";2021-08-22 18:51:00 UTC--2021-08-22 19:34:00 UTC;FALSE
35;1817;"CZ";2021-08-24 17:18:00 UTC--2021-08-24 18:08:00 UTC;FALSE
35;1813;"CZ";2021-08-27 11:50:00 UTC--2021-08-27 13:02:00 UTC;FALSE
35;1814;"CZ";2021-08-28 10:24:00 UTC--2021-08-28 10:56:00 UTC;FALSE
35;1816;"CZ";2021-08-28 12:18:00 UTC--2021-08-28 13:19:00 UTC;FALSE
35;1815;"CZ";2021-09-03 15:41:00 UTC--2021-09-03 16:36:00 UTC;FALSE
36;602;"CZ";2021-07-21 14:35:00 UTC--2021-07-21 15:37:00 UTC;FALSE
36;2551;"CZ";2021-07-22 12:40:00 UTC--2021-07-22 13:39:00 UTC;FALSE
36;2555;"CZ";2021-07-22 15:04:00 UTC--2021-07-22 16:01:00 UTC;FALSE
36;2553;"CZ";2021-07-23 21:00:00 UTC--2021-07-23 21:49:00 UTC;FALSE
36;603;"CZ";2021-07-24 18:14:00 UTC--2021-07-24 19:00:00 UTC;FALSE
36;604;"CZ";2021-07-27 15:49:00 UTC--2021-07-27 16:30:00 UTC;FALSE
36;2552;"CZ";2021-07-27 18:35:00 UTC--2021-07-27 19:16:00 UTC;FALSE
36;601;"CZ";2021-08-02 17:07:00 UTC--2021-08-02 18:08:00 UTC;FALSE
36;183;"CZ";2021-08-04 17:49:00 UTC--2021-08-04 18:49:00 UTC;FALSE
36;595;"CZ";2021-08-04 20:37:00 UTC--2021-08-04 21:35:00 UTC;FALSE
36;596;"CZ";2021-08-06 22:00:00 UTC--2021-08-06 22:39:00 UTC;FALSE
36;186;"CZ";2021-08-07 16:13:00 UTC--2021-08-07 16:55:00 UTC;FALSE
36;599;"CZ";2021-08-07 18:32:00 UTC--2021-08-07 19:33:00 UTC;FALSE
36;597;"CZ";2021-08-08 21:55:00 UTC--2021-08-08 23:02:00 UTC;FALSE
36;600;"CZ";2021-08-09 21:49:00 UTC--2021-08-09 22:30:00 UTC;FALSE
36;182;"CZ";2021-08-12 20:47:00 UTC--2021-08-12 21:52:00 UTC;FALSE
36;184;"CZ";2021-08-14 12:03:00 UTC--2021-08-14 12:35:00 UTC;FALSE
37;2879;"CZ";2021-08-24 17:58:00 UTC--2021-08-24 18:47:00 UTC;FALSE
37;2878;"CZ";2021-08-27 11:04:00 UTC--2021-08-27 12:32:00 UTC;FALSE
37;2875;"CZ";2021-08-28 07:35:00 UTC--2021-08-28 08:57:00 UTC;FALSE
37;2880;"CZ";2021-09-03 15:55:00 UTC--2021-09-03 16:51:00 UTC;FALSE
38;145;"CZ";2021-07-21 10:42:00 UTC--2021-07-21 11:35:00 UTC;FALSE
38;149;"CZ";2021-07-21 13:02:00 UTC--2021-07-21 13:57:00 UTC;FALSE
38;147;"CZ";2021-07-27 19:35:00 UTC--2021-07-27 20:24:00 UTC;FALSE
38;146;"CZ";2021-07-28 12:19:00 UTC--2021-07-28 13:37:00 UTC;FALSE
38;150;"CZ";2021-07-30 20:38:00 UTC--2021-07-30 21:46:00 UTC;FALSE
38;148;"CZ";2021-07-31 10:34:00 UTC--2021-07-31 11:34:00 UTC;FALSE
38;878;"CZ";2021-08-16 12:07:00 UTC--2021-08-16 13:33:00 UTC;FALSE
38;879;"CZ";2021-08-16 13:53:00 UTC--2021-08-16 14:28:00 UTC;FALSE
38;877;"CZ";2021-08-17 18:09:00 UTC--2021-08-17 19:07:00 UTC;FALSE
38;881;"CZ";2021-08-20 14:16:00 UTC--2021-08-20 14:53:00 UTC;FALSE
38;880;"CZ";2021-08-26 15:51:00 UTC--2021-08-26 17:05:00 UTC;FALSE
39;1752;"CZ";2021-08-17 17:04:00 UTC--2021-08-17 17:57:00 UTC;FALSE
39;1747;"CZ";2021-08-22 15:01:00 UTC--2021-08-22 15:53:00 UTC;FALSE
39;1749;"CZ";2021-08-22 17:21:00 UTC--2021-08-22 18:11:00 UTC;FALSE
39;1750;"CZ";2021-08-23 19:06:00 UTC--2021-08-23 20:03:00 UTC;FALSE
40;2943;"CZ";2021-07-09 18:04:00 UTC--2021-07-09 19:04:00 UTC;FALSE
40;2944;"CZ";2021-07-10 14:07:00 UTC--2021-07-10 15:01:00 UTC;FALSE
40;2942;"CZ";2021-07-13 19:24:00 UTC--2021-07-13 20:26:00 UTC;FALSE
40;2945;"CZ";2021-07-13 21:52:00 UTC--2021-07-13 22:52:00 UTC;FALSE
40;3393;"CZ";2021-08-15 13:52:00 UTC--2021-08-15 14:51:00 UTC;FALSE
40;3394;"CZ";2021-08-15 15:28:00 UTC--2021-08-15 16:08:00 UTC;FALSE
40;3395;"CZ";2021-08-15 17:35:00 UTC--2021-08-15 18:24:00 UTC;FALSE
40;3396;"CZ";2021-08-19 15:03:00 UTC--2021-08-19 15:59:00 UTC;FALSE
40;3392;"CZ";2021-08-20 11:51:00 UTC--2021-08-20 12:49:00 UTC;FALSE
41;3118;"CZ";2021-07-13 11:35:00 UTC--2021-07-13 12:32:00 UTC;FALSE
41;3115;"CZ";2021-07-16 16:12:00 UTC--2021-07-16 17:05:00 UTC;FALSE
41;3120;"CZ";2021-07-17 13:22:00 UTC--2021-07-17 14:17:00 UTC;FALSE
41;3117;"CZ";2021-07-18 18:41:00 UTC--2021-07-18 19:34:00 UTC;FALSE
41;388;"CZ";2021-07-23 16:52:00 UTC--2021-07-23 17:50:00 UTC;FALSE
41;385;"CZ";2021-07-24 17:06:00 UTC--2021-07-24 18:00:00 UTC;FALSE
41;390;"CZ";2021-07-25 13:33:00 UTC--2021-07-25 14:27:00 UTC;FALSE
41;3119;"CZ";2021-07-26 13:56:00 UTC--2021-07-26 14:51:00 UTC;FALSE
41;386;"CZ";2021-07-27 12:27:00 UTC--2021-07-27 13:41:00 UTC;FALSE
41;2948;"CZ";2021-08-04 11:16:00 UTC--2021-08-04 12:30:00 UTC;FALSE
41;2947;"CZ";2021-08-05 13:39:00 UTC--2021-08-05 14:23:00 UTC;FALSE
41;2951;"CZ";2021-08-05 15:52:00 UTC--2021-08-05 16:41:00 UTC;FALSE
41;2952;"CZ";2021-08-05 17:25:00 UTC--2021-08-05 18:14:00 UTC;FALSE
41;2950;"CZ";2021-08-12 17:49:00 UTC--2021-08-12 18:39:00 UTC;FALSE
42;1190;"CZ";2021-07-10 09:21:00 UTC--2021-07-10 10:43:00 UTC;FALSE
42;1194;"CZ";2021-07-11 19:23:00 UTC--2021-07-11 20:38:00 UTC;FALSE
42;1193;"CZ";2021-07-13 14:56:00 UTC--2021-07-13 16:25:00 UTC;FALSE
42;2858;"CZ";2021-08-08 15:37:00 UTC--2021-08-08 16:33:00 UTC;FALSE
42;2859;"CZ";2021-08-10 12:23:00 UTC--2021-08-10 13:14:00 UTC;FALSE
42;2861;"CZ";2021-08-10 14:28:00 UTC--2021-08-10 15:16:00 UTC;FALSE
42;2857;"CZ";2021-08-18 17:35:00 UTC--2021-08-18 18:32:00 UTC;FALSE
43;2998;"CZ";2021-08-08 16:13:00 UTC--2021-08-08 17:10:00 UTC;FALSE
43;2996;"CZ";2021-08-09 09:15:00 UTC--2021-08-09 09:55:00 UTC;FALSE
43;2999;"CZ";2021-08-10 19:18:00 UTC--2021-08-10 20:12:00 UTC;FALSE
43;1478;"CZ";2021-08-28 11:53:00 UTC--2021-08-28 12:40:00 UTC;FALSE
43;1479;"CZ";2021-08-28 14:01:00 UTC--2021-08-28 14:53:00 UTC;FALSE
43;1604;"CZ";2021-08-29 11:45:00 UTC--2021-08-29 12:32:00 UTC;FALSE
43;1603;"CZ";2021-08-31 10:33:00 UTC--2021-08-31 11:28:00 UTC;FALSE
43;1607;"CZ";2021-08-31 13:05:00 UTC--2021-08-31 13:39:00 UTC;FALSE
43;1477;"CZ";2021-09-01 17:55:00 UTC--2021-09-01 18:46:00 UTC;FALSE
43;1481;"CZ";2021-09-02 21:40:00 UTC--2021-09-02 22:31:00 UTC;FALSE
43;1480;"CZ";2021-09-03 16:10:00 UTC--2021-09-03 17:04:00 UTC;FALSE
43;313;"CZ";2021-09-04 20:09:00 UTC--2021-09-04 21:03:00 UTC;FALSE
43;314;"CZ";2021-09-07 12:51:00 UTC--2021-09-07 13:39:00 UTC;FALSE
43;317;"CZ";2021-09-07 17:06:00 UTC--2021-09-07 18:06:00 UTC;FALSE
43;316;"CZ";2021-09-11 14:22:00 UTC--2021-09-11 15:09:00 UTC;FALSE
43;315;"CZ";2021-09-15 11:56:00 UTC--2021-09-15 12:51:00 UTC;FALSE
44;3288;"CZ";2021-08-16 20:12:00 UTC--2021-08-16 21:01:00 UTC;FALSE
44;3286;"CZ";2021-08-18 10:28:00 UTC--2021-08-18 11:11:00 UTC;FALSE
44;3284;"CZ";2021-08-19 10:26:00 UTC--2021-08-19 11:18:00 UTC;FALSE
44;3285;"CZ";2021-08-19 12:18:00 UTC--2021-08-19 13:21:00 UTC;FALSE
44;3283;"CZ";2021-08-22 18:59:00 UTC--2021-08-22 19:58:00 UTC;FALSE
44;2470;"CZ";2021-08-30 16:50:00 UTC--2021-08-30 17:44:00 UTC;FALSE
44;2468;"CZ";2021-08-31 17:25:00 UTC--2021-08-31 18:26:00 UTC;FALSE
44;2472;"CZ";2021-09-01 18:35:00 UTC--2021-09-01 19:08:00 UTC;FALSE
44;2467;"CZ";2021-09-02 13:55:00 UTC--2021-09-02 14:58:00 UTC;FALSE
44;2471;"CZ";2021-09-02 17:15:00 UTC--2021-09-02 18:02:00 UTC;FALSE
44;2469;"CZ";2021-09-05 18:53:00 UTC--2021-09-05 19:55:00 UTC;FALSE
45;620;"CZ";2021-09-13 14:16:00 UTC--2021-09-13 15:26:00 UTC;FALSE
45;623;"CZ";2021-09-14 11:08:00 UTC--2021-09-14 11:54:00 UTC;FALSE
45;362;"CZ";2021-09-14 13:25:00 UTC--2021-09-14 14:07:00 UTC;FALSE
45;621;"CZ";2021-09-15 11:27:00 UTC--2021-09-15 12:03:00 UTC;FALSE
45;624;"CZ";2021-09-15 14:10:00 UTC--2021-09-15 15:41:00 UTC;FALSE
45;361;"CZ";2021-09-16 07:05:00 UTC--2021-09-16 07:42:00 UTC;FALSE
45;363;"CZ";2021-09-16 09:09:00 UTC--2021-09-16 10:15:00 UTC;FALSE
45;366;"CZ";2021-09-24 08:35:00 UTC--2021-09-24 09:14:00 UTC;FALSE
46;2897;"CZ";2021-07-08 17:42:00 UTC--2021-07-08 18:34:00 UTC;FALSE
46;2896;"CZ";2021-07-10 14:18:00 UTC--2021-07-10 14:53:00 UTC;FALSE
46;2895;"CZ";2021-07-13 11:59:00 UTC--2021-07-13 12:52:00 UTC;FALSE
46;2894;"CZ";2021-07-16 17:42:00 UTC--2021-07-16 18:24:00 UTC;FALSE
46;79;"CZ";2021-08-04 16:22:00 UTC--2021-08-04 17:40:00 UTC;FALSE
46;1550;"CZ";2021-08-05 12:58:00 UTC--2021-08-05 13:55:00 UTC;FALSE
46;542;"CZ";2021-08-05 16:21:00 UTC--2021-08-05 17:09:00 UTC;FALSE
46;1551;"CZ";2021-08-06 14:49:00 UTC--2021-08-06 15:37:00 UTC;FALSE
46;83;"CZ";2021-08-06 18:17:00 UTC--2021-08-06 18:56:00 UTC;FALSE
46;2174;"CZ";2021-08-07 13:51:00 UTC--2021-08-07 14:36:00 UTC;FALSE
46;543;"CZ";2021-08-07 18:39:00 UTC--2021-08-07 19:20:00 UTC;FALSE
46;545;"CZ";2021-08-07 21:04:00 UTC--2021-08-07 21:42:00 UTC;FALSE
46;1553;"CZ";2021-08-09 12:51:00 UTC--2021-08-09 13:41:00 UTC;FALSE
46;2173;"CZ";2021-08-09 15:27:00 UTC--2021-08-09 16:57:00 UTC;FALSE
46;2177;"CZ";2021-08-09 17:07:00 UTC--2021-08-09 18:12:00 UTC;FALSE
46;2178;"CZ";2021-08-09 18:56:00 UTC--2021-08-09 20:23:00 UTC;FALSE
46;81;"CZ";2021-08-10 15:50:00 UTC--2021-08-10 16:54:00 UTC;FALSE
46;2176;"CZ";2021-08-14 17:55:00 UTC--2021-08-14 18:48:00 UTC;FALSE
46;1552;"CZ";2021-08-19 10:22:00 UTC--2021-08-19 11:23:00 UTC;FALSE
47;2729;"CZ";2021-08-14 16:02:00 UTC--2021-08-14 16:45:00 UTC;FALSE
47;2730;"CZ";2021-08-14 18:37:00 UTC--2021-08-14 19:24:00 UTC;FALSE
47;2364;"CZ";2021-08-18 16:39:00 UTC--2021-08-18 17:40:00 UTC;FALSE
47;2728;"CZ";2021-08-18 20:47:00 UTC--2021-08-18 21:44:00 UTC;FALSE
47;2359;"CZ";2021-08-19 13:49:00 UTC--2021-08-19 14:54:00 UTC;FALSE
47;2360;"CZ";2021-08-19 15:44:00 UTC--2021-08-19 16:41:00 UTC;FALSE
47;2725;"CZ";2021-08-19 18:17:00 UTC--2021-08-19 19:26:00 UTC;FALSE
47;2727;"CZ";2021-08-19 20:18:00 UTC--2021-08-19 21:14:00 UTC;FALSE
47;2362;"CZ";2021-08-20 18:56:00 UTC--2021-08-20 19:35:00 UTC;FALSE
48;1309;"CZ";2021-07-13 15:48:00 UTC--2021-07-13 16:50:00 UTC;FALSE
48;1312;"CZ";2021-07-18 17:53:00 UTC--2021-07-18 18:49:00 UTC;FALSE
48;1313;"CZ";2021-07-18 19:23:00 UTC--2021-07-18 20:30:00 UTC;FALSE
48;1314;"CZ";2021-07-19 19:01:00 UTC--2021-07-19 19:56:00 UTC;FALSE
48;1311;"CZ";2021-07-20 20:43:00 UTC--2021-07-20 21:25:00 UTC;FALSE
48;2504;"CZ";2021-07-21 12:09:00 UTC--2021-07-21 12:46:00 UTC;FALSE
48;2508;"CZ";2021-07-22 15:54:00 UTC--2021-07-22 16:46:00 UTC;FALSE
48;2506;"CZ";2021-07-23 19:37:00 UTC--2021-07-23 20:22:00 UTC;FALSE
48;2503;"CZ";2021-07-24 18:23:00 UTC--2021-07-24 19:08:00 UTC;FALSE
48;2505;"CZ";2021-07-24 20:54:00 UTC--2021-07-24 21:36:00 UTC;FALSE
48;2507;"CZ";2021-07-28 19:20:00 UTC--2021-07-28 20:03:00 UTC;FALSE
49;206;"CZ";2021-08-17 10:25:00 UTC--2021-08-17 11:20:00 UTC;FALSE
49;210;"CZ";2021-08-17 12:28:00 UTC--2021-08-17 13:25:00 UTC;FALSE
49;205;"CZ";2021-08-20 10:04:00 UTC--2021-08-20 10:51:00 UTC;FALSE
49;207;"CZ";2021-08-20 11:42:00 UTC--2021-08-20 12:34:00 UTC;FALSE
50;3034;"CZ";2021-07-13 11:41:00 UTC--2021-07-13 12:32:00 UTC;FALSE
50;3032;"CZ";2021-07-16 19:56:00 UTC--2021-07-16 21:09:00 UTC;FALSE
50;2439;"CZ";2021-07-20 12:36:00 UTC--2021-07-20 13:39:00 UTC;FALSE
50;3035;"CZ";2021-07-20 14:33:00 UTC--2021-07-20 15:11:00 UTC;FALSE
50;2437;"CZ";2021-07-21 15:42:00 UTC--2021-07-21 16:40:00 UTC;FALSE
50;2442;"CZ";2021-07-24 11:25:00 UTC--2021-07-24 12:23:00 UTC;FALSE
50;2438;"CZ";2021-07-28 10:09:00 UTC--2021-07-28 11:19:00 UTC;FALSE
50;2440;"CZ";2021-07-28 12:16:00 UTC--2021-07-28 13:13:00 UTC;FALSE
51;520;"CZ";2021-08-09 08:39:00 UTC--2021-08-09 09:24:00 UTC;FALSE
51;521;"CZ";2021-08-09 10:47:00 UTC--2021-08-09 11:50:00 UTC;FALSE
51;519;"CZ";2021-08-12 13:06:00 UTC--2021-08-12 14:10:00 UTC;FALSE
51;2863;"CZ";2021-08-14 16:36:00 UTC--2021-08-14 17:21:00 UTC;FALSE
51;518;"CZ";2021-08-14 19:31:00 UTC--2021-08-14 20:27:00 UTC;FALSE
51;2864;"CZ";2021-08-17 10:57:00 UTC--2021-08-17 11:32:00 UTC;FALSE
51;2866;"CZ";2021-08-17 15:04:00 UTC--2021-08-17 16:22:00 UTC;FALSE
51;2868;"CZ";2021-08-19 13:54:00 UTC--2021-08-19 14:28:00 UTC;FALSE
51;2867;"CZ";2021-08-21 14:51:00 UTC--2021-08-21 15:35:00 UTC;FALSE
52;3092;"CZ";2021-07-09 16:49:00 UTC--2021-07-09 17:49:00 UTC;FALSE
52;3096;"CZ";2021-07-11 11:17:00 UTC--2021-07-11 12:09:00 UTC;FALSE
52;3093;"CZ";2021-07-13 09:43:00 UTC--2021-07-13 10:41:00 UTC;FALSE
52;3095;"CZ";2021-07-13 12:17:00 UTC--2021-07-13 13:09:00 UTC;FALSE
52;3094;"CZ";2021-07-14 15:32:00 UTC--2021-07-14 16:23:00 UTC;FALSE
53;2170;"CZ";2021-07-08 18:04:00 UTC--2021-07-08 18:45:00 UTC;FALSE
53;2167;"CZ";2021-07-10 18:35:00 UTC--2021-07-10 19:14:00 UTC;FALSE
53;2171;"CZ";2021-07-12 19:59:00 UTC--2021-07-12 21:00:00 UTC;FALSE
53;2168;"CZ";2021-07-14 13:58:00 UTC--2021-07-14 14:54:00 UTC;FALSE
53;551;"CZ";2021-07-22 18:48:00 UTC--2021-07-22 19:49:00 UTC;FALSE
53;552;"CZ";2021-07-23 18:26:00 UTC--2021-07-23 19:08:00 UTC;FALSE
53;549;"CZ";2021-07-24 09:55:00 UTC--2021-07-24 10:31:00 UTC;FALSE
53;548;"CZ";2021-07-26 13:59:00 UTC--2021-07-26 14:39:00 UTC;FALSE
53;550;"CZ";2021-07-30 17:58:00 UTC--2021-07-30 19:06:00 UTC;FALSE
53;464;"CZ";2021-08-06 19:37:00 UTC--2021-08-06 21:14:00 UTC;FALSE
53;466;"CZ";2021-08-07 10:14:00 UTC--2021-08-07 11:04:00 UTC;FALSE
53;467;"CZ";2021-08-10 12:26:00 UTC--2021-08-10 13:12:00 UTC;FALSE
53;468;"CZ";2021-08-11 16:31:00 UTC--2021-08-11 17:45:00 UTC;FALSE
53;463;"CZ";2021-08-13 18:32:00 UTC--2021-08-13 19:27:00 UTC;FALSE
54;2166;"CZ";2021-07-07 17:04:00 UTC--2021-07-07 18:06:00 UTC;FALSE
54;2164;"CZ";2021-07-08 14:14:00 UTC--2021-07-08 15:14:00 UTC;FALSE
54;1902;"CZ";2021-07-09 17:24:00 UTC--2021-07-09 18:03:00 UTC;FALSE
54;1898;"CZ";2021-07-10 12:20:00 UTC--2021-07-10 13:09:00 UTC;FALSE
54;1901;"CZ";2021-07-11 17:02:00 UTC--2021-07-11 17:36:00 UTC;FALSE
54;2162;"CZ";2021-07-11 19:00:00 UTC--2021-07-11 19:59:00 UTC;FALSE
