"idno";"intnum";"start";"end";"timebtwints"
2272;77;2021-08-09 12:08:00;2021-08-09 12:50:00;106
326;77;2021-08-09 14:29:00;2021-08-09 15:26:00;99
329;77;2021-08-09 16:23:00;2021-08-09 17:39:00;57
2925;77;2021-08-09 18:47:00;2021-08-09 19:44:00;68
2928;77;2021-08-09 21:05:00;2021-08-09 21:51:00;81
2924;77;2021-08-10 16:10:00;2021-08-10 17:05:00;1099
2926;77;2021-08-10 18:49:00;2021-08-10 19:46:00;104
2923;77;2021-08-11 17:40:00;2021-08-11 18:40:00;1314
2040;78;2021-08-25 16:22:00;2021-08-25 17:29:00;NA
2036;78;2021-08-26 11:33:00;2021-08-26 12:21:00;1084
2038;78;2021-08-27 17:26:00;2021-08-27 18:00:00;1745
2035;78;2021-08-31 15:17:00;2021-08-31 15:49:00;5597
1524;79;2021-07-07 11:41:00;2021-07-07 12:57:00;NA
1519;79;2021-07-08 15:04:00;2021-07-08 15:53:00;1567
1523;79;2021-07-08 19:01:00;2021-07-08 20:14:00;188
18;79;2021-07-08 21:15:00;2021-07-08 22:02:00;61
1521;79;2021-07-09 16:41:00;2021-07-09 17:19:00;1119
15;79;2021-07-11 16:02:00;2021-07-11 17:03:00;2803
14;79;2021-07-12 09:00:00;2021-07-12 09:44:00;957
16;79;2021-07-13 15:06:00;2021-07-13 15:57:00;1762
1798;79;2021-07-14 16:42:00;2021-07-14 17:37:00;1485
1799;79;2021-07-14 19:13:00;2021-07-14 20:14:00;96
1797;79;2021-07-17 19:01:00;2021-07-17 19:55:00;4247
1795;79;2021-07-24 17:30:00;2021-07-24 18:19:00;9935
2367;79;2021-08-01 15:31:00;2021-08-01 16:22:00;11352
2365;79;2021-08-02 14:04:00;2021-08-02 14:48:00;1302
2366;79;2021-08-02 15:50:00;2021-08-02 16:51:00;62
2368;79;2021-08-03 10:26:00;2021-08-03 11:31:00;1055
2370;79;2021-08-06 12:21:00;2021-08-06 13:15:00;4370
1909;80;2021-07-24 16:32:00;2021-07-24 17:34:00;NA
249;80;2021-07-25 15:40:00;2021-07-25 16:47:00;1326
1910;80;2021-07-26 09:48:00;2021-07-26 10:42:00;1021
247;80;2021-07-26 11:31:00;2021-07-26 12:30:00;49
1913;80;2021-07-27 16:29:00;2021-07-27 17:44:00;1679
251;80;2021-07-27 19:56:00;2021-07-27 20:36:00;132
1911;80;2021-07-28 16:04:00;2021-07-28 16:48:00;1168
1912;80;2021-07-29 09:47:00;2021-07-29 10:35:00;1019
252;80;2021-07-30 15:58:00;2021-07-30 16:46:00;1763
1853;81;2021-09-06 18:32:00;2021-09-06 19:21:00;NA
1095;81;2021-09-08 19:26:00;2021-09-08 20:03:00;2885
1852;81;2021-09-09 08:12:00;2021-09-09 09:07:00;729
1851;81;2021-09-11 13:32:00;2021-09-11 14:19:00;3145
1854;81;2021-09-11 15:38:00;2021-09-11 16:24:00;79
1097;81;2021-09-11 19:38:00;2021-09-11 20:29:00;194
1849;81;2021-09-12 18:46:00;2021-09-12 19:41:00;1337
1096;81;2021-09-13 15:46:00;2021-09-13 16:44:00;1205
1093;81;2021-09-17 19:51:00;2021-09-17 20:53:00;5947
2655;82;2021-08-21 14:30:00;2021-08-21 15:43:00;NA
2653;82;2021-08-25 15:50:00;2021-08-25 17:15:00;5767
2657;82;2021-08-26 16:13:00;2021-08-26 16:46:00;1378
2658;82;2021-08-26 18:45:00;2021-08-26 19:44:00;119
1331;82;2021-09-02 17:47:00;2021-09-02 18:47:00;9963
1332;82;2021-09-03 17:51:00;2021-09-03 18:50:00;1384
73;82;2021-09-04 17:13:00;2021-09-04 17:59:00;1343
75;82;2021-09-04 19:29:00;2021-09-04 20:04:00;90
76;82;2021-09-05 10:53:00;2021-09-05 11:43:00;889
1327;82;2021-09-05 15:16:00;2021-09-05 16:01:00;213
1330;82;2021-09-07 19:49:00;2021-09-07 20:42:00;3108
74;82;2021-09-08 09:52:00;2021-09-08 10:54:00;790
78;82;2021-09-08 11:52:00;2021-09-08 12:39:00;58
2208;83;2021-08-15 15:39:00;2021-08-15 16:38:00;NA
2206;83;2021-08-16 21:42:00;2021-08-16 22:18:00;1744
2205;83;2021-08-18 20:51:00;2021-08-18 22:02:00;2793
2203;83;2021-08-19 18:11:00;2021-08-19 19:01:00;1209
1760;83;2021-08-20 15:08:00;2021-08-20 16:26:00;1207
1763;83;2021-08-20 20:02:00;2021-08-20 21:24:00;216
1762;83;2021-08-28 12:32:00;2021-08-28 13:36:00;10988
260;83;2021-08-31 10:51:00;2021-08-31 11:47:00;4155
264;83;2021-08-31 14:36:00;2021-08-31 15:08:00;169
1764;83;2021-08-31 17:47:00;2021-08-31 18:44:00;159
262;83;2021-09-01 13:13:00;2021-09-01 14:29:00;1109
259;83;2021-09-02 15:35:00;2021-09-02 16:06:00;1506
2462;83;2021-09-04 17:15:00;2021-09-04 18:16:00;2949
2786;83;2021-09-04 19:33:00;2021-09-04 20:37:00;77
2785;83;2021-09-05 13:53:00;2021-09-05 14:56:00;1036
261;83;2021-09-05 15:44:00;2021-09-05 17:19:00;48
2465;83;2021-09-06 13:25:00;2021-09-06 14:25:00;1206
2790;83;2021-09-08 17:09:00;2021-09-08 17:48:00;3044
2463;83;2021-09-10 13:11:00;2021-09-10 14:23:00;2603
2466;83;2021-09-10 16:55:00;2021-09-10 17:29:00;152
2789;83;2021-09-10 19:16:00;2021-09-10 19:48:00;107
2787;83;2021-09-15 16:35:00;2021-09-15 17:26:00;7007
1081;84;2021-07-07 21:23:00;2021-07-07 22:19:00;NA
1086;84;2021-07-08 11:48:00;2021-07-08 12:37:00;809
1082;84;2021-07-12 16:27:00;2021-07-12 17:45:00;5990
1085;84;2021-07-12 20:02:00;2021-07-12 20:45:00;137
1084;84;2021-07-20 12:11:00;2021-07-20 13:10:00;11006
2102;84;2021-07-26 17:19:00;2021-07-26 17:59:00;8889
2104;84;2021-07-27 16:19:00;2021-07-27 16:53:00;1340
2106;84;2021-07-29 12:09:00;2021-07-29 12:44:00;2596
2347;84;2021-08-01 14:27:00;2021-08-01 15:11:00;4423
2350;84;2021-08-01 17:00:00;2021-08-01 17:38:00;109
2105;84;2021-08-02 18:14:00;2021-08-02 18:49:00;1476
2103;84;2021-08-03 11:47:00;2021-08-03 13:08:00;1018
2352;84;2021-08-03 14:19:00;2021-08-03 14:56:00;71
119;84;2021-08-04 14:21:00;2021-08-04 15:24:00;1405
2348;84;2021-08-04 16:30:00;2021-08-04 17:16:00;66
116;84;2021-08-07 15:18:00;2021-08-07 15:57:00;4202
120;84;2021-08-08 19:58:00;2021-08-08 21:01:00;1681
117;84;2021-08-10 17:52:00;2021-08-10 18:54:00;2691
118;84;2021-08-14 19:23:00;2021-08-14 20:06:00;5789
1666;85;2021-07-07 16:30:00;2021-07-07 17:19:00;NA
1664;85;2021-07-11 10:22:00;2021-07-11 11:15:00;5343
1668;85;2021-07-13 13:06:00;2021-07-13 14:00:00;2991
1667;85;2021-07-18 13:58:00;2021-07-18 15:04:00;7198
1543;86;2021-07-14 07:45:00;2021-07-14 08:54:00;NA
1547;86;2021-07-17 13:40:00;2021-07-17 14:29:00;4606
1544;86;2021-07-18 14:38:00;2021-07-18 15:47:00;1449
1545;86;2021-07-22 14:24:00;2021-07-22 15:21:00;5677
131;86;2021-07-29 18:47:00;2021-07-29 19:33:00;10286
127;86;2021-07-30 16:03:00;2021-07-30 16:57:00;1230
132;86;2021-07-31 19:11:00;2021-07-31 20:23:00;1574
969;86;2021-08-04 18:54:00;2021-08-04 19:58:00;5671
971;86;2021-08-06 17:54:00;2021-08-06 18:52:00;2756
1616;86;2021-08-09 11:15:00;2021-08-09 12:11:00;3863
1618;86;2021-08-11 17:45:00;2021-08-11 18:55:00;3214
1615;86;2021-08-14 18:20:00;2021-08-14 19:05:00;4285
968;86;2021-08-15 16:06:00;2021-08-15 17:00:00;1261
972;86;2021-08-15 17:43:00;2021-08-15 18:38:00;43
1620;86;2021-08-15 20:00:00;2021-08-15 21:02:00;82
1617;86;2021-08-21 19:26:00;2021-08-21 20:24:00;8544
791;87;2021-08-05 16:57:00;2021-08-05 17:53:00;NA
3021;87;2021-08-05 19:25:00;2021-08-05 20:16:00;92
3024;87;2021-08-05 21:16:00;2021-08-05 22:16:00;60
789;87;2021-08-06 19:08:00;2021-08-06 19:45:00;1252
2012;87;2021-08-08 15:46:00;2021-08-08 16:33:00;2641
3019;87;2021-08-08 18:57:00;2021-08-08 19:37:00;144
3020;87;2021-08-08 20:35:00;2021-08-08 21:36:00;58
787;87;2021-08-09 17:45:00;2021-08-09 18:22:00;1209
3023;87;2021-08-09 21:44:00;2021-08-09 23:05:00;202
790;87;2021-08-13 11:39:00;2021-08-13 12:41:00;5074
2016;87;2021-08-14 15:42:00;2021-08-14 16:30:00;1621
1209;88;2021-08-30 14:09:00;2021-08-30 15:00:00;NA
1207;88;2021-08-31 15:12:00;2021-08-31 15:47:00;1452
1211;88;2021-08-31 17:23:00;2021-08-31 18:02:00;96
1208;88;2021-09-01 09:05:00;2021-09-01 09:43:00;903
1210;88;2021-09-09 11:40:00;2021-09-09 12:14:00;11637
990;88;2021-09-14 16:55:00;2021-09-14 17:43:00;7481
986;88;2021-09-18 17:46:00;2021-09-18 18:54:00;5763
988;88;2021-09-19 17:49:00;2021-09-19 18:38:00;1375
989;88;2021-09-25 19:40:00;2021-09-25 20:37:00;8702
2007;89;2021-07-23 15:39:00;2021-07-23 16:32:00;NA
2005;89;2021-07-25 15:31:00;2021-07-25 16:29:00;2819
2006;89;2021-07-27 11:51:00;2021-07-27 12:39:00;2602
2010;89;2021-08-03 15:21:00;2021-08-03 16:21:00;10242
3;89;2021-08-15 14:54:00;2021-08-15 16:04:00;17193
5;89;2021-08-15 17:14:00;2021-08-15 18:33:00;70
4;89;2021-08-17 17:21:00;2021-08-17 18:03:00;2808
6;89;2021-08-17 19:18:00;2021-08-17 20:23:00;75
1;89;2021-08-20 16:16:00;2021-08-20 17:06:00;4073
20;90;2021-08-07 15:02:00;2021-08-07 15:59:00;NA
23;90;2021-08-10 12:48:00;2021-08-10 13:41:00;4129
2611;90;2021-08-11 12:13:00;2021-08-11 12:59:00;1352
2614;90;2021-08-11 14:57:00;2021-08-11 15:31:00;118
19;90;2021-08-13 13:00:00;2021-08-13 13:51:00;2729
2615;90;2021-08-14 15:06:00;2021-08-14 16:06:00;1515
2612;90;2021-08-15 12:05:00;2021-08-15 13:20:00;1199
22;90;2021-08-18 17:25:00;2021-08-18 17:59:00;4565
649;91;2021-07-07 12:01:00;2021-07-07 12:41:00;NA
653;91;2021-07-08 12:49:00;2021-07-08 14:15:00;1448
654;91;2021-07-08 15:04:00;2021-07-08 16:12:00;49
651;91;2021-07-13 17:46:00;2021-07-13 18:39:00;7294
652;91;2021-07-13 19:44:00;2021-07-13 20:37:00;65
1499;91;2021-07-24 13:45:00;2021-07-24 14:42:00;15428
799;91;2021-07-26 21:08:00;2021-07-26 21:55:00;3266
1495;91;2021-07-27 15:35:00;2021-07-27 16:37:00;1060
1498;91;2021-07-27 18:03:00;2021-07-27 18:40:00;86
1497;91;2021-07-28 12:22:00;2021-07-28 13:20:00;1062
1500;91;2021-07-28 15:04:00;2021-07-28 15:43:00;104
800;91;2021-07-30 07:17:00;2021-07-30 08:10:00;2374
802;91;2021-07-30 09:56:00;2021-07-30 10:49:00;106
814;91;2021-08-05 17:26:00;2021-08-05 18:19:00;9037
803;91;2021-08-05 18:54:00;2021-08-05 19:51:00;35
343;91;2021-08-05 20:37:00;2021-08-05 21:23:00;46
346;91;2021-08-06 18:37:00;2021-08-06 19:09:00;1274
345;91;2021-08-10 16:09:00;2021-08-10 17:13:00;5580
348;91;2021-08-10 20:39:00;2021-08-10 21:26:00;206
813;91;2021-08-11 14:47:00;2021-08-11 15:54:00;1041
816;91;2021-08-11 16:42:00;2021-08-11 17:25:00;48
344;91;2021-08-11 18:40:00;2021-08-11 19:36:00;75
1283;92;2021-07-07 20:53:00;2021-07-07 21:35:00;NA
1281;92;2021-07-11 16:09:00;2021-07-11 16:53:00;5434
1284;92;2021-07-12 16:00:00;2021-07-12 17:02:00;1387
1280;92;2021-07-16 19:28:00;2021-07-16 20:21:00;5906
3290;93;2021-07-08 17:52:00;2021-07-08 18:25:00;NA
3294;93;2021-07-08 19:55:00;2021-07-08 21:23:00;90
3293;93;2021-07-10 19:53:00;2021-07-10 20:34:00;2790
1601;93;2021-07-13 21:31:00;2021-07-13 22:25:00;4377
1598;93;2021-07-16 17:33:00;2021-07-16 18:26:00;4028
1599;93;2021-07-19 16:18:00;2021-07-19 16:51:00;4192
1600;93;2021-07-27 16:09:00;2021-07-27 16:58:00;11478
8;94;2021-08-16 14:52:00;2021-08-16 15:36:00;NA
380;94;2021-08-16 17:26:00;2021-08-16 18:26:00;110
383;94;2021-08-16 20:03:00;2021-08-16 21:01:00;97
7;94;2021-08-19 07:18:00;2021-08-19 08:04:00;3497
379;94;2021-08-19 10:41:00;2021-08-19 11:42:00;157
381;94;2021-08-21 17:31:00;2021-08-21 18:26:00;3229
47;95;2021-08-06 19:25:00;2021-08-06 20:10:00;NA
44;95;2021-08-08 17:13:00;2021-08-08 18:19:00;2703
45;95;2021-08-13 10:44:00;2021-08-13 11:48:00;6745
2124;95;2021-08-21 16:55:00;2021-08-21 17:42:00;11827
2122;95;2021-08-25 16:02:00;2021-08-25 16:53:00;5660
2123;95;2021-08-30 18:19:00;2021-08-30 19:02:00;7286
2119;95;2021-09-04 18:11:00;2021-09-04 18:47:00;7149
3253;95;2021-09-04 20:05:00;2021-09-04 21:11:00;78
3255;95;2021-09-04 21:39:00;2021-09-04 22:50:00;28
3257;95;2021-09-06 12:31:00;2021-09-06 13:30:00;2261
3256;95;2021-09-07 14:31:00;2021-09-07 15:14:00;1501
2845;96;2021-08-06 15:48:00;2021-08-06 16:41:00;NA
2847;96;2021-08-06 18:37:00;2021-08-06 19:20:00;116
3183;96;2021-08-08 15:50:00;2021-08-08 16:46:00;2670
663;96;2021-08-08 20:22:00;2021-08-08 21:17:00;216
664;96;2021-08-08 22:00:00;2021-08-08 22:47:00;43
3182;96;2021-08-09 15:23:00;2021-08-09 16:15:00;996
3185;96;2021-08-09 17:21:00;2021-08-09 18:30:00;66
661;96;2021-08-10 13:25:00;2021-08-10 14:31:00;1135
2846;96;2021-08-11 12:39:00;2021-08-11 13:28:00;1328
665;96;2021-08-11 17:35:00;2021-08-11 18:09:00;247
2849;96;2021-08-12 20:10:00;2021-08-12 21:06:00;1561
2848;96;2021-08-16 21:02:00;2021-08-16 21:48:00;5756
983;97;2021-07-14 12:00:00;2021-07-14 12:39:00;NA
979;97;2021-07-16 10:22:00;2021-07-16 11:07:00;2743
984;97;2021-07-18 14:59:00;2021-07-18 15:40:00;3112
3248;97;2021-08-08 16:16:00;2021-08-08 17:26:00;30276
3252;97;2021-08-10 14:41:00;2021-08-10 15:07:00;2715
3249;97;2021-08-12 18:00:00;2021-08-12 19:08:00;3053
3251;97;2021-08-13 17:49:00;2021-08-13 18:22:00;1361
1390;98;2021-08-12 17:40:00;2021-08-12 18:20:00;NA
1387;98;2021-08-16 12:19:00;2021-08-16 13:06:00;5399
1391;98;2021-08-16 14:01:00;2021-08-16 14:50:00;55
1392;98;2021-08-16 16:41:00;2021-08-16 17:38:00;111
1388;98;2021-08-18 17:43:00;2021-08-18 18:35:00;2885
1389;98;2021-08-19 18:35:00;2021-08-19 19:05:00;1440
589;98;2021-08-23 13:42:00;2021-08-23 14:44:00;5437
591;98;2021-08-25 12:28:00;2021-08-25 13:37:00;2744
593;98;2021-08-25 14:33:00;2021-08-25 15:36:00;56
592;98;2021-08-27 13:37:00;2021-08-27 14:39:00;2761
594;98;2021-09-01 16:21:00;2021-09-01 17:27:00;7302
68;98;2021-09-03 16:13:00;2021-09-03 17:07:00;2806
70;98;2021-09-04 20:52:00;2021-09-04 21:38:00;1665
72;98;2021-09-11 15:12:00;2021-09-11 15:58:00;9694
69;98;2021-09-14 18:26:00;2021-09-14 19:15:00;4468
1321;99;2021-08-08 13:38:00;2021-08-08 14:40:00;NA
2497;99;2021-08-11 17:27:00;2021-08-11 18:27:00;4487
2499;99;2021-08-11 19:36:00;2021-08-11 20:33:00;69
2500;99;2021-08-11 21:25:00;2021-08-11 22:07:00;52
2590;99;2021-08-13 11:35:00;2021-08-13 12:14:00;2248
2591;99;2021-08-13 13:34:00;2021-08-13 14:14:00;80
1324;99;2021-08-13 17:18:00;2021-08-13 18:06:00;184
2592;99;2021-08-16 18:55:00;2021-08-16 19:35:00;4369
1325;99;2021-08-16 21:24:00;2021-08-16 22:03:00;109
2502;99;2021-08-17 17:03:00;2021-08-17 17:45:00;1140
2587;99;2021-08-18 08:04:00;2021-08-18 08:47:00;859
2588;99;2021-08-18 09:36:00;2021-08-18 10:38:00;49
2098;99;2021-09-03 13:04:00;2021-09-03 13:37:00;23186
2096;99;2021-09-04 12:49:00;2021-09-04 14:00:00;1392
2099;99;2021-09-06 17:54:00;2021-09-06 18:58:00;3114
2095;99;2021-09-19 17:24:00;2021-09-19 18:24:00;18626
3302;100;2021-07-07 14:48:00;2021-07-07 15:58:00;NA
3305;100;2021-07-09 19:31:00;2021-07-09 20:54:00;3093
3301;100;2021-07-12 15:05:00;2021-07-12 15:37:00;3971
3304;100;2021-07-12 16:50:00;2021-07-12 18:08:00;73
2764;100;2021-07-13 14:27:00;2021-07-13 15:16:00;1219
2761;100;2021-07-15 11:47:00;2021-07-15 12:42:00;2671
2766;100;2021-07-15 13:31:00;2021-07-15 14:23:00;49
3306;100;2021-07-15 16:59:00;2021-07-15 17:46:00;156
2765;100;2021-07-18 18:59:00;2021-07-18 20:01:00;4393
2762;100;2021-07-19 11:40:00;2021-07-19 12:20:00;939
900;101;2021-07-16 13:47:00;2021-07-16 14:27:00;NA
895;101;2021-07-17 14:34:00;2021-07-17 15:10:00;1447
898;101;2021-07-17 17:06:00;2021-07-17 17:50:00;116
2745;101;2021-07-21 18:28:00;2021-07-21 19:17:00;5798
2743;101;2021-07-23 10:56:00;2021-07-23 11:50:00;2379
2748;101;2021-07-26 17:52:00;2021-07-26 18:50:00;4682
2744;101;2021-08-02 13:34:00;2021-08-02 14:40:00;9764
2050;101;2021-08-08 18:13:00;2021-08-08 19:05:00;8853
2051;101;2021-08-09 20:10:00;2021-08-09 21:03:00;1505
2047;101;2021-08-10 11:21:00;2021-08-10 12:33:00;858
2049;101;2021-08-14 10:54:00;2021-08-14 11:53:00;5661
884;102;2021-08-27 18:17:00;2021-08-27 18:59:00;NA
886;102;2021-08-27 20:21:00;2021-08-27 21:12:00;82
883;102;2021-08-29 14:11:00;2021-08-29 15:11:00;2459
885;102;2021-08-31 16:04:00;2021-08-31 17:03:00;2933
1003;102;2021-08-31 18:12:00;2021-08-31 19:26:00;69
1006;102;2021-09-01 18:53:00;2021-09-01 20:25:00;1407
1007;102;2021-09-01 21:05:00;2021-09-01 21:57:00;40
888;102;2021-09-02 09:08:00;2021-09-02 09:49:00;671
1004;102;2021-09-04 17:02:00;2021-09-04 17:55:00;3313
1008;102;2021-09-14 12:50:00;2021-09-14 13:49:00;14095
1351;103;2021-07-07 20:51:00;2021-07-07 21:54:00;NA
1355;103;2021-07-11 10:39:00;2021-07-11 11:17:00;5085
1353;103;2021-07-13 15:06:00;2021-07-13 15:53:00;3109
1356;103;2021-07-13 17:06:00;2021-07-13 18:12:00;73
2427;103;2021-07-15 13:39:00;2021-07-15 15:01:00;2607
1352;103;2021-07-18 13:15:00;2021-07-18 14:26:00;4214
2430;103;2021-07-18 16:49:00;2021-07-18 17:42:00;143
2428;103;2021-07-19 09:06:00;2021-07-19 10:14:00;924
1659;103;2021-08-05 15:59:00;2021-08-05 16:45:00;24825
1660;103;2021-08-05 17:35:00;2021-08-05 18:29:00;50
1661;103;2021-08-06 15:04:00;2021-08-06 15:41:00;1235
3214;103;2021-08-10 16:39:00;2021-08-10 17:26:00;5818
3211;103;2021-08-11 19:24:00;2021-08-11 20:15:00;1558
3216;103;2021-08-11 21:47:00;2021-08-11 22:44:00;92
3213;103;2021-08-14 09:29:00;2021-08-14 10:21:00;3525
1662;103;2021-08-15 10:31:00;2021-08-15 11:28:00;1450
1658;103;2021-08-18 18:06:00;2021-08-18 18:57:00;4718
1441;104;2021-08-06 17:25:00;2021-08-06 18:41:00;NA
2667;104;2021-08-07 18:27:00;2021-08-07 19:25:00;1426
1444;104;2021-08-07 19:58:00;2021-08-07 20:35:00;33
2669;104;2021-08-09 11:21:00;2021-08-09 12:09:00;2326
1445;104;2021-08-10 15:21:00;2021-08-10 16:15:00;1632
2665;104;2021-08-11 11:44:00;2021-08-11 12:43:00;1169
2666;104;2021-08-12 17:42:00;2021-08-12 18:31:00;1739
1443;104;2021-08-15 09:14:00;2021-08-15 10:11:00;3763
2670;104;2021-08-17 16:23:00;2021-08-17 17:11:00;3252
821;104;2021-09-08 18:28:00;2021-09-08 19:33:00;31757
820;104;2021-09-09 14:59:00;2021-09-09 16:06:00;1166
822;104;2021-09-09 17:00:00;2021-09-09 18:00:00;54
818;104;2021-09-10 18:53:00;2021-09-10 19:34:00;1493
3307;105;2021-07-13 19:18:00;2021-07-13 20:27:00;NA
3309;105;2021-07-14 15:53:00;2021-07-14 16:59:00;1166
3310;105;2021-07-15 11:30:00;2021-07-15 12:31:00;1111
2771;105;2021-07-19 18:15:00;2021-07-19 19:07:00;6104
3308;105;2021-07-20 11:59:00;2021-07-20 13:03:00;1012
2769;105;2021-07-20 17:27:00;2021-07-20 18:29:00;264
2770;105;2021-07-21 14:51:00;2021-07-21 15:34:00;1222
3312;105;2021-07-24 15:51:00;2021-07-24 16:31:00;4337
730;106;2021-08-20 10:33:00;2021-08-20 11:14:00;NA
731;106;2021-08-20 13:42:00;2021-08-20 14:25:00;148
728;106;2021-08-22 20:26:00;2021-08-22 21:06:00;3241
640;106;2021-08-28 18:21:00;2021-08-28 19:21:00;8475
642;106;2021-08-29 20:12:00;2021-08-29 21:02:00;1491
637;106;2021-08-30 15:15:00;2021-08-30 16:29:00;1093
638;106;2021-09-02 12:29:00;2021-09-02 13:29:00;4080
639;106;2021-09-02 14:26:00;2021-09-02 15:06:00;57
1969;106;2021-09-04 10:21:00;2021-09-04 11:01:00;2595
1970;106;2021-09-06 15:09:00;2021-09-06 16:28:00;3128
1971;106;2021-09-07 14:43:00;2021-09-07 15:37:00;1335
1972;106;2021-09-08 17:37:00;2021-09-08 18:53:00;1560
1973;106;2021-09-16 18:06:00;2021-09-16 18:57:00;11473
2905;107;2021-07-22 14:45:00;2021-07-22 15:54:00;NA
2910;107;2021-07-23 16:40:00;2021-07-23 17:40:00;1486
2906;107;2021-07-25 15:52:00;2021-07-25 16:54:00;2772
2907;107;2021-07-27 15:57:00;2021-07-27 16:50:00;2823
1978;107;2021-07-28 17:36:00;2021-07-28 18:17:00;1486
2646;107;2021-07-29 09:19:00;2021-07-29 10:14:00;902
2908;107;2021-07-29 10:52:00;2021-07-29 11:33:00;38
2909;107;2021-07-29 12:38:00;2021-07-29 13:40:00;65
1977;107;2021-07-30 13:49:00;2021-07-30 14:38:00;1449
1976;107;2021-07-31 16:23:00;2021-07-31 17:33:00;1545
2644;107;2021-07-31 18:54:00;2021-07-31 19:41:00;81
1975;107;2021-08-03 11:00:00;2021-08-03 11:57:00;3799
1980;107;2021-08-03 12:42:00;2021-08-03 13:54:00;45
2643;107;2021-08-03 15:10:00;2021-08-03 16:13:00;76
3007;107;2021-08-05 14:25:00;2021-08-05 15:15:00;2772
2642;107;2021-08-06 19:34:00;2021-08-06 20:31:00;1699
3011;107;2021-08-08 15:08:00;2021-08-08 16:13:00;2557
3008;107;2021-08-10 16:11:00;2021-08-10 17:25:00;2878
3009;107;2021-08-10 18:58:00;2021-08-10 19:40:00;93
3012;107;2021-08-13 17:19:00;2021-08-13 18:14:00;4179
30;108;2021-07-14 16:29:00;2021-07-14 17:15:00;NA
26;108;2021-07-17 18:09:00;2021-07-17 19:04:00;4374
25;108;2021-07-18 16:14:00;2021-07-18 17:07:00;1270
29;108;2021-07-19 10:26:00;2021-07-19 10:59:00;1039
28;108;2021-07-25 16:41:00;2021-07-25 17:34:00;8982
2594;108;2021-08-08 17:47:00;2021-08-08 19:16:00;20173
2597;108;2021-08-08 20:15:00;2021-08-08 21:27:00;59
2593;108;2021-08-11 11:14:00;2021-08-11 12:19:00;3707
2598;108;2021-08-11 15:13:00;2021-08-11 15:48:00;174
2595;108;2021-08-12 15:06:00;2021-08-12 16:26:00;1398
2596;108;2021-08-22 20:08:00;2021-08-22 21:15:00;14622
2394;109;2021-07-15 12:50:00;2021-07-15 13:54:00;NA
2390;109;2021-07-18 10:57:00;2021-07-18 12:00:00;4143
2393;109;2021-07-19 20:13:00;2021-07-19 21:13:00;1933
2389;109;2021-07-20 14:53:00;2021-07-20 16:01:00;1060
2392;109;2021-07-20 17:27:00;2021-07-20 18:32:00;86
1252;109;2021-08-15 12:26:00;2021-08-15 13:50:00;37074
1251;109;2021-08-16 17:18:00;2021-08-16 18:44:00;1648
1249;109;2021-08-18 18:37:00;2021-08-18 20:05:00;2873
1254;109;2021-08-18 20:44:00;2021-08-18 21:49:00;39
1250;109;2021-08-19 16:12:00;2021-08-19 17:49:00;1103
1253;109;2021-08-24 18:13:00;2021-08-24 19:52:00;7224
436;110;2021-07-08 14:39:00;2021-07-08 15:26:00;NA
435;110;2021-07-10 17:42:00;2021-07-10 18:30:00;3016
433;110;2021-07-12 13:29:00;2021-07-12 14:15:00;2579
437;110;2021-07-15 19:39:00;2021-07-15 20:44:00;4644
438;110;2021-07-17 21:06:00;2021-07-17 22:11:00;2902
1951;110;2021-07-22 15:15:00;2021-07-22 16:20:00;6784
1954;110;2021-07-22 16:57:00;2021-07-22 17:44:00;37
1955;110;2021-07-22 18:25:00;2021-07-22 19:23:00;41
1956;110;2021-07-29 15:08:00;2021-07-29 16:04:00;9825
2144;111;2021-07-15 15:39:00;2021-07-15 16:38:00;NA
2146;111;2021-07-17 17:07:00;2021-07-17 18:12:00;2909
2147;111;2021-07-17 19:30:00;2021-07-17 20:12:00;78
2145;111;2021-07-20 16:20:00;2021-07-20 17:05:00;4088
933;111;2021-08-14 17:02:00;2021-08-14 17:41:00;35997
932;111;2021-08-19 17:03:00;2021-08-19 18:10:00;7162
936;111;2021-08-19 19:21:00;2021-08-19 20:03:00;71
931;111;2021-08-20 09:20:00;2021-08-20 10:17:00;797
2282;112;2021-07-13 11:53:00;2021-07-13 12:42:00;NA
2285;112;2021-07-13 13:31:00;2021-07-13 14:35:00;49
1637;112;2021-07-13 15:39:00;2021-07-13 16:59:00;64
2281;112;2021-07-14 17:21:00;2021-07-14 18:01:00;1462
1633;112;2021-07-14 18:52:00;2021-07-14 20:01:00;51
1636;112;2021-07-20 18:20:00;2021-07-20 19:46:00;8539
2283;112;2021-07-21 19:22:00;2021-07-21 20:14:00;1416
2433;113;2021-07-22 18:12:00;2021-07-22 19:22:00;NA
658;113;2021-07-24 16:21:00;2021-07-24 17:08:00;2699
2431;113;2021-07-24 18:18:00;2021-07-24 19:44:00;70
2432;113;2021-07-24 20:26:00;2021-07-24 21:17:00;42
2435;113;2021-07-26 18:18:00;2021-07-26 19:11:00;2701
2436;113;2021-07-26 20:37:00;2021-07-26 21:30:00;86
655;113;2021-07-27 17:01:00;2021-07-27 17:57:00;1171
660;113;2021-07-27 19:15:00;2021-07-27 20:01:00;78
659;113;2021-07-30 10:40:00;2021-07-30 11:18:00;3759
357;114;2021-08-07 11:32:00;2021-08-07 12:19:00;NA
1434;114;2021-08-07 14:35:00;2021-08-07 15:36:00;136
355;114;2021-08-08 12:09:00;2021-08-08 12:56:00;1233
