"idno";"intnum";"start";"end";"timebtwints"
775;1;2021-07-21 19:24:00;2021-07-21 20:13:00;NA
2160;1;2021-07-23 13:03:00;2021-07-23 14:09:00;2450
2155;1;2021-07-25 11:50:00;2021-07-25 12:35:00;2741
2156;1;2021-07-25 13:39:00;2021-07-25 14:33:00;64
2157;1;2021-07-25 15:58:00;2021-07-25 17:02:00;85
2158;1;2021-07-25 18:45:00;2021-07-25 19:52:00;103
780;1;2021-07-25 20:46:00;2021-07-25 21:30:00;54
2159;1;2021-07-26 16:53:00;2021-07-26 17:50:00;1163
779;1;2021-07-26 19:59:00;2021-07-26 21:00:00;129
2115;1;2021-08-06 11:06:00;2021-08-06 12:24:00;15246
1140;1;2021-08-07 11:11:00;2021-08-07 11:56:00;1367
2116;1;2021-08-08 09:55:00;2021-08-08 10:53:00;1319
2113;1;2021-08-09 10:15:00;2021-08-09 11:21:00;1402
2114;1;2021-08-09 12:51:00;2021-08-09 13:47:00;90
2117;1;2021-08-09 15:31:00;2021-08-09 16:38:00;104
1138;1;2021-08-09 18:51:00;2021-08-09 19:59:00;133
1139;1;2021-08-10 10:51:00;2021-08-10 11:40:00;892
1135;1;2021-08-12 17:48:00;2021-08-12 18:50:00;3248
1137;1;2021-08-14 18:04:00;2021-08-14 18:46:00;2834
2118;1;2021-08-15 11:55:00;2021-08-15 12:30:00;1029
302;2;2021-08-12 17:06:00;2021-08-12 17:57:00;NA
301;2;2021-08-13 13:52:00;2021-08-13 14:30:00;1195
1846;2;2021-08-21 17:42:00;2021-08-21 18:33:00;11712
1843;2;2021-08-24 11:03:00;2021-08-24 12:07:00;3870
1848;2;2021-08-25 17:48:00;2021-08-25 18:40:00;1781
1845;2;2021-08-26 15:27:00;2021-08-26 16:09:00;1247
2151;2;2021-09-04 13:21:00;2021-09-04 14:51:00;12792
479;2;2021-09-04 15:29:00;2021-09-04 16:12:00;38
2152;2;2021-09-05 15:38:00;2021-09-05 16:17:00;1406
2154;2;2021-09-05 18:45:00;2021-09-05 19:57:00;148
476;2;2021-09-05 21:31:00;2021-09-05 22:27:00;94
475;2;2021-09-06 14:45:00;2021-09-06 15:36:00;978
2149;2;2021-09-08 11:38:00;2021-09-08 12:27:00;2642
2153;2;2021-09-08 13:33:00;2021-09-08 14:15:00;66
477;2;2021-09-08 15:55:00;2021-09-08 16:48:00;100
478;2;2021-09-08 18:50:00;2021-09-08 19:50:00;122
480;2;2021-09-09 19:32:00;2021-09-09 20:22:00;1422
2150;2;2021-09-12 18:29:00;2021-09-12 19:25:00;4207
51;3;2021-07-13 15:31:00;2021-07-13 16:28:00;NA
920;3;2021-07-13 17:49:00;2021-07-13 18:46:00;81
921;3;2021-07-15 15:46:00;2021-07-15 16:36:00;2700
53;3;2021-07-16 15:58:00;2021-07-16 17:15:00;1402
50;3;2021-07-20 14:44:00;2021-07-20 15:41:00;5609
924;3;2021-07-21 20:14:00;2021-07-21 21:13:00;1713
919;3;2021-07-24 15:26:00;2021-07-24 16:41:00;3973
923;3;2021-07-25 16:36:00;2021-07-25 17:26:00;1435
853;3;2021-07-30 21:00:00;2021-07-30 21:56:00;7414
854;3;2021-07-31 12:01:00;2021-07-31 12:50:00;845
856;3;2021-08-01 18:50:00;2021-08-01 19:34:00;1800
857;3;2021-08-01 20:31:00;2021-08-01 21:22:00;57
858;3;2021-08-03 19:37:00;2021-08-03 20:31:00;2775
855;3;2021-08-09 20:50:00;2021-08-09 21:41:00;8659
1039;4;2021-08-14 10:03:00;2021-08-14 11:09:00;NA
1043;4;2021-08-15 18:50:00;2021-08-15 19:34:00;1901
1041;4;2021-08-18 14:38:00;2021-08-18 15:37:00;4024
1040;4;2021-08-23 14:22:00;2021-08-23 15:25:00;7125
1044;4;2021-08-24 10:06:00;2021-08-24 11:39:00;1121
3174;5;2021-07-13 19:42:00;2021-07-13 20:59:00;NA
3169;5;2021-07-14 16:04:00;2021-07-14 17:34:00;1145
3172;5;2021-07-18 16:17:00;2021-07-18 17:24:00;5683
3171;5;2021-07-19 18:37:00;2021-07-19 19:58:00;1513
3173;5;2021-07-20 19:04:00;2021-07-20 20:29:00;1386
2830;5;2021-08-10 17:45:00;2021-08-10 19:22:00;30076
2828;5;2021-08-11 14:16:00;2021-08-11 15:12:00;1134
2832;5;2021-08-11 16:17:00;2021-08-11 17:19:00;65
2827;5;2021-08-12 15:39:00;2021-08-12 17:20:00;1340
2831;5;2021-08-14 14:07:00;2021-08-14 15:06:00;2687
2829;5;2021-08-18 10:59:00;2021-08-18 12:10:00;5513
1485;6;2021-07-09 17:50:00;2021-07-09 18:56:00;NA
1486;6;2021-07-09 19:25:00;2021-07-09 20:23:00;29
1488;6;2021-07-11 17:23:00;2021-07-11 18:17:00;2700
1484;6;2021-07-12 17:53:00;2021-07-12 18:27:00;1416
1483;6;2021-07-13 18:58:00;2021-07-13 19:51:00;1471
1409;6;2021-07-28 16:28:00;2021-07-28 17:46:00;21397
581;6;2021-07-29 19:40:00;2021-07-29 20:34:00;1554
580;6;2021-07-31 19:22:00;2021-07-31 20:30:00;2808
1405;6;2021-07-31 20:56:00;2021-07-31 21:46:00;26
578;6;2021-08-01 12:29:00;2021-08-01 13:35:00;883
577;6;2021-08-02 12:46:00;2021-08-02 14:02:00;1391
1406;6;2021-08-02 15:44:00;2021-08-02 16:20:00;102
1407;6;2021-08-02 18:29:00;2021-08-02 19:34:00;129
1408;6;2021-08-02 20:07:00;2021-08-02 21:31:00;33
579;6;2021-08-07 15:18:00;2021-08-07 16:11:00;6827
1117;7;2021-07-08 15:28:00;2021-07-08 16:26:00;NA
1118;7;2021-07-08 17:14:00;2021-07-08 17:57:00;48
1121;7;2021-07-08 20:26:00;2021-07-08 21:19:00;149
1120;7;2021-07-12 17:55:00;2021-07-12 18:59:00;5556
3128;7;2021-07-13 15:56:00;2021-07-13 16:59:00;1257
3129;7;2021-07-13 18:02:00;2021-07-13 18:42:00;63
3127;7;2021-07-16 18:58:00;2021-07-16 19:45:00;4336
3131;7;2021-07-18 17:10:00;2021-07-18 17:56:00;2725
3132;7;2021-07-19 19:07:00;2021-07-19 19:46:00;1511
3110;7;2021-08-06 11:33:00;2021-08-06 12:17:00;25427
3114;7;2021-08-08 19:29:00;2021-08-08 20:34:00;3312
3111;7;2021-08-14 15:48:00;2021-08-14 17:00:00;8354
1559;8;2021-07-07 18:29:00;2021-07-07 19:22:00;NA
1555;8;2021-07-11 16:29:00;2021-07-11 17:24:00;5587
1074;8;2021-07-14 13:20:00;2021-07-14 14:13:00;4076
1073;8;2021-07-16 18:27:00;2021-07-16 19:36:00;3134
1556;8;2021-07-17 14:00:00;2021-07-17 14:57:00;1104
1069;8;2021-07-17 16:03:00;2021-07-17 17:08:00;66
1558;8;2021-07-20 16:16:00;2021-07-20 17:21:00;4268
1070;8;2021-07-20 18:44:00;2021-07-20 19:15:00;83
1868;8;2021-07-28 19:19:00;2021-07-28 20:23:00;11524
1869;8;2021-08-01 10:07:00;2021-08-01 10:57:00;5144
1867;8;2021-08-02 10:35:00;2021-08-02 12:08:00;1418
1872;8;2021-08-03 13:44:00;2021-08-03 14:33:00;1536
3262;8;2021-08-04 17:08:00;2021-08-04 17:55:00;1595
3264;8;2021-08-04 19:31:00;2021-08-04 20:49:00;96
3259;8;2021-08-06 14:24:00;2021-08-06 15:02:00;2495
2626;9;2021-07-13 18:04:00;2021-07-13 18:52:00;NA
2454;9;2021-07-14 15:43:00;2021-07-14 16:42:00;1251
2623;9;2021-07-16 19:44:00;2021-07-16 20:36:00;3062
2452;9;2021-07-18 16:58:00;2021-07-18 17:43:00;2662
2628;9;2021-07-18 20:32:00;2021-07-18 21:11:00;169
2453;9;2021-07-19 16:34:00;2021-07-19 17:15:00;1163
2450;9;2021-07-20 14:46:00;2021-07-20 15:49:00;1291
2625;9;2021-07-20 18:29:00;2021-07-20 19:27:00;160
2451;9;2021-07-25 15:42:00;2021-07-25 16:42:00;6975
2900;9;2021-08-04 18:30:00;2021-08-04 19:26:00;14508
2902;9;2021-08-05 16:31:00;2021-08-05 17:27:00;1265
2899;9;2021-08-08 18:48:00;2021-08-08 20:04:00;4401
2341;10;2021-07-17 18:05:00;2021-07-17 18:58:00;NA
2345;10;2021-07-17 22:02:00;2021-07-17 22:58:00;184
2343;10;2021-07-20 12:25:00;2021-07-20 13:19:00;3687
2344;10;2021-07-20 14:36:00;2021-07-20 15:38:00;77
2265;10;2021-08-05 18:33:00;2021-08-05 19:52:00;23215
1489;10;2021-08-08 18:31:00;2021-08-08 19:36:00;4239
1490;10;2021-08-08 20:18:00;2021-08-08 21:03:00;42
2267;10;2021-08-09 14:20:00;2021-08-09 15:21:00;1037
2268;10;2021-08-09 15:54:00;2021-08-09 16:37:00;33
1494;10;2021-08-09 19:59:00;2021-08-09 20:32:00;202
1493;10;2021-08-11 19:27:00;2021-08-11 20:30:00;2815
1492;10;2021-08-13 19:19:00;2021-08-13 20:18:00;2809
2989;11;2021-08-14 10:15:00;2021-08-14 11:15:00;NA
2991;11;2021-08-14 12:01:00;2021-08-14 12:57:00;46
707;11;2021-08-17 14:55:00;2021-08-17 15:57:00;4438
705;11;2021-08-18 11:02:00;2021-08-18 12:11:00;1145
2993;11;2021-08-18 13:47:00;2021-08-18 14:23:00;96
703;11;2021-08-19 11:08:00;2021-08-19 12:09:00;1245
706;11;2021-08-19 12:41:00;2021-08-19 13:45:00;32
2992;11;2021-08-19 14:40:00;2021-08-19 15:23:00;55
2994;11;2021-08-19 16:59:00;2021-08-19 17:58:00;96
708;11;2021-08-28 16:07:00;2021-08-28 17:10:00;12849
139;12;2021-07-10 11:52:00;2021-07-10 12:57:00;NA
141;12;2021-07-12 18:12:00;2021-07-12 19:12:00;3195
142;12;2021-07-12 20:18:00;2021-07-12 21:29:00;66
143;12;2021-07-14 18:01:00;2021-07-14 18:58:00;2672
267;12;2021-07-23 15:39:00;2021-07-23 16:31:00;12761
269;12;2021-07-25 14:44:00;2021-07-25 15:27:00;2773
270;12;2021-07-25 17:17:00;2021-07-25 18:10:00;110
266;12;2021-07-31 16:42:00;2021-07-31 17:49:00;8552
2520;13;2021-07-08 10:47:00;2021-07-08 11:53:00;NA
2517;13;2021-07-10 18:36:00;2021-07-10 19:32:00;3283
2519;13;2021-07-11 21:45:00;2021-07-11 22:38:00;1573
2518;13;2021-07-14 18:23:00;2021-07-14 18:56:00;4065
1610;13;2021-07-23 18:10:00;2021-07-23 19:20:00;12914
1613;13;2021-07-25 15:00:00;2021-07-25 15:45:00;2620
1614;13;2021-07-25 16:45:00;2021-07-25 17:43:00;60
1612;13;2021-07-27 16:18:00;2021-07-27 17:41:00;2795
1611;13;2021-07-29 17:33:00;2021-07-29 18:35:00;2872
918;14;2021-07-07 20:40:00;2021-07-07 21:45:00;NA
807;14;2021-07-08 09:36:00;2021-07-08 11:04:00;711
810;14;2021-07-08 11:34:00;2021-07-08 12:10:00;30
914;14;2021-07-10 16:52:00;2021-07-10 18:17:00;3162
917;14;2021-07-10 19:19:00;2021-07-10 20:34:00;62
806;14;2021-07-11 18:22:00;2021-07-11 19:22:00;1308
805;14;2021-07-12 11:11:00;2021-07-12 12:01:00;949
915;14;2021-07-13 21:43:00;2021-07-13 22:36:00;2022
808;14;2021-07-17 16:30:00;2021-07-17 17:21:00;5394
913;14;2021-07-18 20:44:00;2021-07-18 22:08:00;1643
712;14;2021-08-06 17:24:00;2021-08-06 18:15:00;27076
714;14;2021-08-06 19:19:00;2021-08-06 20:19:00;64
713;14;2021-08-07 14:37:00;2021-08-07 15:28:00;1098
136;14;2021-08-08 20:55:00;2021-08-08 21:38:00;1767
135;14;2021-08-09 11:09:00;2021-08-09 12:06:00;811
137;14;2021-08-09 12:36:00;2021-08-09 13:17:00;30
138;14;2021-08-09 15:07:00;2021-08-09 16:26:00;110
709;14;2021-08-10 16:58:00;2021-08-10 17:37:00;1472
2559;15;2021-07-21 13:41:00;2021-07-21 14:39:00;NA
2811;15;2021-07-21 15:29:00;2021-07-21 16:48:00;50
2812;15;2021-07-24 20:15:00;2021-07-24 21:33:00;4527
2810;15;2021-07-25 18:00:00;2021-07-25 19:10:00;1227
2814;15;2021-07-26 17:56:00;2021-07-26 18:48:00;1366
2558;15;2021-07-27 16:08:00;2021-07-27 17:10:00;1280
1114;15;2021-07-29 13:09:00;2021-07-29 13:56:00;2639
2560;15;2021-08-01 14:11:00;2021-08-01 15:06:00;4335
2813;15;2021-08-02 14:24:00;2021-08-02 15:17:00;1398
903;15;2021-08-05 17:47:00;2021-08-05 18:59:00;4470
904;15;2021-08-08 19:28:00;2021-08-08 20:07:00;4349
905;15;2021-08-10 20:45:00;2021-08-10 21:45:00;2918
902;15;2021-08-12 19:43:00;2021-08-12 21:05:00;2758
906;15;2021-08-12 21:50:00;2021-08-12 22:54:00;45
839;16;2021-07-15 13:36:00;2021-07-15 14:39:00;NA
840;16;2021-07-15 15:28:00;2021-07-15 16:09:00;49
835;16;2021-07-17 07:55:00;2021-07-17 08:44:00;2386
836;16;2021-07-18 08:16:00;2021-07-18 09:16:00;1412
838;16;2021-07-18 10:58:00;2021-07-18 12:01:00;102
837;16;2021-07-20 18:06:00;2021-07-20 18:53:00;3245
1414;16;2021-07-22 11:52:00;2021-07-22 12:39:00;2459
1415;16;2021-07-25 11:13:00;2021-07-25 12:20:00;4234
1411;16;2021-07-26 15:37:00;2021-07-26 16:47:00;1637
1412;16;2021-07-27 13:31:00;2021-07-27 14:12:00;1244
1413;16;2021-07-29 14:42:00;2021-07-29 15:47:00;2910
1304;17;2021-08-22 14:42:00;2021-08-22 15:31:00;NA
1306;17;2021-08-23 16:21:00;2021-08-23 17:02:00;1490
1307;17;2021-08-23 18:22:00;2021-08-23 19:29:00;80
1305;17;2021-08-24 17:37:00;2021-08-24 18:36:00;1328
1308;17;2021-08-27 16:12:00;2021-08-27 17:06:00;4176
1034;17;2021-08-27 19:50:00;2021-08-27 20:50:00;164
1303;17;2021-08-29 14:43:00;2021-08-29 15:28:00;2513
1033;17;2021-08-29 17:44:00;2021-08-29 18:39:00;136
1037;17;2021-08-29 20:48:00;2021-08-29 21:55:00;129
1036;17;2021-08-31 14:03:00;2021-08-31 14:55:00;2408
1035;17;2021-09-02 15:19:00;2021-09-02 16:22:00;2904
2985;18;2021-08-25 16:50:00;2021-08-25 17:45:00;NA
2988;18;2021-08-26 10:39:00;2021-08-26 11:20:00;1014
2983;18;2021-08-27 14:35:00;2021-08-27 15:43:00;1635
1334;18;2021-08-27 16:17:00;2021-08-27 17:11:00;34
2984;18;2021-08-28 14:02:00;2021-08-28 14:52:00;1251
1335;18;2021-08-28 17:06:00;2021-08-28 18:01:00;134
1338;18;2021-08-28 19:07:00;2021-08-28 20:02:00;66
2987;18;2021-08-29 17:19:00;2021-08-29 18:08:00;1277
1333;18;2021-08-30 18:07:00;2021-08-30 18:57:00;1439
1337;18;2021-09-06 20:42:00;2021-09-06 21:35:00;10185
1755;19;2021-07-09 10:01:00;2021-07-09 10:40:00;NA
1754;19;2021-07-10 17:38:00;2021-07-10 18:15:00;1858
1756;19;2021-07-13 15:57:00;2021-07-13 16:33:00;4182
1753;19;2021-07-16 10:18:00;2021-07-16 10:57:00;3945
1758;19;2021-07-19 19:01:00;2021-07-19 19:46:00;4804
2869;19;2021-08-15 13:51:00;2021-08-15 14:49:00;38525
2872;19;2021-08-16 15:09:00;2021-08-16 16:04:00;1460
2871;19;2021-08-18 16:09:00;2021-08-18 17:06:00;2885
2870;19;2021-08-21 15:28:00;2021-08-21 16:30:00;4222
2874;19;2021-08-23 13:17:00;2021-08-23 14:09:00;2687
1345;20;2021-07-17 20:13:00;2021-07-17 21:12:00;NA
1347;20;2021-07-18 10:33:00;2021-07-18 11:09:00;801
1348;20;2021-07-18 13:15:00;2021-07-18 14:31:00;126
457;21;2021-07-16 15:46:00;2021-07-16 16:48:00;NA
459;21;2021-07-16 17:32:00;2021-07-16 18:40:00;44
458;21;2021-07-19 13:26:00;2021-07-19 14:10:00;4006
460;21;2021-07-19 15:48:00;2021-07-19 16:29:00;98
461;21;2021-07-19 18:30:00;2021-07-19 19:14:00;121
2333;22;2021-07-11 13:25:00;2021-07-11 14:23:00;NA
2330;22;2021-07-13 09:44:00;2021-07-13 10:54:00;2601
2331;22;2021-07-13 11:24:00;2021-07-13 12:19:00;30
2334;22;2021-07-14 16:16:00;2021-07-14 17:15:00;1677
2329;22;2021-07-16 17:29:00;2021-07-16 18:38:00;2894
2383;23;2021-08-18 10:36:00;2021-08-18 11:22:00;NA
2386;23;2021-08-19 16:59:00;2021-08-19 18:00:00;1777
2385;23;2021-08-20 12:31:00;2021-08-20 13:33:00;1111
863;23;2021-08-20 17:54:00;2021-08-20 19:03:00;261
2384;23;2021-08-21 18:44:00;2021-08-21 19:44:00;1421
859;23;2021-08-21 20:34:00;2021-08-21 21:32:00;50
862;23;2021-08-22 19:23:00;2021-08-22 20:23:00;1311
860;23;2021-08-27 15:39:00;2021-08-27 16:36:00;6916
2388;23;2021-08-29 10:18:00;2021-08-29 11:27:00;2502
2966;24;2021-08-28 18:39:00;2021-08-28 19:38:00;NA
2967;24;2021-08-29 19:40:00;2021-08-29 20:13:00;1442
2969;24;2021-08-31 17:35:00;2021-08-31 18:25:00;2722
497;24;2021-09-15 20:05:00;2021-09-15 20:52:00;21700
498;24;2021-09-15 21:35:00;2021-09-15 22:32:00;43
234;25;2021-07-22 17:26:00;2021-07-22 18:17:00;NA
229;25;2021-07-23 17:08:00;2021-07-23 18:04:00;1371
230;25;2021-07-24 18:53:00;2021-07-24 19:37:00;1489
232;25;2021-07-26 16:54:00;2021-07-26 17:41:00;2717
1724;25;2021-08-07 17:29:00;2021-08-07 18:19:00;17268
1728;25;2021-08-08 20:47:00;2021-08-08 21:36:00;1588
1725;25;2021-08-10 20:14:00;2021-08-10 21:01:00;2798
1723;25;2021-08-11 16:02:00;2021-08-11 17:20:00;1141
1726;25;2021-08-11 18:46:00;2021-08-11 19:58:00;86
403;26;2021-07-17 10:47:00;2021-07-17 12:06:00;NA
406;26;2021-07-19 15:05:00;2021-07-19 15:40:00;3059
404;26;2021-07-20 18:39:00;2021-07-20 19:24:00;1619
1152;26;2021-07-21 18:52:00;2021-07-21 19:52:00;1408
1811;26;2021-07-22 15:35:00;2021-07-22 16:29:00;1183
1150;26;2021-07-22 18:56:00;2021-07-22 19:57:00;147
1809;26;2021-07-25 12:00:00;2021-07-25 12:50:00;3843
1148;26;2021-07-25 14:12:00;2021-07-25 14:51:00;82
1147;26;2021-07-26 18:14:00;2021-07-26 19:24:00;1643
1812;26;2021-07-27 16:10:00;2021-07-27 16:45:00;1246
1149;26;2021-07-27 18:23:00;2021-07-27 18:59:00;98
1807;26;2021-08-01 15:53:00;2021-08-01 16:47:00;7014
2125;27;2021-07-23 07:21:00;2021-07-23 08:23:00;NA
2127;27;2021-07-23 10:37:00;2021-07-23 11:18:00;134
1133;27;2021-07-23 14:20:00;2021-07-23 15:05:00;182
1129;27;2021-07-24 16:56:00;2021-07-24 17:49:00;1551
1132;27;2021-07-24 19:17:00;2021-07-24 20:10:00;88
2126;27;2021-07-25 18:41:00;2021-07-25 19:47:00;1351
1130;27;2021-07-26 12:52:00;2021-07-26 13:47:00;1025
1131;27;2021-07-26 15:14:00;2021-07-26 16:16:00;87
2130;27;2021-07-27 19:04:00;2021-07-27 19:54:00;1608
1275;28;2021-07-16 17:30:00;2021-07-16 18:05:00;NA
1274;28;2021-07-19 18:14:00;2021-07-19 19:06:00;4329
1276;28;2021-07-19 19:53:00;2021-07-19 20:56:00;47
1278;28;2021-07-20 12:11:00;2021-07-20 13:08:00;915
1277;28;2021-07-22 14:09:00;2021-07-22 15:10:00;2941
3043;28;2021-08-16 18:53:00;2021-08-16 19:50:00;36223
3048;28;2021-08-16 21:33:00;2021-08-16 22:18:00;103
3046;28;2021-08-18 18:52:00;2021-08-18 19:40:00;2674
3044;28;2021-08-23 17:03:00;2021-08-23 18:03:00;7043
3047;28;2021-08-24 17:59:00;2021-08-24 19:03:00;1436
2824;29;2021-07-23 14:54:00;2021-07-23 15:53:00;NA
2825;29;2021-07-25 17:13:00;2021-07-25 18:08:00;2960
2823;29;2021-07-26 17:41:00;2021-07-26 18:51:00;1413
2821;29;2021-07-27 11:49:00;2021-07-27 12:41:00;1018
2826;29;2021-07-30 15:57:00;2021-07-30 16:49:00;4516
3352;29;2021-08-14 18:37:00;2021-08-14 19:51:00;21708
3354;29;2021-08-14 20:36:00;2021-08-14 21:49:00;45
3349;29;2021-08-16 10:51:00;2021-08-16 12:13:00;2222
3353;29;2021-08-19 15:02:00;2021-08-19 16:24:00;4489
3350;29;2021-08-20 12:45:00;2021-08-20 13:59:00;1221
940;30;2021-07-08 12:37:00;2021-07-08 13:07:00;NA
939;30;2021-07-10 17:08:00;2021-07-10 17:38:00;3121
942;30;2021-07-10 19:05:00;2021-07-10 20:02:00;87
938;30;2021-07-15 15:35:00;2021-07-15 16:23:00;6933
941;30;2021-07-15 17:45:00;2021-07-15 18:27:00;82
3331;30;2021-08-05 15:16:00;2021-08-05 16:08:00;30049
3332;30;2021-08-05 17:43:00;2021-08-05 18:30:00;95
2495;30;2021-08-08 16:36:00;2021-08-08 17:31:00;4206
2492;30;2021-08-09 12:11:00;2021-08-09 13:03:00;1120
3335;30;2021-08-09 15:15:00;2021-08-09 16:04:00;132
3336;30;2021-08-09 17:39:00;2021-08-09 18:32:00;95
2496;30;2021-08-10 17:23:00;2021-08-10 18:10:00;1371
3333;30;2021-08-10 18:57:00;2021-08-10 19:56:00;47
2491;30;2021-08-11 17:37:00;2021-08-11 18:55:00;1301
2494;30;2021-08-14 18:51:00;2021-08-14 19:48:00;4316
1996;31;2021-07-08 18:54:00;2021-07-08 19:42:00;NA
1997;31;2021-07-10 18:48:00;2021-07-10 19:36:00;2826
1993;31;2021-07-11 12:02:00;2021-07-11 12:39:00;986
1995;31;2021-07-11 13:29:00;2021-07-11 14:13:00;50
1994;31;2021-07-13 10:54:00;2021-07-13 11:34:00;2681
1718;31;2021-07-21 17:38:00;2021-07-21 18:21:00;11884
1717;31;2021-07-27 17:14:00;2021-07-27 17:56:00;8573
1722;31;2021-07-27 19:42:00;2021-07-27 20:32:00;106
1720;31;2021-07-29 15:44:00;2021-07-29 16:25:00;2592
1721;31;2021-07-31 16:39:00;2021-07-31 17:25:00;2894
2584;32;2021-07-08 17:52:00;2021-07-08 19:09:00;NA
1343;32;2021-07-09 18:08:00;2021-07-09 18:44:00;1379
1342;32;2021-07-10 18:38:00;2021-07-10 19:17:00;1434
2581;32;2021-07-11 14:14:00;2021-07-11 14:57:00;1137
2585;32;2021-07-11 16:32:00;2021-07-11 17:05:00;95
2586;32;2021-07-12 18:59:00;2021-07-12 19:43:00;1554
1339;32;2021-07-13 18:16:00;2021-07-13 19:11:00;1353
1341;32;2021-07-15 20:05:00;2021-07-15 21:12:00;2934
2583;32;2021-07-19 09:05:00;2021-07-19 10:32:00;5033
244;32;2021-07-29 17:28:00;2021-07-29 18:24:00;14816
245;32;2021-07-30 16:33:00;2021-07-30 17:26:00;1329
246;32;2021-08-01 18:22:00;2021-08-01 19:29:00;2936
241;32;2021-08-04 15:18:00;2021-08-04 16:01:00;4069
242;32;2021-08-13 17:11:00;2021-08-13 17:50:00;13030
1298;33;2021-07-14 17:42:00;2021-07-14 18:35:00;NA
1300;33;2021-07-14 20:21:00;2021-07-14 21:05:00;106
1301;33;2021-07-17 17:59:00;2021-07-17 19:06:00;4134
1297;33;2021-07-18 18:08:00;2021-07-18 18:56:00;1382
1299;33;2021-07-18 19:47:00;2021-07-18 20:40:00;51
2221;33;2021-07-22 15:21:00;2021-07-22 15:55:00;5441
2223;33;2021-07-26 16:36:00;2021-07-26 17:10:00;5801
2226;33;2021-07-29 16:31:00;2021-07-29 17:09:00;4281
2222;33;2021-07-30 10:45:00;2021-07-30 11:17:00;1056
2225;33;2021-07-30 12:28:00;2021-07-30 13:04:00;71
973;33;2021-08-07 17:41:00;2021-08-07 18:17:00;11797
976;33;2021-08-09 15:06:00;2021-08-09 15:48:00;2689
978;33;2021-08-09 18:55:00;2021-08-09 19:56:00;187
977;33;2021-08-12 10:56:00;2021-08-12 11:34:00;3780
975;33;2021-08-14 17:33:00;2021-08-14 18:12:00;3239
2340;34;2021-07-22 13:44:00;2021-07-22 14:30:00;NA
523;34;2021-07-24 16:21:00;2021-07-24 17:00:00;2991
525;34;2021-07-24 19:00:00;2021-07-24 19:45:00;120
2335;34;2021-07-25 16:56:00;2021-07-25 17:42:00;1271
2338;34;2021-07-25 18:46:00;2021-07-25 19:49:00;64
2336;34;2021-07-26 14:25:00;2021-07-26 15:11:00;1116
2337;34;2021-07-26 17:32:00;2021-07-26 18:50:00;141
2339;34;2021-07-27 12:09:00;2021-07-27 13:10:00;1039
524;34;2021-07-27 13:48:00;2021-07-27 14:46:00;38
528;34;2021-07-28 16:41:00;2021-07-28 17:26:00;1555
572;34;2021-07-29 17:12:00;2021-07-29 18:06:00;1426
527;34;2021-07-29 19:18:00;2021-07-29 20:10:00;72
575;34;2021-08-08 10:10:00;2021-08-08 11:17:00;13800
2041;35;2021-08-17 17:15:00;2021-08-17 18:04:00;NA
2045;35;2021-08-18 16:22:00;2021-08-18 17:13:00;1338
2046;35;2021-08-22 18:51:00;2021-08-22 19:34:00;5858
1817;35;2021-08-24 17:18:00;2021-08-24 18:08:00;2744
1813;35;2021-08-27 11:50:00;2021-08-27 13:02:00;3942
1814;35;2021-08-28 10:24:00;2021-08-28 10:56:00;1282
1816;35;2021-08-28 12:18:00;2021-08-28 13:19:00;82
1815;35;2021-09-03 15:41:00;2021-09-03 16:36:00;8782
602;36;2021-07-21 14:35:00;2021-07-21 15:37:00;NA
2551;36;2021-07-22 12:40:00;2021-07-22 13:39:00;1263
2555;36;2021-07-22 15:04:00;2021-07-22 16:01:00;85
2553;36;2021-07-23 21:00:00;2021-07-23 21:49:00;1739
603;36;2021-07-24 18:14:00;2021-07-24 19:00:00;1225
604;36;2021-07-27 15:49:00;2021-07-27 16:30:00;4129
2552;36;2021-07-27 18:35:00;2021-07-27 19:16:00;125
601;36;2021-08-02 17:07:00;2021-08-02 18:08:00;8511
183;36;2021-08-04 17:49:00;2021-08-04 18:49:00;2861
595;36;2021-08-04 20:37:00;2021-08-04 21:35:00;108
596;36;2021-08-06 22:00:00;2021-08-06 22:39:00;2905
186;36;2021-08-07 16:13:00;2021-08-07 16:55:00;1054
599;36;2021-08-07 18:32:00;2021-08-07 19:33:00;97
597;36;2021-08-08 21:55:00;2021-08-08 23:02:00;1582
600;36;2021-08-09 21:49:00;2021-08-09 22:30:00;1367
182;36;2021-08-12 20:47:00;2021-08-12 21:52:00;4217
184;36;2021-08-14 12:03:00;2021-08-14 12:35:00;2291
2879;37;2021-08-24 17:58:00;2021-08-24 18:47:00;NA
2878;37;2021-08-27 11:04:00;2021-08-27 12:32:00;3857
2875;37;2021-08-28 07:35:00;2021-08-28 08:57:00;1143
2880;37;2021-09-03 15:55:00;2021-09-03 16:51:00;9058
145;38;2021-07-21 10:42:00;2021-07-21 11:35:00;NA
149;38;2021-07-21 13:02:00;2021-07-21 13:57:00;87
147;38;2021-07-27 19:35:00;2021-07-27 20:24:00;8978
146;38;2021-07-28 12:19:00;2021-07-28 13:37:00;955
150;38;2021-07-30 20:38:00;2021-07-30 21:46:00;3301
148;38;2021-07-31 10:34:00;2021-07-31 11:34:00;768
878;38;2021-08-16 12:07:00;2021-08-16 13:33:00;23073
879;38;2021-08-16 13:53:00;2021-08-16 14:28:00;20
877;38;2021-08-17 18:09:00;2021-08-17 19:07:00;1661
881;38;2021-08-20 14:16:00;2021-08-20 14:53:00;4029
